CNTYVTD,BlacklockR_18G_Sup Ct 2,KirklandD_18G_Sup Ct 2
"4391117",635,557
"4391119",914,1665
"4391120",56,1188
"4391126",301,703
"4391127",32,701
"4391132",25,614
"4391133",455,609
"4391142",385,398
"4391146",463,903
"4391149",206,876
"4391150",225,583
"4391151",263,387
"4391153",51,808
"4391154",35,168
"4391165",51,94
"4391167",436,455
"4391170",504,980
"4391175",355,479
"4391184",183,273
"4391186",296,111
"4391188",7,269
"4391189",680,774
"4391197",1230,1300
"4391198",62,123
"4391199",165,116
"4391206",1028,528
"4391207",600,746
"4391208",1995,941
"4391211",47,865
"4391227",603,1662
"4391236",147,217
"4391237",107,249
"4391238",542,1003
"4391241",32,86
"4391244",69,32
"4391251",291,1451
"4391255",537,1189
"4391257",270,546
"4391264",586,490
"4391265",505,719
"4391270",141,172
"4391271",1158,426
"4391273",329,689
"4391277A",438,432
"4391277B",0,0
"4391278",169,889
"4391279",332,876
"4391291",42,977
"4391292",170,612
"4391293",86,540
"4391294",1383,940
"4391295",123,297
"4391296",872,664
"4391297",54,1174
"4391298",641,738
"4391300",376,872
"4391301",121,883
"4391311",229,824
"4391337",999,468
"4391339",940,710
"4391345",93,99
"4391346",19,400
"4391347",1204,1611
"4391348",398,120
"4391351",0,0
"4391352",273,113
"4391366",0,0
"4391376",0,7
"4391377",1137,1214
"4391378",449,1395
"4391380",371,481
"4391382",259,892
"4391388",439,975
"4391394",0,0
"4391404",7,11
"4391407",12,28
"4391408",29,65
"4391412",0,0
"4391414",5,21
"4391415",114,474
"4391416",42,50
"4391418",0,0
"4391420",0,0
"4391423",1423,555
"4391424",11,6
"4391427",0,3
"4391430",2,2
"4391431",797,319
"4391434",3,0
"4391436",193,304
"4391437",249,224
"4391439",6,50
"4391440",190,789
"4391441",71,318
"4391444",8,27
"4391445",19,34
"4391455",0,0
"4391457",2,1
"4391459",228,753
"4391460",252,946
"4391463",187,582
"4391472",72,51
"4391473",14,30
"4391476",13,32
"4391477",55,368
"4391479",19,68
"4391481",24,150
"4391482",29,263
"4391489",255,740
"4391490",81,205
"4391491",1,0
"4391501",114,170
"4391504",926,225
"4391514",0,0
"4391515",9,8
"4391518",83,307
"4391543",0,0
"4391544",0,2
"4391547",0,0
"4391549",0,0
"4391550",1,19
"4391555",1,0
"4391559",32,87
"4391564",0,0
"4391576",4,74
"4391577",58,417
"4391578",160,571
"4391586",0,1
"4391589",45,68
"4391594",0,0
"4391597",35,212
"4391603",318,894
"4391605",0,0
"4391607",0,0
"4391608",247,336
"4391610",0,0
"4391611",4,5
"4391617",4,10
"4391619",2,9
"4391621",17,40
"4391622",15,14
"4391623",0,0
"4391625",0,0
"4391627",121,50
"4391628",0,0
"4391631",55,85
"4391633",7,10
"4391639",402,1680
"4391641",973,1531
"4391642",294,912
"4391651",0,0
"4391652",1,78
"4391672",0,0
"4391674",0,0
"4391676",47,107
"4391677",9,9
"4391678",1,4
"4391679",0,0
"4391684",125,160
"4391701",290,341
"4391704",752,414
"4392002",0,3
"4392003",346,260
"4392007",899,501
"4392026",683,531
"4392027",207,383
"4392028",525,289
"4392029",1671,964
"4392030",390,1290
"4392031",742,1930
"4392033",567,509
"4392052",500,843
"4392055",699,567
"4392058",0,0
"4392100",142,140
"4392112",899,379
"4392134",134,215
"4392143",178,222
"4392145",239,571
"4392147",412,342
"4392148",271,720
"4392158",796,658
"4392161",286,618
"4392168",539,707
"4392169",139,383
"4392171",993,699
"4392173",470,216
"4392174",844,711
"4392180",160,590
"4392181",946,742
"4392190",81,95
"4392205",946,605
"4392210",122,217
"4392217",574,912
"4392219",852,710
"4392220",1040,668
"4392221",1361,1421
"4392223",903,327
"4392224",326,679
"4392225",112,523
"4392226",314,613
"4392228",978,596
"4392229",679,599
"4392235",482,826
"4392246",493,308
"4392258",252,106
"4392262",410,159
"4392263",318,577
"4392266",1133,737
"4392267",308,694
"4392268",270,387
"4392269",107,123
"4392274",2,0
"4392275",187,319
"4392280",571,469
"4392281",465,369
"4392299",240,635
"4392302",138,598
"4392303",828,578
"4392304",912,537
"4392305",598,476
"4392306",835,447
"4392307",1498,1118
"4392308",907,702
"4392309",235,424
"4392310",624,495
"4392313",897,537
"4392314",1313,744
"4392315",300,632
"4392316",448,537
"4392317",489,322
"4392318",686,408
"4392319",939,542
"4392320",279,625
"4392341",47,149
"4392349",341,654
"4392353",235,412
"4392354",397,771
"4392355",519,375
"4392356",905,891
"4392357",1195,705
"4392358",910,556
"4392360",1378,589
"4392379",543,1449
"4392381",60,204
"4392383",437,784
"4392393",71,135
"4392401",95,72
"4392402",6,2
"4392403",2,7
"4392405",650,1607
"4392411",38,142
"4392413",79,288
"4392419",0,0
"4392425",753,927
"4392426",897,499
"4392428",68,182
"4392435",792,750
"4392438",387,977
"4392442",583,646
"4392448",500,1025
"4392449",383,821
"4392450",394,888
"4392451",8,61
"4392453",397,809
"4392461",205,767
"4392462",255,639
"4392464",174,125
"4392466",205,458
"4392467",420,813
"4392468",842,641
"4392474",158,61
"4392484",599,1384
"4392488",439,902
"4392505",616,345
"4392506",1514,1167
"4392513",0,0
"4392519",189,432
"4392520",606,553
"4392521",430,332
"4392522",1382,979
"4392523",273,596
"4392524",1216,354
"4392525",450,1168
"4392535",781,412
"4392536",504,599
"4392537",170,502
"4392541",364,904
"4392546",6,30
"4392548",726,273
"4392553",260,520
"4392556",719,471
"4392557",190,476
"4392561",0,0
"4392569",3,22
"4392571",0,0
"4392581",477,822
"4392600",0,0
"4392601",0,0
"4392606",0,8
"4392609",0,0
"4392612",0,0
"4392613",174,654
"4392614",76,119
"4392616",8,26
"4392618",10,24
"4392635",672,1475
"4392636",820,548
"4392643",1081,1698
"4392644",492,1188
"4392645",880,414
"4392655",166,373
"4392656",7,34
"4392657",4,10
"4392658",57,168
"4392659",3,4
"4392660",77,55
"4392670",26,46
"4392673",0,0
"4392675",0,0
"4392680",0,0
"4392681",0,0
"4392697",641,847
"4392699",734,1282
"4393032",535,299
"4393035",1696,829
"4393036",505,585
"4393037",1163,616
"4393038",1011,863
"4393039",1823,870
"4393040",1243,589
"4393041",650,509
"4393043",1374,490
"4393049",1493,525
"4393054",1402,763
"4393063",1702,781
"4393072",1254,460
"4393114",1074,591
"4393131",652,332
"4393139",409,306
"4393140",710,358
"4393152",16,5
"4393156",811,292
"4393157",649,583
"4393160",573,568
"4393164",626,403
"4393166",585,646
"4393172",833,615
"4393176",1160,780
"4393177",1157,443
"4393183",1071,1032
"4393185",2,0
"4393187",530,361
"4393192",388,93
"4393193",1635,564
"4393194",674,417
"4393196",1002,464
"4393200",866,603
"4393209",2021,653
"4393212",550,559
"4393213",592,402
"4393214",941,620
"4393215",1061,431
"4393216",1076,995
"4393240",895,535
"4393247",413,488
"4393248",1856,797
"4393249",1049,963
"4393254",682,589
"4393260",684,320
"4393282",655,375
"4393283",726,378
"4393286",452,120
"4393287",873,536
"4393289",938,509
"4393321",1708,1131
"4393322",941,510
"4393323",1805,678
"4393324",856,452
"4393325",419,207
"4393326",278,183
"4393327",662,405
"4393329",601,787
"4393330",583,235
"4393331",2169,755
"4393332",855,693
"4393333",1789,1049
"4393334",693,593
"4393335",913,512
"4393336",730,1016
"4393359",974,465
"4393361",1173,697
"4393363A",670,271
"4393363B",476,195
"4393364",272,243
"4393365",2034,735
"4393367",728,401
"4393368",387,162
"4393372",1209,720
"4393384",575,453
"4393385",1408,651
"4393386",2105,827
"4393387",1029,377
"4393389",1037,1181
"4393390",1995,781
"4393391",644,846
"4393392",1108,410
"4393396",1296,846
"4393398",571,317
"4393406",0,0
"4393409",9,2
"4393417",794,455
"4393421",742,250
"4393422",2181,725
"4393433",310,113
"4393443",850,562
"4393446",0,0
"4393447",0,0
"4393465",1085,807
"4393469",483,337
"4393470",62,22
"4393471",904,320
"4393486",1799,1070
"4393500",210,60
"4393502",845,230
"4393507",798,565
"4393509",717,460
"4393510",1565,564
"4393511",671,835
"4393516",978,439
"4393517",657,620
"4393526",653,252
"4393527",1014,484
"4393529",1092,525
"4393530",1143,670
"4393538",1609,826
"4393539",6,2
"4393542",940,582
"4393545",1222,490
"4393552A",814,688
"4393552B",229,194
"4393554",1439,571
"4393558",1695,676
"4393560",0,0
"4393562",78,24
"4393566",0,1
"4393567",1534,464
"4393570",947,665
"4393574",112,141
"4393575",0,0
"4393579",454,145
"4393580",0,0
"4393582",28,1
"4393583",0,0
"4393584",0,0
"4393585",0,0
"4393590",0,0
"4393624",125,82
"4393626",361,126
"4393637",622,553
"4393646",1072,704
"4393647",1069,792
"4393648",1271,793
"4393653",1,0
"4393654",0,0
"4393661",0,0
"4393662",5,1
"4393663",2,2
"4393664",0,0
"4393665",11,0
"4393667",55,18
"4393668",195,58
"4393669",2,1
"4393671",307,134
"4393695",1423,847
"4393696",1284,810
"4393698",1285,973
"4393700",599,361
"4394006",89,331
"4394016",494,519
"4394017",179,838
"4394018",358,188
"4394020",436,301
"4394042",288,245
"4394044A",1584,590
"4394044B",28,11
"4394045",1175,414
"4394046",1657,498
"4394047",1289,323
"4394048",54,240
"4394050",63,419
"4394051",1,3
"4394053",397,251
"4394057",244,176
"4394060",304,851
"4394065",1629,428
"4394067",100,502
"4394068",89,417
"4394069",1713,979
"4394070",720,685
"4394073",123,100
"4394077",82,115
"4394086",1192,521
"4394087",31,199
"4394091",819,443
"4394092",60,315
"4394093",127,608
"4394096",200,496
"4394097",124,409
"4394101",215,316
"4394102",228,258
"4394107",77,324
"4394110",83,387
"4394113",116,59
"4394115",370,76
"4394116",782,647
"4394118",347,399
"4394121",745,529
"4394122",112,491
"4394123",102,469
"4394124",369,378
"4394125",119,136
"4394128",842,510
"4394129",505,274
"4394130",1141,602
"4394135",358,326
"4394136",518,628
"4394137",563,376
"4394138",176,170
"4394141",769,592
"4394144",548,306
"4394155",262,813
"4394159",430,326
"4394162",102,144
"4394163",476,373
"4394178",1113,721
"4394179",276,352
"4394182",1211,817
"4394191",432,227
"4394195",88,470
"4394201",66,404
"4394202",357,405
"4394203",352,551
"4394204",953,723
"4394218",303,281
"4394222",253,278
"4394230",1327,939
"4394231",104,531
"4394232",1000,1089
"4394233",114,488
"4394234",1252,709
"4394239",49,25
"4394242",259,98
"4394243",415,383
"4394245",5,52
"4394250",852,707
"4394252",307,314
"4394253",133,133
"4394256",64,280
"4394259",540,178
"4394261",756,773
"4394272",190,110
"4394276",691,502
"4394284",121,32
"4394285",107,166
"4394288",14,68
"4394290",676,548
"4394312",16,54
"4394328",359,305
"4394338",1018,826
"4394340",898,309
"4394342",911,623
"4394343",845,406
"4394344",607,357
"4394350",397,520
"4394362",2,1
"4394369",1333,760
"4394370",0,0
"4394371",1225,277
"4394373",108,40
"4394374",670,572
"4394375",1117,483
"4394395",248,63
"4394397",110,86
"4394399",99,33
"4394400",80,70
"4394410",707,704
"4394429",476,349
"4394432",3,12
"4394452",1229,1168
"4394454",782,461
"4394456",464,260
"4394458",3,1
"4394475",11,33
"4394478",0,0
"4394480",400,146
"4394483",10,13
"4394485",86,88
"4394487",0,0
"4394492",208,312
"4394493",366,313
"4394494",1,0
"4394495",25,46
"4394496",96,192
"4394497",362,719
"4394498",285,139
"4394499",916,933
"4394503",148,294
"4394508",1112,911
"4394512",0,0
"4394528",1200,847
"4394531",982,543
"4394532",601,167
"4394533",453,302
"4394534",1171,757
"4394540",845,742
"4394551",1170,734
"4394563",0,0
"4394565",14,8
"4394568",19,10
"4394572",5,16
"4394573",0,0
"4394587",0,94
"4394588",1362,952
"4394591",831,717
"4394592",0,0
"4394593",62,69
"4394595",19,17
"4394596",15,40
"4394598",0,0
"4394599",1571,1281
"4394602",0,0
"4394604",1,2
"4394615",0,0
"4394620",7,17
"4394629",0,0
"4394630",0,0
"4394632",0,0
"4394634",394,470
"4394638",696,523
"4394640",138,293
"4394649",1106,543
"4394650",799,612
"4394666",0,0
"4394682",57,110
"4394683",0,0
"4394685",0,0
"4394686",0,0
"4394687",20,54
"4394688",12,11
"4394689",44,45
"4394690",9,0
"4394691",4,9
"4394692",2,9
"4394693",1,2
"4394694",1103,770
"4394702",488,353
"4394703",620,679
"4410101",1283,586
"4410102",901,365
"4410103",907,416
"4410104",1343,306
"4410105",950,500
"4410106",241,148
"4410107",235,47
"4410108",681,77
"4410109",137,14
"4410110",51,4
"4410201",332,260
"4410202",573,538
"4410203",692,398
"4410204",705,210
"4410205",712,511
"4410206",1022,215
"4410207",137,27
"4410301",860,354
"4410302",1038,282
"4410303",1035,100
"4410304",1066,401
"4410305",1458,318
"4410306",2358,476
"4410307",2790,508
"4410308",887,127
"4410401",335,226
"4410402",1091,446
"4410403",773,403
"4410404",676,426
"4410405",556,259
"4410406",1404,404
"4410407",518,145
"4410408",2117,246
"4410409",485,51
"4430001",63,41
"4430002A",3,4
"4430002B",46,56
"4430003",80,13
"4430004A",10,1
"4430004B",81,19
"4450101",204,41
"4450102",694,118
"4450201",218,81
"4450202",192,60
"4450301",317,158
"4450401",405,125
"4450402",130,6
"4470001",171,7
"4470002",145,23
"4473003",129,27
"4474005",47,12
"4474006",106,7
"4490001",40,197
"4490002",196,106
"4490003",276,68
"4490004",298,59
"4490005",127,24
"4490006",578,98
"4490007",459,111
"4490008",175,248
"4490009",159,54
"4490010",441,54
"4490011",67,25
"4490012",142,21
"4490014",442,328
"4490015",325,66
"4490016",958,251
"4490017",55,149
"4490018",86,12
"4490019",238,117
"4490020",518,218
"4510106",233,168
"4510107",256,131
"4510108",423,50
"4510112",515,72
"4510114",82,206
"4510124",140,307
"4510137",498,509
"4510144",318,294
"4510146",607,495
"4510213",1589,180
"4510215",1154,294
"4510225",57,3
"4510228",990,384
"4510230",2026,702
"4510241",2449,605
"4510304",1078,422
"4510305",15,11
"4510306",537,225
"4510308",71,56
"4510319",1495,487
"4510327",670,416
"4510348",293,85
"4510351",208,56
"4510358",2001,340
"4510401",51,27
"4510402",1022,594
"4510420",239,47
"4510421",1524,447
"4510422",737,113
"4510423",579,64
"4510424",845,342
"4510434",267,222
"4510435",336,161
"4510436",1472,671
"4530101",528,3044
"4530102",122,562
"4530103",260,705
"4530104",227,564
"4530105",1189,4045
"4530106",935,1264
"4530107",157,99
"4530108",165,811
"4530109",391,1088
"4530110",1318,2957
"4530111",727,2127
"4530112",193,725
"4530113",987,3215
"4530114",56,102
"4530115",0,0
"4530116",0,0
"4530117",148,1523
"4530118",31,330
"4530119",0,0
"4530120",32,54
"4530121",49,573
"4530122",91,1706
"4530123",1490,2556
"4530124",275,3121
"4530125",0,0
"4530126",251,3435
"4530127",0,1
"4530128",0,0
"4530129",99,1597
"4530130",131,1254
"4530131",0,1
"4530132",145,1716
"4530133",178,1463
"4530134",0,0
"4530135",688,4973
"4530136",811,1177
"4530137",2817,3961
"4530138",0,0
"4530139",317,1651
"4530140",188,956
"4530141",52,238
"4530142",68,671
"4530145",444,1184
"4530146",734,1171
"4530148",780,1892
"4530149",132,1269
"4530150",691,759
"4530151",175,1451
"4530152",156,2731
"4530153",719,2599
"4530154",526,1750
"4530156",460,3295
"4530160",408,825
"4530161",393,722
"4530163",140,79
"4530164",155,848
"4530200",427,3695
"4530202",341,2298
"4530203",172,489
"4530205",353,1384
"4530206",226,1008
"4530207",952,2448
"4530208",642,4022
"4530209",103,489
"4530210",429,858
"4530211",269,941
"4530212",1637,1492
"4530213",0,0
"4530214",739,1269
"4530215",421,1106
"4530216",286,1021
"4530217",271,1153
"4530218",883,3151
"4530219",592,1285
"4530220",482,890
"4530221",338,389
"4530222",386,1406
"4530223",70,290
"4530224",14,85
"4530225",668,1954
"4530226",276,1066
"4530227",142,370
"4530228",443,985
"4530229",380,970
"4530231",764,1412
"4530232",2635,2203
"4530233",1192,1539
"4530234",900,767
"4530235",304,2158
"4530236",379,2138
"4530237",585,1099
"4530238",539,1607
"4530239",378,1579
"4530240",220,596
"4530241",242,1345
"4530242",640,3965
"4530243",336,1178
"4530244",1247,1504
"4530245",378,440
"4530246",426,987
"4530247",268,328
"4530248",317,1505
"4530249",661,1620
"4530250",793,3119
"4530251",677,1715
"4530252",451,1560
"4530253",871,1403
"4530254",613,1594
"4530256",704,873
"4530258",495,1254
"4530259",560,1517
"4530260",124,587
"4530262",912,2481
"4530263",544,1624
"4530266",195,211
"4530267",304,771
"4530268",170,628
"4530273",462,1887
"4530274",240,1899
"4530275",242,2433
"4530277",1075,4402
"4530301",243,702
"4530302",1045,1530
"4530303",950,1309
"4530304",1135,1909
"4530305",5,5
"4530306",1511,954
"4530307",462,613
"4530308",3037,1735
"4530309",550,1319
"4530310",1181,2581
"4530311",602,3440
"4530312",831,712
"4530313",45,302
"4530314",2024,2002
"4530315",1093,1896
"4530316",1705,1387
"4530317",892,1175
"4530318",236,408
"4530319",1051,729
"4530320",911,595
"4530321",197,362
"4530323",265,1102
"4530324",2497,1966
"4530325",26,61
"4530326",510,1021
"4530327",871,1337
"4530328",780,1919
"4530329",952,2281
"4530330",1116,1078
"4530331",691,1243
"4530332",246,1919
"4530333",775,1285
"4530334",977,1125
"4530335",614,1062
"4530336",599,982
"4530337",1046,1918
"4530338",1543,2213
"4530339",367,957
"4530340",496,2145
"4530341",89,177
"4530342",545,3100
"4530343",527,1123
"4530344",269,1050
"4530345",0,0
"4530346",2500,1294
"4530347",829,1161
"4530349",1156,2488
"4530350",702,2259
"4530351",268,894
"4530352",485,1964
"4530354",1187,2083
"4530356",297,1106
"4530357",197,273
"4530358",730,2574
"4530359",1825,1857
"4530360",868,2143
"4530361",408,540
"4530362",617,1533
"4530363",430,743
"4530364",1149,1579
"4530365",722,1035
"4530366",1167,2357
"4530367",1714,2904
"4530368",188,115
"4530369",1843,1307
"4530370",581,403
"4530371",1259,730
"4530372",716,532
"4530373",2494,1221
"4530374",2239,2097
"4530375",388,279
"4530401",389,1135
"4530402",402,1442
"4530403",276,487
"4530404",449,2092
"4530405",113,460
"4530406",882,1339
"4530407",242,1395
"4530408",556,1786
"4530409",177,1329
"4530410",305,1884
"4530411",285,1132
"4530412",14,66
"4530413",166,907
"4530414",640,1964
"4530415",172,692
"4530416",71,258
"4530417",258,1124
"4530418",4,1
"4530419",101,251
"4530420",193,1682
"4530421",272,1743
"4530422",173,1454
"4530423",215,1764
"4530424",228,1587
"4530425",90,385
"4530426",158,1724
"4530427",138,1491
"4530428",338,810
"4530429",552,4663
"4530430",87,879
"4530431",340,3395
"4530432",0,1
"4530433",211,1941
"4530434",0,1
"4530435",877,3052
"4530436",12,221
"4530437",201,1541
"4530438",105,860
"4530439",206,2250
"4530440",131,741
"4530441",352,2282
"4530442",119,909
"4530443",256,1643
"4530444",6,108
"4530446",99,649
"4530447",399,2159
"4530448",230,1296
"4530450",367,2083
"4530451",342,1783
"4530452",147,998
"4530454",296,1129
"4530458",509,2068
"4530460",354,2023
"4530461",481,3089
"4530463",421,1929
"4550001",272,61
"4550002",324,48
"4550003",187,43
"4550004",122,21
"4550005",92,26
"4550006",112,16
"4550007",127,15
"4550008",208,29
"4550009",299,43
"4550010",135,28
"4550011",682,161
"4550012",51,12
"4550014",262,51
"4550015",54,6
"4550016",176,57
"4550017",260,164
"4550018",40,43
"4550019",538,114
"4550020",27,12
"4550021",140,27
"4570001",317,73
"4570002",254,186
"4570003",586,205
"4570004",540,92
"4570005",63,40
"4570006",240,28
"4570007",325,29
"4570008",105,16
"4570009",210,27
"4570010",619,86
"4570011",57,2
"4570013",253,50
"4570014",743,100
"4570015",424,63
"4570016",255,33
"4570017",148,80
"4570018",588,117
"4590001",813,168
"4590002",1324,123
"4590003",732,116
"4590004",471,112
"4590005",325,111
"4590006",648,109
"4590007",951,228
"4590008",393,101
"4590009",794,179
"4590010",1108,134
"4590011",277,74
"4590012",494,59
"4590013",354,123
"4590014",228,54
"4590015",906,97
"4590016",604,168
"4590017",836,301
"4590018",188,88
"4590019",4,1
"4590020",64,9
"4590021",0,0
"4610001",190,27
"4610002",101,14
"4610003",131,42
"4610004",234,56
"4610005",47,5
"4610006",96,22
"4630001",397,410
"4630002",436,260
"4630003",397,42
"4630004",290,53
"4630005",641,235
"4630006",133,27
"4630007",280,80
"4630008",305,483
"4630009",76,454
"4630010",45,169
"4630011",173,69
"4630012",607,477
"4630013",327,724
"4630014",64,17
"4650010A",6,9
"4650010B",302,519
"4650011",182,485
"4650012",28,92
"4650013",258,134
"4650020",99,16
"4650021",186,412
"4650022",291,492
"4650023",108,43
"4650024",188,314
"4650030",310,324
"4650031",1460,1040
"4650032",131,36
"4650033",699,235
"4650040",642,1285
"4650041A",31,55
"4650041B",202,350
"4650042",17,1
"4650043",32,6
"467001A",729,102
"467001B",1164,214
"467001C",707,83
"467001D",516,105
"467001E",292,96
"467002A",1478,191
"467002B",725,87
"467002C",1031,118
"467002D",844,125
"467003A",466,80
"467003B",541,185
"467003C",1183,270
"467003D",1282,160
"467004A",626,100
"467004B",807,115
"467004C",750,129
"467004D",1449,267
"467004E",565,75
"4690001",73,120
"4690002",274,217
"4690003",385,221
"4690004",169,283
"4690005",453,484
"4690006",39,57
"4690007",227,504
"4690008",403,353
"4690009",284,177
"4690010",592,285
"4690011",201,52
"4690012",129,134
"4690013",228,225
"4690014",524,174
"4690015",62,16
"4690016",207,38
"4690017",158,92
"4690018",1623,381
"4690019",807,498
"4690020",683,130
"4690021",1790,482
"4690022",949,110
"4690023",799,136
"4690024",818,105
"4690025",1351,609
"4690026",463,141
"4690027",895,62
"4690028",249,37
"4690029",1212,393
"4690030",181,86
"4690031",183,132
"4690032",193,269
"4690033",2066,591
"4690034",89,234
"4690035",43,100
"4710101",87,158
"4710102",1065,894
"4710103",690,259
"4710104",945,194
"4710201",588,554
"4710203",310,62
"4710204",998,421
"4710205",1451,396
"4710206",299,242
"4710301",428,759
"4710302",211,75
"4710303",254,84
"4710304",1530,394
"4710401",487,811
"4710403",634,210
"4710404",1599,385
"4730101",701,270
"4730102",428,371
"4730103",348,280
"4730104",228,120
"4730105",394,78
"4730206",1311,244
"4730207",1583,239
"4730208",523,231
"4730309",29,1673
"4730310",145,759
"4730311",306,139
"4730312",816,161
"4730313",195,93
"4730414",90,112
"4730415",626,204
"4730416",309,315
"4730417",175,357
"4730418",1243,322
"4730419",124,30
"4730420A",678,200
"4730420B",0,0
"4750002",713,179
"475001E",242,258
"475001W",43,75
"475003N",503,99
"475003S",132,15
"475004E",260,132
"475004M",90,23
"475004W",47,11
"4770101",455,241
"4770104",214,593
"4770109",524,108
"4770115",404,112
"4770117",4,17
"4770121",26,15
"4770202",72,45
"4770203",855,218
"4770205",1136,326
"4770208",828,103
"4770307",628,191
"4770311",572,111
"4770312",629,100
"4770316",99,30
"4770320",1058,139
"4770406",651,241
"4770410",613,111
"4770413",467,82
"4770414",461,64
"4770418",220,105
"4770419",224,91
"4790122",82,156
"4790124",164,675
"4790125",78,264
"4790128",40,174
"4790129",169,791
"4790130",234,1301
"4790132",233,1026
"4790133",236,1084
"4790134",159,617
"4790135",115,464
"4790136",52,160
"4790154",57,279
"4790164",66,299
"4790169",59,279
"4790215",117,420
"4790218",184,580
"4790219",183,450
"4790220",98,360
"4790221",175,380
"4790226",75,327
"4790227",373,1240
"4790231",360,1190
"4790237",98,226
"4790239",622,1477
"4790252A",230,874
"4790252B",2,9
"4790252C",11,44
"4790255",278,657
"4790266",127,445
"4790267",163,484
"4790268",13,80
"4790308",142,261
"4790309",321,1011
"4790310",42,144
"4790311",113,502
"4790312",65,328
"4790338",10,72
"4790340",474,615
"4790341",351,438
"4790342",279,672
"4790343",385,880
"4790344",1021,1591
"4790345",318,686
"4790349",459,722
"4790350",12,5
"4790351",38,152
"4790356",741,1317
"4790359",491,1263
"4790360",78,204
"4790361",154,392
"4790362",34,115
"4790363",60,257
"4790401",97,405
"4790402",85,411
"4790403",67,308
"4790404",98,430
"4790405",93,426
"4790406",45,248
"4790407",33,109
"4790413",151,544
"4790414",50,230
"4790416",61,250
"4790417",51,160
"4790423",64,294
"4790446",305,1022
"4790447",358,725
"4790448",47,99
"4790453",28,123
"4790457",18,14
"4790458",289,908
"4790465",57,237
"4810101A",327,196
"4810101B",415,255
"4810102",1094,344
"4810103",757,223
"4810201",1366,193
"4810202",127,308
"4810203",547,893
"4810301",1244,186
"4810302",871,262
"4810303",1010,141
"4810401",554,455
"4810402",464,171
"4810403",204,121
"4830001",141,5
"4830002",276,16
"4830003",269,27
"4830004",90,12
"4830005",59,2
"4830006",62,7
"4830007",81,5
"4830008",232,21
"4830009",386,37
"4830010",57,1
"4850101",142,34
"4850102",430,121
"4850103",1851,663
"4850104",597,194
"4850105",1163,487
"4850106",424,73
"4850107",21,4
"4850108",1498,436
"4850109",1539,517
"4850110",199,126
"4850111",179,172
"4850112",6,4
"4850113",201,94
"4850114A",6,1
"4850114B",11,2
"4850115",1,2
"4850116",17,2
"4850117",26,2
"4850201",383,130
"4850202",1055,558
"4850203",335,268
"4850204",97,16
"4850205",1657,350
"4850206",1086,267
"4850207",167,130
"4850208",59,18
"4850209",0,0
"4850210",0,0
"4850211",49,40
"4850301",2,2
"4850302",326,305
"4850303",202,445
"4850304",40,50
"4850305",101,73
"4850306",92,312
"4850307",93,37
"4850308",105,136
"4850309",1772,249
"4850310",694,94
"4850311",140,416
"4850312",1,1
"4850313",0,5
"4850314",5,1
"4850315",56,20
"4850316",12,7
"4850317",41,10
"4850318",172,48
"4850319",22,6
"4850401",1033,321
"4850402",296,102
"4850403",798,332
"4850404",1285,362
"4850405",516,338
"4850406",1085,414
"4850407",455,293
"4850408",7,1
"4850409",12,2
"4850410",122,28
"4850411",255,129
"4850412",355,42
"4850413",397,79
"4850414",248,40
"4870001A",446,102
"4870001B",48,7
"4870009",384,116
"4870019",476,264
"4870020",318,132
"4870021",935,141
"4890001",142,374
"4890002A",4,14
"4890002B",184,413
"4890003",148,213
"4890004",178,378
"4890005",82,205
"4890006",77,121
"4890007",147,286
"4890008",77,212
"4890009",116,213
"4890010",162,33
"4890011",106,123
"4890012",16,23
"4910119",1065,1122
"4910122",936,922
"4910135",552,1206
"4910138",1304,1282
"4910140",623,686
"4910145",519,1017
"4910146",895,2166
"4910147",622,1491
"4910149",477,824
"4910150",471,871
"4910151",520,1120
"4910152",424,1053
"4910160",1189,1528
"4910162",513,1162
"4910172",759,744
"4910182",1577,1174
"4910185",362,726
"4910186",655,1100
"4910189",721,1205
"4910190",1717,1561
"4910197",780,1016
"4910198",1191,1480
"4910201",1604,2052
"4910202",662,471
"4910204",1465,1626
"4910206",1502,480
"4910207",2246,729
"4910216",778,809
"4910218",757,1195
"4910253",1515,1132
"4910254",1106,1032
"4910259",1393,1211
"4910263",1391,1253
"4910264",1571,1196
"4910266",1163,1435
"4910267",1716,1046
"4910273",815,1050
"4910274",1011,2276
"4910275",539,1132
"4910277A",1414,1297
"4910277B",41,37
"4910278",1739,1899
"4910283",1378,1477
"4910287",1526,1495
"4910305",1612,571
"4910309",673,229
"4910310",721,250
"4910311",834,338
"4910312",1651,780
"4910314",836,1078
"4910330",1220,1256
"4910331",1332,1061
"4910332",1531,1092
"4910333A",1227,1138
"4910333B",8,7
"4910337",1489,1481
"4910339",673,973
"4910341",838,442
"4910342",187,319
"4910343",1697,1089
"4910344",1976,805
"4910345",1299,490
"4910368",1025,1161
"4910369",1580,1317
"4910370",1692,1103
"4910371",1088,532
"4910379",2301,912
"4910381",1818,921
"4910392",2515,1122
"4910393",1340,529
"4910394",2265,1084
"4910395",1663,593
"4910396",2212,1086
"4910402",1370,1730
"4910403",687,772
"4910413",225,126
"4910415",732,323
"4910420",1842,1977
"4910423",811,1176
"4910424",1547,1070
"4910425",228,124
"4910426",668,534
"4910427",854,629
"4910428",1019,676
"4910429",285,516
"4910434",1456,408
"4910436",359,125
"4910455",452,935
"4910456",351,474
"4910463",1066,1958
