CNTYVTD,PatrickR_18G_Lt. Governor,CollierD_18G_Lt. Governor,McKennonL_18G_Lt. Governor
"1572151",506,968,26
"1572157",804,1043,30
"1573004",1556,946,55
"1573005",1688,527,47
"1573006",2999,1461,93
"1573009",1421,678,41
"1573014",1991,971,53
"1573019",466,145,11
"1573032",433,971,24
"1573038",1762,1347,61
"1573041",874,358,27
"1573053",0,0,0
"1573057",1606,1072,38
"1573063",1505,503,49
"1573069",144,140,7
"1573083",756,1624,49
"1573095",821,841,32
"1573098",487,824,24
"1573104",1993,910,64
"1573113",436,2222,33
"1573122",1638,843,64
"1573130",1532,1100,58
"1573132",1550,1238,58
"1573133",1506,788,55
"1573142",1356,1031,54
"1573143A",632,503,13
"1573143B",7,5,0
"1573143C",61,48,1
"1573143D",74,59,1
"1573143E",208,165,5
"1573143F",260,207,5
"1573143G",304,242,7
"1573143H",305,243,7
"1573143I",121,96,3
"1573144",1623,1018,37
"1573145",792,652,18
"1573146",1811,1596,71
"1573148",2923,1560,86
"1573149",2515,636,47
"1573150",984,2383,50
"1573156",1153,421,28
"1573159",807,721,31
"1573160",417,428,12
"1574011",570,444,16
"1574020",1280,643,43
"1574026",961,951,23
"1574027",0,0,0
"1574028",716,789,28
"1574029",836,415,27
"1574030",1000,818,31
"1574035",476,549,17
"1574039",184,360,8
"1574042",467,208,9
"1574044",955,1322,41
"1574045",474,588,19
"1574046",903,1012,40
"1574047",235,285,7
"1574049",672,1375,31
"1574062",987,1303,31
"1574064",350,290,11
"1574065",1321,1646,55
"1574071",102,156,7
"1574079",137,123,6
"1574080",354,431,12
"1574082",2066,1473,69
"1574084",505,483,17
"1574086",382,861,21
"1574102",549,895,17
"1574105",526,565,14
"1574107",839,528,17
"1574110",736,766,25
"1574111",425,384,14
"1574117",1020,1708,60
"1574119",1296,812,26
"1574121",159,247,10
"1574124",810,1452,22
"1574125",767,1450,37
"1574126",755,1220,34
"1574127",739,1016,31
"1574129",1699,2032,50
"1574131",636,528,27
"1574135",1617,2361,59
"1574140",1100,880,39
"1574147",674,1646,35
"1574155",357,964,9
"1574158",366,937,12
"1590101",483,140,11
"1590102",252,45,3
"1590201",300,57,6
"1590202",371,135,10
"1590301",382,83,15
"1590302",329,82,5
"1590401",615,113,12
"1590402",384,84,8
"1610001",1282,307,21
"1610002",524,246,11
"1610003",81,6,1
"1610004",217,35,4
"1610005",781,335,29
"1610006",275,42,4
"1610007",287,86,8
"1610008",273,62,4
"1610009",225,74,3
"1610010",191,20,8
"1610011",197,164,6
"1610012",59,26,0
"1610013",161,33,4
"1610014",201,58,1
"1610015",138,21,1
"1630001",214,292,14
"1630002",92,221,4
"1630003",52,233,6
"1630004A",321,252,13
"1630004B",2,2,0
"1630005",209,73,2
"1630006",177,81,4
"1630008",129,246,6
"1630009",178,272,13
"1630010",261,175,4
"1650002",724,126,15
"1650003",1030,182,28
"1650004",429,101,13
"1650005",115,20,3
"1650006",77,27,1
"1650007",94,75,3
"1650008",348,94,5
"1650009",269,32,3
"1670103",556,157,12
"1670104",420,107,10
"1670105",83,80,15
"1670142",660,574,22
"1670144",835,404,30
"1670146",888,631,38
"1670148",1092,709,38
"1670150",778,478,23
"1670151",1214,389,28
"1670152",1934,930,74
"1670159",1224,736,45
"1670165",1821,827,63
"1670166",1102,563,38
"1670167",2202,971,51
"1670168",0,0,0
"1670169",1,0,0
"1670170",1183,529,44
"1670172",220,65,4
"1670192",207,108,5
"1670193",965,481,43
"1670197",273,125,11
"1670218",868,989,48
"1670219",624,597,26
"1670220",1784,1160,62
"1670221",972,372,23
"1670223",767,856,49
"1670224",910,904,37
"1670225",1434,401,21
"1670226",876,407,25
"1670227",1346,334,27
"1670228",1573,313,29
"1670232",523,514,18
"1670258",1040,193,17
"1670263",2705,1272,112
"1670274",415,136,13
"1670275",184,76,13
"1670276",708,566,29
"1670277",1125,222,14
"1670278",1236,277,20
"1670279",559,110,16
"1670280",142,115,4
"1670281",82,30,2
"1670283",1110,706,37
"1670301",254,406,13
"1670306",999,1591,91
"1670309",37,24,4
"1670311",85,389,7
"1670312",6,32,1
"1670314",473,1439,59
"1670315",637,1272,47
"1670316A",324,736,38
"1670316B",0,0,0
"1670330",416,813,16
"1670331",244,939,22
"1670334",102,495,6
"1670336",243,1847,17
"1670338",635,1119,25
"1670340",33,256,2
"1670341",265,278,12
"1670343",320,481,17
"1670345",43,292,7
"1670347",145,400,9
"1670389",93,203,2
"1670391",27,24,1
"1670394",7,15,0
"1670398",104,141,2
"1670399",54,73,3
"1670401",0,0,0
"1670439",1263,613,41
"1670453",1802,929,66
"1670454",1495,900,72
"1670455",662,386,18
"1670456",1668,564,45
"1670457",2005,677,75
"1670460",2432,813,70
"1670461",1718,571,52
"1670462",2214,751,69
"1670464",1172,535,60
"1670471",795,548,32
"1670482",97,10,2
"1670487",2250,1125,84
"1670488",1479,754,57
"1670490",1812,896,70
"1671051",154,178,14
"1671651",0,0,0
"1672321",0,0,0
"1672322",0,0,0
"1672323",232,35,6
"1672801",0,0,0
"1673061",0,1,0
"1673301",0,0,0
"1673311",78,107,1
"1674391",12,2,0
"1690001",246,54,2
"1690002",328,68,1
"1690003",193,43,3
"1690004",116,51,5
"1690005",51,20,2
"1690006",59,22,3
"1710001",1058,319,21
"1710002",601,176,19
"1710003",571,174,18
"1710004",1314,391,28
"1710005",1064,239,22
"1710006",411,96,10
"1710007",1349,346,39
"1710008",200,49,4
"1710009",119,27,0
"1710010",452,133,12
"1710012",1095,302,32
"1710013",923,236,24
"1710015",481,137,12
"1730001",144,17,3
"1730002",95,23,0
"1730003",105,10,2
"1730004",115,25,4
"1750011",259,205,7
"1750012",219,37,1
"1750021",268,213,11
"1750022",78,47,1
"1750031",320,108,14
"1750032",342,61,10
"1750041",177,33,8
"1750042",328,48,5
"1750043",196,27,3
"1770001",984,303,27
"1770002",508,240,14
"1770003",518,169,9
"1770005",278,75,8
"1770007",214,40,3
"1770008",162,33,1
"1770009",296,220,6
"1770010",216,49,7
"1770011",133,16,0
"1770012",77,22,1
"1770013",159,31,3
"1770014",49,11,4
"1770015",179,25,1
"17704/6",367,130,3
"1790001",156,44,3
"1790002",1020,150,27
"1790003",74,9,1
"1790004",359,53,2
"1790005",1316,212,39
"1790006",1318,237,27
"1790007",699,141,24
"1810101",871,786,49
"1810102",346,737,36
"1810103",252,51,11
"1810104",467,104,12
"1810105",2422,640,74
"1810106",1122,281,38
"1810107",896,174,28
"1810108A",689,150,7
"1810108B",77,17,1
"1810201",1063,543,42
"1810202",1106,476,28
"1810203",228,206,7
"1810204",448,138,17
"1810205A",1706,433,34
"1810205B",0,0,0
"1810206",594,201,10
"1810207",475,98,8
"1810208",563,211,31
"1810209",540,127,12
"1810210",909,196,15
"1810301",541,307,14
"1810302",1800,947,71
"1810303",445,94,5
"1810304",1020,563,40
"1810305",650,158,15
"1810306",1745,377,42
"1810307",903,173,26
"1810308",544,86,11
"1810309",331,88,5
"1810401",341,366,11
"1810402",870,402,23
"1810403",1358,324,26
"1810404",1577,418,46
"1810405",155,88,5
"1810406",1314,230,24
"1810407",37,35,2
"1810408A",568,200,22
"1810408B",40,14,0
"1810409",1779,698,62
"1830001",654,283,29
"1830002",1479,618,36
"1830003",1346,559,25
"1830004",1537,495,45
"1830005",1560,455,38
"1830006",1060,277,39
"1830007",1268,372,36
"1830008",1665,636,46
"1830009",1659,710,50
"1830010",1170,658,43
"1830011",1670,589,33
"1830012",1918,454,61
"1830013",988,366,22
"1830014",1867,386,35
"1830015",367,208,18
"1830016",1646,397,38
"1830017",158,190,4
"1830018",813,993,19
"1830019",223,1282,18
"1830020",256,882,12
"1830021",321,761,24
"1850001",927,216,19
"1850002",390,71,8
"1850003",151,430,11
"1850004",608,145,5
"1850005",581,218,14
"1850006",566,382,24
"1850007",468,109,8
"1850008",228,59,3
"1850009",180,46,2
"1850010",739,123,20
"1850011",131,24,4
"1850012",370,133,12
"1850014",687,182,29
"1850015",233,56,4
"1870101",256,95,13
"1870102A",398,173,11
"1870102B",6,3,0
"1870103",328,120,6
"1870104",292,198,17
"1870105",1158,309,31
"1870106",1292,561,36
"1870107",559,130,14
"1870108",270,153,6
"1870109",253,54,3
"1870110",85,59,5
"1870111",32,28,1
"1870112",74,134,5
"1870113",387,175,15
"1870114",287,149,10
"1870115",140,30,4
"1870116",978,313,35
"1870117",1740,713,63
"1870118",22,21,0
"1870119",816,253,21
"1870120",541,152,20
"1870121",59,28,2
"1870122",16,10,1
"1870123",0,1,0
"1870124",1,1,0
"1870125",91,17,0
"1870126",12,2,0
"1870127",9,4,2
"1870201",118,85,5
"1870202",133,301,12
"1870203",47,121,3
"1870204",262,344,12
"1870205",461,175,21
"1870206",354,573,28
"1870207",149,234,12
"1870208",1420,410,40
"1870209",89,216,6
"1870210",251,208,16
"1870211",41,36,3
"1870212",36,46,2
"1870213",830,360,33
"1870214",269,86,11
"1870215",372,152,12
"1870216",28,7,2
"1870217",28,36,0
"1870218",15,21,1
"1870219",27,22,1
"1870220",19,23,0
"1870221",10,6,0
"1870222",0,0,0
"1870223",76,75,6
"1870224",10,50,0
"1870225",2,8,0
"1870226",99,55,3
"1870301",1022,667,33
"1870302",1254,977,66
"1870303",527,259,17
"1870304",1403,854,58
"1870305",1341,993,46
"1870306",1453,891,50
"1870307",1434,1021,63
"1870308",823,407,39
"1870401",656,185,25
"1870402",531,342,29
"1870403",772,491,40
"1870404",946,659,43
"1870405",888,195,22
"1870406",994,192,21
"1870407",868,191,16
"1870408",1555,720,51
"1870409",1254,1309,53
"1870410",55,24,2
"1870411",1167,757,51
"1890101",126,39,7
"1890102",34,14,2
"1890103",70,80,5
"1890104",115,94,7
"1890105",50,28,4
"1890110",182,31,3
"1890111",218,74,9
"1890112",294,51,5
"1890202",34,55,0
"1890203",59,76,4
"1890204",134,117,7
"1890205",15,30,0
"1890206",9,13,0
"1890213",83,30,3
"1890214",277,158,24
"1890215",113,47,3
"1890304",318,126,11
"1890305",482,131,9
"1890306",13,19,0
"1890307",104,54,3
"1890308",21,8,0
"1890316",318,200,15
"1890317",60,21,2
"1890318",382,157,19
"1890406",148,107,4
"1890407",540,162,19
"1890408",282,89,7
"1890409",236,106,7
"1890419",100,12,1
"1890420",192,34,4
"1910101",133,48,1
"1910201",36,10,1
"1910202",171,45,2
"1910301",54,14,0
"1910302",129,28,0
"1910401",136,27,5
"1910402",84,23,0
"1930001",434,94,8
"1930004",54,12,1
"1930005",75,21,2
"1930007",616,192,17
"1930009",111,20,2
"1930012",121,12,1
"1930014",105,18,0
"1930015",98,7,1
"1930017",84,14,0
"1930022",521,143,10
"1930023",433,87,13
"1950001",314,51,11
"1950002",23,7,0
"1950003",120,33,5
"1950004",269,59,5
"1950005",251,36,1
"1950006",321,49,8
"1950007",30,0,0
"1950009",50,13,3
"1970001",248,61,4
"1970002",197,53,5
"1970003",202,47,4
"1970004",242,68,3
"1990001",555,238,12
"1990002",2052,315,33
"1990003",281,19,5
"1990004",393,33,2
"1990005",277,24,5
"1990006",2070,276,38
"1990007",397,30,4
"1990008",390,41,2
"1990009",996,272,25
"1990010",910,471,13
"1990011",409,65,7
"1990012",448,73,3
"1990013",1151,99,19
"1990014",676,88,5
"1990015",870,137,13
"1990016",1048,111,14
"1990017",584,51,7
"1990018",2858,386,61
"1990019",506,71,6
"2010001A",522,1369,71
"2010001B",0,0,0
"2010002",338,804,38
"2010003",338,799,36
"2010004",359,941,30
"2010005",302,780,36
"2010006",938,1123,46
"2010007",23,381,2
"2010008",433,637,22
"2010009",193,798,36
"2010010",167,652,13
"2010011",155,633,12
"2010012",112,143,2
"2010013",856,472,23
"2010014",540,752,29
"2010015",979,1228,41
"2010016",391,770,29
"2010017",250,428,15
"2010018",400,627,17
"2010019",219,706,32
"2010020",291,983,40
"2010021",118,559,21
"2010022",174,963,19
"2010023",29,160,3
"2010024",57,356,12
"2010025",24,303,2
"2010026",211,891,23
"2010027",334,1461,44
"2010028",909,795,33
"2010029",295,649,16
"2010030",478,1415,39
"2010031",45,931,11
"2010032",520,1340,64
"2010033",653,1918,73
"2010034",336,1730,58
"2010035",1,2,0
"2010036",304,958,14
"2010037",492,1393,43
"2010038",553,1653,44
"2010039",445,1816,36
"2010040",137,249,6
"2010041",322,491,15
"2010042",17,381,5
"2010043",394,649,13
"2010044",182,741,25
"2010045",521,2377,30
"2010046",214,858,16
"2010047",40,531,3
"2010048",53,345,3
"2010049",1350,835,48
"2010050",1010,1296,44
"2010051",664,273,16
"2010052",596,1127,50
"2010053",703,1470,74
"2010054",451,752,34
"2010055",579,1231,52
"2010056",492,434,26
"2010057",748,1671,72
"2010058",790,1457,73
"2010059",656,1325,41
"2010060",385,1649,44
"2010061",204,578,10
"2010062",214,726,12
"2010063",756,209,15
"2010064",171,730,15
"2010065",174,696,16
"2010066",81,364,7
"2010067",231,997,22
"2010068",61,1314,21
"2010069",89,432,10
"2010070",1307,1432,59
"2010071",1480,2226,115
"2010072",275,749,12
"2010073",472,633,20
"2010074",1767,724,40
"2010075",469,843,39
"2010076",564,660,18
"2010077",2,4,0
"2010078",210,552,12
"2010079",253,911,17
"2010080",311,990,11
"2010081",261,635,11
"2010082",1311,675,47
"2010083A",681,1322,28
"2010083B",12,24,1
"2010084",478,211,9
"2010085",41,857,13
"2010086",893,1610,83
"2010087",994,1054,51
"2010088",283,151,3
"2010089",347,471,23
"2010090",1687,771,59
"2010091",484,426,29
"2010092",932,655,45
"2010093",407,925,18
"2010094",42,182,5
"2010095",1063,766,44
"2010096",148,842,10
"2010097",1863,737,43
"2010098",1400,324,28
"2010099",316,464,13
"2010100",270,320,11
"2010101",63,200,3
"2010102",158,474,5
"2010103",1194,1581,44
"2010104",41,897,5
"2010105",235,719,10
"2010106",39,45,1
"2010107",116,676,7
"2010108",723,787,20
"2010109",46,1096,12
"2010110",1010,899,26
"2010111",2082,1229,67
"2010112",1051,715,44
"2010113",711,787,26
"2010114",1749,781,43
"2010115",62,360,8
"2010116",1478,818,36
"2010117",266,553,17
"2010118",975,1208,39
"2010119",2112,795,65
"2010120",1172,1085,54
"2010121",298,194,8
"2010122",49,781,10
"2010123",175,786,25
"2010124",3188,1215,97
"2010125",641,666,31
"2010126",1844,416,32
"2010127",650,276,18
"2010128",770,864,39
"2010129",1617,1640,69
"2010130",1006,564,21
"2010131",196,867,10
"2010132",48,1052,3
"2010133",882,1127,46
"2010134",305,530,15
"2010135",1150,1029,45
"2010136",72,1098,22
"2010137",763,473,23
"2010138",40,638,0
"2010139",877,1643,58
"2010140",254,1681,37
"2010141",147,143,1
"2010142",88,303,3
"2010143A",0,0,0
"2010143B",284,224,6
"2010143C",1092,861,24
"2010144",16,432,4
"2010145",30,612,2
"2010146",462,927,31
"2010147",197,1268,18
"2010148",533,1324,44
"2010149",1934,1973,71
"2010150",21,582,4
"2010151",15,268,3
"2010152",229,864,14
"2010153",172,555,13
"2010154",220,836,9
"2010155",1537,1095,34
"2010156",104,1504,20
"2010157",64,889,5
"2010158",40,1132,12
"2010159",74,436,12
"2010160",9,253,4
"2010161",25,446,5
"2010162",142,362,10
"2010163",402,851,19
"2010164",20,507,6
"2010165",778,688,36
"2010166",238,563,30
"2010167",1,3,0
"2010168",9,187,2
"2010169",41,952,6
"2010170",357,416,12
"2010171",42,595,6
"2010172",84,244,4
"2010173",1922,830,44
"2010174",1316,922,57
"2010175",752,1066,32
"2010176",364,528,7
"2010177",493,708,34
"2010178",743,621,39
"2010179",422,611,29
"2010180",77,1067,11
"2010181",230,763,13
"2010182",1161,1571,55
"2010183",910,925,37
"2010184",107,323,6
"2010185",271,702,13
"2010186",47,298,2
"2010187",25,79,2
"2010188",194,440,8
"2010189",497,585,23
"2010190",227,510,13
"2010191",138,288,7
"2010192",60,767,9
"2010193",21,476,8
"2010194",312,1233,37
"2010195",70,749,10
"2010196",19,126,5
"2010197",51,1056,10
"2010198",10,178,2
"2010199",1697,625,44
"2010200",1012,1662,60
"2010201",11,251,2
"2010202",24,515,5
"2010203",69,291,5
"2010204",1085,1319,62
"2010205",34,779,3
"2010206",468,1326,43
"2010207",212,556,18
"2010208",281,738,6
"2010209",0,0,0
"2010210",217,1463,38
"2010211",428,898,20
"2010212",113,370,7
"2010213",1701,751,37
"2010214",630,683,24
"2010215",771,905,33
"2010216",67,787,12
"2010217",1047,997,49
"2010218",324,1125,34
"2010219",100,1300,16
"2010220",534,306,17
"2010221",442,937,14
"2010222",717,1367,27
"2010223",351,1653,45
"2010224",568,1075,29
"2010225",620,1108,34
"2010226",234,911,8
"2010227",785,530,23
"2010228",42,709,9
"2010229",92,239,6
"2010230",26,378,6
"2010231",222,810,21
"2010232",581,737,21
"2010233",1171,2232,72
"2010234",1881,1106,37
"2010235",35,535,5
"2010236",42,724,8
"2010237",31,769,4
"2010238",22,717,7
"2010239",43,746,4
"2010240",47,1011,5
"2010241",275,635,8
"2010242",291,381,13
"2010243",6,246,2
"2010244",763,957,14
"2010245",1415,1026,43
"2010246",1370,1065,45
"2010247",22,614,6
"2010248",141,498,10
"2010249",767,455,19
"2010250",18,339,5
"2010251",101,886,9
"2010252",42,936,9
"2010253",29,778,6
"2010254",121,475,8
"2010255",565,1031,36
"2010256",538,1217,34
"2010257",304,1007,17
"2010258",1400,872,50
"2010259",51,1140,11
"2010260",339,425,10
"2010261",157,425,5
"2010262",1106,1124,48
"2010263",1686,895,31
"2010264",713,852,35
"2010265",1491,864,49
"2010266",332,602,11
"2010267",210,374,8
"2010268",796,916,22
"2010269",1012,568,21
"2010270",1078,1208,35
"2010271",50,1283,8
"2010272",312,773,25
"2010273",1208,543,20
"2010274",795,672,29
"2010275",127,589,13
"2010276",29,1019,14
"2010277",263,500,5
"2010278",549,776,14
"2010279",507,405,17
"2010280",179,497,13
"2010281",592,961,24
"2010282",617,667,25
"2010283A",390,2365,46
"2010283B",3,24,0
"2010284",584,1164,27
"2010285",120,1189,6
"2010286",176,1772,21
"2010287",496,718,27
"2010288",34,966,10
"2010289",254,488,11
"2010290",614,255,19
"2010291",275,440,10
"2010292",81,554,12
"2010293",415,740,26
"2010294",23,817,6
"2010295",16,292,2
"2010296",451,504,14
"2010297",290,576,15
"2010298",563,714,31
"2010299",175,449,16
"2010300",2533,1169,82
"2010301",350,593,17
"2010302",700,722,10
"2010303",1654,759,37
"2010304",712,795,33
"2010305",704,1814,32
"2010306",807,507,25
"2010307",1209,781,57
"2010308",158,498,15
"2010309",1673,919,50
"2010310",546,358,18
"2010311",600,717,18
"2010312",929,1076,29
"2010313",13,14,0
"2010314",1736,1618,69
"2010315",542,528,18
"2010316",453,559,20
"2010317",146,458,6
"2010318",143,1793,23
"2010319",81,973,10
"2010320",239,450,5
"2010321",274,754,11
"2010322",136,319,9
"2010323",321,584,19
"2010324",987,859,43
"2010325",193,683,21
"2010326",130,216,0
"2010327",41,687,3
"2010328",176,395,5
"2010329",238,532,10
"2010330",493,695,28
"2010331",832,718,20
"2010332",181,1591,14
"2010333",1330,686,62
"2010334",59,247,6
"2010335",151,514,13
"2010336",316,2686,43
"2010337",60,388,2
"2010338",590,1305,17
"2010339",190,725,12
"2010340",1635,768,48
"2010341",131,419,6
"2010342",82,348,2
"2010343",209,835,23
"2010344",35,432,6
"2010345",133,633,23
"2010346",0,0,0
"2010347",989,821,25
"2010348",622,362,10
"2010349",383,299,17
"2010350",524,1341,44
"2010351",2234,876,49
"2010352",1457,725,28
"2010353",362,1649,26
"2010354",435,1283,16
"2010355",90,832,14
"2010356",894,972,46
"2010357",1513,707,45
"2010358",116,782,10
"2010359",120,865,6
"2010360",855,1541,41
"2010361",102,1189,19
"2010362",1942,1116,61
"2010363",768,1405,18
"2010364",638,847,25
"2010365",101,772,9
"2010366",269,1025,15
"2010367",122,455,11
"2010368",130,331,6
"2010369",47,101,5
"2010370",1886,1009,44
"2010371",7,208,2
"2010372",59,549,4
"2010373",4,55,1
"2010374",82,206,7
"2010375",350,641,11
"2010376",370,580,10
"2010377",1224,498,32
"2010378",546,365,20
"2010379",127,895,12
"2010380",1409,1728,60
"2010381",538,958,19
"2010382",309,217,12
"2010383",307,710,12
"2010384",330,1027,9
"2010385",1033,492,25
"2010386",1211,579,27
"2010387",1370,674,26
"2010388",1444,1824,51
"2010389",79,681,21
"2010390",108,807,12
"2010391",636,568,17
"2010392",21,628,4
"2010393",231,335,21
"2010394",105,192,9
"2010395",749,497,39
"2010396",45,979,4
"2010397",105,209,6
"2010398",872,1225,27
"2010399",475,950,23
"2010400",962,660,29
"2010401",67,932,7
"2010402",76,935,9
"2010403",529,694,21
"2010404",536,646,15
"2010405",1040,442,26
"2010406",6,236,2
"2010407",1231,1061,55
"2010408",213,451,8
"2010409",184,467,5
"2010410",76,325,2
"2010411",233,659,6
"2010412",10,163,2
"2010413",629,1135,29
"2010414",1194,497,33
"2010415",922,589,39
"2010416",879,1167,59
"2010417",503,707,20
"2010418",522,1048,23
"2010419",770,646,19
"2010420",2291,624,65
"2010421",553,785,17
"2010422",80,1410,18
"2010423",109,387,1
"2010424",332,403,6
"2010425",76,224,4
"2010426",317,346,9
"2010427",177,338,2
"2010428",639,1515,21
"2010429",302,840,16
"2010430",118,584,5
"2010431",315,1246,32
"2010432",139,408,12
"2010433",37,162,4
"2010434",495,557,37
"2010435",1227,1047,44
"2010436",1216,1314,65
"2010437",811,605,33
"2010438",1436,973,59
"2010439",1378,1012,53
"2010440",1422,657,37
"2010441",705,420,15
"2010442",2092,707,36
"2010443",291,177,10
"2010444",1079,1058,46
"2010445",656,601,29
"2010446",37,77,0
"2010447",1650,1274,58
"2010448",1048,1064,62
"2010449",5,65,1
"2010450",330,948,23
"2010451",1342,511,22
"2010452",1444,947,52
"2010453",266,730,14
"2010454",39,974,14
"2010455",34,585,6
"2010456",806,753,18
"2010457",0,0,0
"2010458",66,959,9
"2010459",1780,736,35
"2010460",396,1437,15
"2010461",1533,1213,51
"2010462",627,1392,23
"2010463",634,1270,34
"2010464",726,615,27
"2010465",758,1164,27
"2010466",1112,1269,28
"2010467",134,484,7
"2010468",435,1391,24
"2010469",1260,482,26
"2010470",462,191,12
"2010471",962,311,21
"2010472",227,530,17
"2010473",716,471,21
"2010474",992,663,35
"2010475",357,548,9
