CNTYVTD,CraddickR_18G_RR Comm 1,McAllenD_18G_RR Comm 1,WrightL_18G_RR Comm 1
"0450003",130,11,2
"0450004",171,18,4
"0450006",31,6,0
"0470001",33,125,3
"0470002",53,210,7
"0470003",84,258,4
"0470004",36,59,3
"0470005",18,26,0
"0470006",56,273,10
"0470007",23,45,1
"0470008",64,200,5
"0470009",49,143,2
"0490101",1191,177,23
"0490105",838,115,21
"0490109",166,8,2
"0490113",899,117,19
"0490202",429,106,12
"0490204",310,129,13
"0490212",435,49,6
"0490214",354,49,8
"0490215",155,8,2
"0490303",495,93,20
"0490306",911,92,20
"0490307",365,39,9
"0490308",307,20,9
"0490316",138,10,2
"0490318",827,94,19
"0490410",1181,128,30
"0490411",416,117,16
"0490417",994,113,16
"0510113",351,52,5
"0510114",648,222,22
"0510203",189,56,13
"0510204",363,54,13
"0510207",168,82,3
"0510211",484,96,11
"0510215",175,44,4
"0510301",600,147,17
"0510305",282,65,6
"0510308",217,56,5
"0510309",385,76,17
"0510406",319,223,14
"0510410",831,196,31
"0530001",771,143,40
"0530002",1156,375,45
"0530003",431,160,26
"0530004",1041,365,70
"0530005",500,185,17
"0530006",277,87,24
"0530007",320,83,19
"0530008",587,122,20
"0530009",1295,317,50
"0530010",661,168,35
"0530011",218,21,8
"0530012",756,208,36
"0530013",396,120,34
"0530014",262,51,24
"0530015",334,91,13
"0530016",244,58,11
"0530017",875,184,39
"0530018",466,175,19
"0530019",1796,484,84
"0530020",1402,540,69
"0550100",115,140,12
"0550101",162,205,23
"0550102",269,114,15
"0550103",626,527,72
"0550104",195,77,16
"0550105",22,34,2
"0550107",0,0,0
"0550108",27,26,2
"0550109",12,2,0
"0550110",36,25,3
"0550111",246,222,28
"0550112",0,0,0
"0550113",0,0,0
"0550114",0,0,0
"0550115",0,0,0
"0550116",0,0,0
"0550117",0,0,0
"0550118",45,34,3
"0550201",296,156,14
"0550202",388,192,20
"0550203",419,150,22
"0550204",548,166,42
"0550205",145,27,4
"0550206",253,172,14
"0550301",251,280,24
"0550302",348,380,24
"0550303",240,182,23
"0550305",151,89,10
"0550306",73,82,6
"0550307",0,0,0
"0550400",24,19,0
"0550401",107,273,19
"0550402",270,527,36
"0550404",326,356,35
"0550405",342,227,27
"0550407",2,4,0
"0550408",2,6,2
"0550409",13,5,0
"0550410",0,0,0
"0550412",50,86,6
"0570001",39,103,6
"0570002",129,193,8
"0570003",9,19,1
"0570004",113,92,9
"0570005",114,31,3
"0570006",217,57,4
"0570007",115,131,10
"0570008",61,114,3
"0570009",9,13,1
"0570010",39,28,4
"0570011",141,51,4
"0570012",537,184,17
"0570013",7,9,2
"0570014",42,32,3
"0570015",47,45,3
"0570016",323,173,19
"0570017",213,120,15
"0570018",130,42,14
"0570019",262,47,9
"0570020",18,11,1
"0570021",56,21,0
"0570022",119,33,4
"0570023",127,44,2
"0570024",618,117,28
"0570025",496,70,15
"0590001",1033,136,41
"0590002",900,106,23
"0590003",965,114,25
"0590004",780,50,21
"0590005",76,6,0
"0590006",352,53,8
"0590007",236,32,8
"0610001",353,408,35
"0610002",164,98,3
"0610003",283,543,40
"0610004",588,760,54
"0610005",43,149,11
"0610006",57,294,27
"0610007",27,106,7
"0610008",32,128,9
"0610009",132,502,37
"0610010",90,391,17
"0610011",131,441,47
"0610012",322,600,40
"0610013",53,151,12
"0610014",200,543,40
"0610015",230,583,39
"0610016",192,224,28
"0610017",311,779,47
"0610018",235,535,38
"0610019",187,393,33
"0610020",294,235,19
"0610021",240,519,37
"0610022",220,549,30
"0610023",39,42,4
"0610024",85,284,15
"0610025",82,179,11
"0610026",571,536,46
"0610027",222,617,40
"0610028",247,297,29
"0610029",665,472,52
"0610030",274,204,21
"0610031",53,76,9
"0610032",476,509,47
"0610033",65,137,7
"0610034",45,45,8
"0610035",311,260,26
"0610036",343,442,30
"0610037",76,340,27
"0610038",148,210,14
"0610039",108,258,23
"0610040",286,534,21
"0610041",361,952,45
"0610042",89,257,18
"0610043",124,253,8
"0610044",871,669,72
"0610045",115,466,31
"0610046",362,895,68
"0610047",76,243,17
"0610048",220,356,27
"0610049",102,156,14
"0610050",756,945,71
"0610051",122,208,12
"0610052",735,401,54
"0610053",168,691,51
"0610054",484,1231,78
"0610055",400,742,56
"0610056",431,399,36
"0610057",151,123,9
"0610058",609,617,48
"0610059",45,133,8
"0610060",84,187,16
"0610061",294,587,44
"0610062",271,772,55
"0610063",176,501,38
"0610064",509,516,35
"0610065",375,584,43
"0610066",785,832,85
"0610067",870,614,69
"0610068",136,487,29
"0610069",226,899,48
"0610070",54,261,10
"0610071",200,820,57
"0610072",373,825,63
"0610073",468,1070,86
"0610074",317,928,75
"0610075",179,721,55
"0610076",168,304,23
"0610077",143,676,43
"0610078",554,633,48
"0610079",589,637,48
"0610080",1152,837,73
"0610081",233,323,18
"0610082",152,490,37
"0610083",227,252,16
"0610084",463,429,44
"0610085",257,234,19
"0610086",119,320,26
"0610087",525,361,19
"0610095",96,214,14
"0610096",89,371,26
"0610097",55,180,9
"0610098",591,1406,106
"0610099",56,75,4
"0610100",588,1361,102
"0610101",106,202,22
"0610102",299,479,26
"0610103",39,73,10
"0610104",21,44,2
"0610105",7,18,0
"0610106",362,625,41
"0610107",51,145,13
"0610108",0,0,0
"0610109",0,0,0
"0631001",655,259,22
"0632002",908,232,26
"0633003",404,368,17
"0634004",723,222,9
"0650101",263,32,7
"0650102",50,1,0
"0650103",201,37,6
"0650201",550,44,18
"0650301",349,40,8
"0650302",171,17,2
"0650401",382,51,15
"0650402",168,3,4
"0670001",1307,333,23
"0670002",174,53,4
"0670004",159,67,6
"0670005",378,86,8
"0670006",253,29,2
"0670007",781,207,14
"0670009",408,149,9
"0670011",245,99,5
"0670012",308,125,6
"0670014",930,169,14
"0670015",294,37,1
"0670016",242,27,2
"0670017",1426,236,21
"0670018",285,14,5
"0670019",227,23,4
"0670021",142,15,2
"067013T",424,301,7
"067020E",116,16,2
"0690101",110,107,2
"0690105",23,5,0
"0690201",119,117,5
"0690206",67,13,0
"0690301",373,80,9
"0690307",75,9,0
"0690401",80,46,5
"0690408",323,20,5
"0710001",279,58,9
"0710002",249,135,8
"0710003",161,92,8
"0710004",1789,213,40
"0710005",1204,163,30
"0710006",806,246,23
"0710007",937,178,21
"0710008",2180,287,48
"0710009",148,27,5
"0710010",2046,283,45
"0710011",932,264,22
"0710012",510,172,8
"0710013",0,0,0
"0710014",184,32,4
"0710015",684,410,21
"0730012",565,133,19
"0730013",557,55,12
"0730014",723,64,19
"0730015",1153,389,37
"0730022",223,78,9
"0730023",513,63,18
"0730024",648,212,17
"0730025",406,86,14
"0730026",387,157,4
"0730027",483,146,11
"0730028",298,27,6
"0730032",390,57,8
"0730033",709,176,17
"0730034",703,81,12
"0730035",439,130,20
"0730036",826,133,20
"0730037",126,75,7
"0730038",115,116,5
"0730042",103,361,13
"0730043",294,192,14
"0730044",679,76,29
"0730045",258,105,17
"0730046",359,62,4
"0730047",163,11,10
"0730048",313,30,5
"0750101",343,38,5
"0750201",418,39,6
"0750301",324,76,9
"0750401",431,56,12
"0770001",390,69,18
"0770006",186,42,8
"0770008",376,58,9
"0770009",235,32,5
"0770010",145,16,8
"0770011",441,29,9
"0770012",162,24,7
"0770013",77,14,0
"0770014",94,11,1
"0770015",170,28,6
"0770017",492,81,12
"0770020",243,14,6
"0770024",162,10,3
"0770026",103,10,1
"0770027",218,26,3
"0770032",131,7,4
"0790101",130,32,4
"0790202",192,43,7
"0790303",36,1,0
"0790306",103,33,1
"0790404",63,24,1
"0810001",303,23,13
"0810002",336,27,6
"0810003",282,38,9
"0810004",215,35,7
"0830001",696,70,15
"0830002",508,85,18
"0830003",553,70,21
"0830004",732,84,20
"083002E",206,25,4
"0850001",901,735,61
"0850002",1053,981,60
"0850003",165,660,18
"0850004",694,272,34
"0850005",486,212,35
"0850006",1688,1442,103
"0850007",441,363,26
"0850008",992,334,36
"0850009",1634,1107,99
"0850010",333,73,16
"0850011",1635,434,47
"0850012",790,380,31
"0850013",1780,425,64
"0850014",700,874,33
"0850015",423,404,35
"0850016",1105,438,53
"0850017",935,547,50
"0850018",357,87,11
"0850019",636,382,37
"0850020",417,115,20
"0850021",1384,1139,94
"0850022",1714,346,51
"0850023",313,823,38
"0850024",401,717,38
"0850025",1706,1486,75
"0850026",483,449,27
"0850027",824,617,62
"0850028",781,706,52
"0850029",668,251,36
"0850030",1969,1278,107
"0850031",871,523,50
"0850032",923,620,59
"0850033",1581,528,57
"0850034",1146,1341,48
"0850035",674,133,18
"0850036",839,407,29
"0850037",925,136,24
"0850038",1927,1825,84
"0850039",701,856,46
"0850040",1387,675,65
"0850041",1605,556,59
"0850042",645,191,32
"0850043",1508,1376,79
"0850044",327,319,26
"0850045",1027,551,35
"0850046",555,813,66
"0850047",761,706,83
"0850048",1102,935,65
"0850049",927,533,29
"0850050",454,967,41
"0850051",271,493,40
"0850052",639,1328,47
"0850053",876,544,52
"0850054",663,936,62
"0850055",845,1143,68
"0850056",1980,1136,88
"0850057",1369,1006,70
"0850058",984,940,49
"0850059",1359,833,79
"0850060",1056,364,35
"0850061",664,416,28
"0850062",728,706,58
"0850063",855,489,40
"0850064",782,734,41
"0850065",392,302,31
"0850066",648,558,39
"0850067",812,664,52
"0850068",564,501,37
"0850069",1330,1025,67
"0850070",765,427,45
"0850071",630,510,23
"0850072",540,369,31
"0850073",381,573,24
"0850074",586,496,33
"0850075",817,401,28
"0850076",1212,854,64
"0850077",932,1041,53
"0850078",865,812,57
"0850079",745,622,33
"0850080",1094,890,67
"0850081",801,840,53
"0850082",755,638,46
"0850083",1840,830,94
"0850084",799,634,25
"0850085",815,900,55
"0850086",981,738,46
"0850087",1787,1872,78
"0850088",278,726,41
"0850089",1516,1455,67
"0850090",1361,639,46
"0850091",737,606,44
"0850092",837,784,68
"0850093",130,16,2
"0850094",1230,1233,50
"0850095",895,853,59
"0850096",265,302,15
"0850097",721,212,16
"0850098",433,241,11
"0850099",71,67,4
"0850100",7,3,0
"0850101",1142,852,69
"0850102",1186,464,37
"0850103",268,361,24
"0850104",342,767,46
"0850105",419,261,15
"0850106",617,464,39
"0850107",1075,963,44
"0850108",835,854,47
"0850109",1316,840,45
"0850110",919,712,58
"0850111",1726,970,55
"0850112",1018,774,31
"0850113",933,779,73
"0850114",637,179,23
"0850115",937,888,49
"0850116",1698,1177,53
"0850117",1191,1030,62
"0850118",1590,853,53
"0850119",1879,1398,80
"0850120",1335,782,54
"0850121",612,1012,33
"0850122",2115,818,67
"0850123",742,497,21
"0850124",876,796,52
"0850125",1338,1496,89
"0850126",1420,1064,89
"0850127",1092,928,57
"0850128",2363,667,68
"0850129",1266,920,47
"0850130",1094,1040,61
"0850131",2210,1133,94
"0850132",810,824,46
"0850133",669,550,44
"0850134A",1345,1387,59
"0850134B",4,4,0
"0850134C",0,0,0
"0850135",1105,1141,67
"0850136",726,505,27
"0850137",738,462,19
"0850138",580,276,31
"0850139",1081,1277,56
"0850140",1903,781,61
"0850141",1054,903,55
"0850142",953,820,45
"0850143",789,413,20
"0850144",928,675,35
"0850145",451,467,26
"0850146",1305,1176,78
"0850147",521,453,26
"0850148",1,1,0
"0850149",1377,937,75
"0850150",377,238,9
"0850151",421,486,26
"0850152",12,33,0
"0850153",1636,1166,83
"0850154",492,61,10
"0850155",894,565,35
"0850156",1146,812,57
"0850157",1165,1047,57
"0850158",693,771,32
"0850159",1320,1314,91
"0850160",193,20,5
"0850161",120,59,5
"0850162",144,19,4
"0850163",1115,929,69
"0850164",516,256,8
"0850165",392,185,21
"0850166",1221,1015,49
"0850167",1252,1460,56
"0850168",798,296,42
"0850169",881,808,54
"0850170",642,334,41
"0850171",1584,1184,70
"0850172",1104,547,56
"0850173",291,115,13
"0850174",1221,898,63
"0850175",620,329,27
"0850176",664,942,55
"0850177",1316,984,52
"0850178",955,268,25
"0850179",2486,680,61
"0850180",179,96,15
"0850181",540,284,23
"0850182",2,2,0
"0850183",45,7,5
"0850184",0,0,0
"0850185",19,12,2
"0850186",53,5,1
"0850187",237,31,7
"0850188",33,3,3
"0850189",355,53,10
"0850190",37,6,2
"0850191",163,32,4
"0850192",744,182,25
"0850193",383,81,13
"0850194",13,3,0
"0850195",417,74,28
"0850196",591,364,36
"0850197",302,397,17
"0850198",58,16,1
"0850199",650,180,28
"0850200",2,1,0
"0850201",2,1,0
"0850202",5,3,0
"0850203",1305,548,48
"0850204",158,72,1
"0850205",14,3,0
"0850206",607,300,20
"0850207",1272,774,80
"0850208",584,231,19
"0850209",259,185,16
"0850210",433,507,27
"0850211",1787,1437,96
"0850212",983,988,51
"0850213",925,838,58
"0850214",1720,380,27
"0850215",673,274,28
"0850216",1889,737,68
"0850217",664,348,37
"0850218",1093,879,39
"0850219",906,581,36
"0850220",824,896,42
"0850221",1804,815,56
"0850222",888,836,31
"0850223",708,416,21
"0850224",2529,786,57
"0850225",955,1023,47
"0850226",1231,1073,72
"0870101",253,35,10
"0870201",125,17,3
"0870202",25,2,0
"0870301",152,21,1
"0870302",28,2,1
"0870401",136,20,4
"0870402",53,8,1
"0890101",865,287,21
"0890102",129,28,8
"0890103",323,45,4
"0890201",1341,320,26
"0890202",270,43,11
"0890302",606,92,14
"0890303",344,42,4
"0890304",273,35,9
"0890305",798,183,23
"0890401",155,70,4
"0890402",641,474,20
"0910101",1668,694,86
"0910102",1976,400,63
"0910103",1895,434,63
"0910104",1067,268,46
"0910105A",2604,688,107
"0910105B",44,13,2
"0910105C",1,0,0
"0910105D",0,0,0
"0910106A",2231,448,66
"0910106B",132,26,2
"0910107",1122,290,31
"0910201",1753,782,92
"0910202A",429,166,13
"0910202B",45,17,2
"0910203A",1861,507,52
"0910203B",53,14,2
"0910203C",0,0,0
"0910204",1783,437,65
"0910205",2748,824,107
"0910206",2683,621,76
"0910207",1399,315,34
"0910208",1051,234,25
"0910301",860,855,73
"0910302",1714,920,104
"0910303",217,242,20
"0910304",1239,748,70
"0910305",852,369,52
"0910306",520,281,31
"0910401",944,360,45
"0910402",2156,682,90
"0910403",2649,656,80
"0910404",1775,438,61
"0910405",1841,439,63
"0910406",2253,801,88
"0910407",1535,377,52
"0930001",683,95,12
"0930002",645,110,17
"0930004",45,10,4
"0930005",290,48,5
"0930006",201,27,8
"0930007",140,21,2
"0930009",96,15,2
"0930010",185,37,0
"0930011",244,61,8
"0930012",800,195,23
"0930013",107,19,7
"0930014",62,12,0
"0930015",237,26,6
"0930016",58,0,1
"0950101",220,35,6
"0950102",44,11,5
"0950203",91,2,2
"0950204",50,11,1
"0950205",69,16,0
"0950306",142,46,0
"0950407",61,0,1
"0950408",123,31,4
"0970001",489,188,28
"0970002",79,22,1
"0970003",214,39,5
"0970004",216,42,9
"0970005",459,140,20
"0970006",270,25,6
"0970007",708,114,17
"0970008",418,54,11
"0970009",716,73,20
"0970010",1034,149,33
"0970011",1088,215,33
"0970012",408,60,13
"0970014",173,29,2
"0970015",129,10,3
"0970017",288,16,2
"0970018",1082,91,21
"0970019",227,32,5
"0970020",256,41,5
"0970021",764,46,8
"0970022",1183,156,24
"0970026",174,57,10
"0970027",95,28,7
"0970028",37,15,1
"0970030",73,37,2
"0970031",44,23,2
"0970033",258,32,3
"0970034",99,104,11
"0970035",229,122,12
"0970037",633,158,25
"0990101",1451,949,90
"0990102",639,85,19
"0990103",160,20,3
"0990104",1204,663,54
"0990205",1091,204,27
"0990206",347,324,25
"0990207",962,654,69
"0990308",1621,288,47
"0990309",306,36,4
"0990310",210,42,3
"0990311",23,42,5
"0990412",874,565,58
"0990413",938,203,44
"0990414",226,16,3
"0990415",121,16,2
"0990416",555,437,39
"1010101",163,19,4
"1010201",138,13,2
"1010301",66,28,0
"1010401",89,20,2
"1030001",292,39,4
"1030002",237,47,2
"1030003",149,65,4
"1030004",149,39,4
"1050001",198,89,5
"1050002",210,75,9
"1050003",244,66,12
"1050004",179,92,13
"1070011",176,86,6
"1070027",282,121,10
"1070039",214,86,8
"1070044",293,110,11
"1090001",58,113,9
"1090002",66,109,6
"1090004",52,89,5
"10903-3",13,13,0
"10903-5",65,93,9
"1110001",152,16,5
"1110002",18,0,0
"1110003",7,0,0
"1110004",17,0,0
"1110005",5,0,0
"1110006",119,14,1
"1110007",144,32,7
"1110008",288,36,14
"1110009",193,34,5
"1131000",44,237,5
"1131001",65,280,14
"1131002",91,431,17
"1131003",148,1524,50
"1131004",550,478,34
"1131005",591,945,45
"1131006",792,428,29
"1131007",221,78,6
"1131008",266,547,25
"1131009",91,351,18
"1131010",181,685,48
"1131011",55,248,10
"1131012",100,105,8
"1131013",1000,1328,101
"1131014",310,831,65
"1131015",520,912,85
"1131016",57,109,3
"1131017",310,394,45
"1131018",62,95,6
"1131019",575,1156,84
"1131020",392,494,37
"1131021",429,629,33
"1131022",671,1700,90
"1131023",593,721,52
"1131026",100,248,17
"1131027",524,1250,53
"1131028",269,517,23
"1131029",151,585,18
"1131030",405,718,33
"1131032",216,243,20
"1131033",408,372,27
"1131035",34,85,2
"1131036",111,324,18
"1131037",164,421,15
"1131038",130,712,20
"1131039",11,104,2
"1131040",439,950,41
"1131041",33,266,7
"1131042",34,386,8
"1131043",808,629,41
"1131044",908,607,39
"1131045",145,604,25
"1131046",53,127,17
"1131047",225,501,28
"1131048",922,894,84
"1131049",711,732,51
"1131050",50,53,4
"1131051",63,87,6
"1131052",821,1356,92
"1131054",163,546,29
"1131055",93,259,8
"1131056",223,320,22
"1131057",270,722,37
"1131058",355,788,51
"1131059",503,564,39
"1131060",1280,1705,96
"1131061",340,589,33
"1131062",7,10,0
"1131063",212,597,29
"1131064",16,51,1
"1131065A",206,937,17
"1131065B",0,0,0
"1131065C",0,0,0
"1131067",2,3,0
"1131068",13,16,0
"1131069",6,30,0
"1131070",167,715,43
"1131071A",556,1137,73
"1131071B",0,0,0
"1131073",295,1093,68
"1131074",92,553,19
"1131075A",286,720,53
"1131075B",0,0,0
"1131076",491,864,62
"1131077",0,0,0
"1131078",64,415,15
"1131079",294,672,39
"1131080",49,251,9
"1131081",580,1168,54
"1131082",15,91,4
"1131083",141,633,40
"1131084",374,1492,56
"1131085",81,458,17
"1131086",42,136,7
"1131087A",185,1352,28
"1131087B",0,0,0
"1131087C",0,0,0
"1131087D",0,0,0
"1131088",160,641,32
"1131089",68,796,17
"1131090",136,849,29
"1131091",155,737,17
"1131092",138,1158,33
"1131093",54,617,13
"1131094",42,511,9
"1131095",82,516,9
"1131096",66,496,14
"1131097",186,853,31
"1131098",90,743,17
"1131099",2,19,0
"1131100",81,1072,22
"1131101",98,544,15
"1131102",130,602,18
"1131103",38,165,1
"1131104",107,887,20
"1131105",4,19,0
"1131106",19,86,4
"1131107",55,259,6
"1131108",143,840,20
"1131109",40,138,11
"1131110",0,12,0
"1131111",84,441,14
"1131112",22,236,7
"1131113",9,103,2
"1131114",19,231,9
"1131115",171,527,23
"1131116",202,462,22
"1131117",894,848,35
"1131118",124,563,22
"1131119",51,715,21
"1131120",327,588,41
"1131121",231,753,24
"1131122",29,148,7
"1131124",0,2,0
"1131125",310,539,28
"1131126",66,280,12
"1131127",51,210,9
"1131128",386,122,12
"1131129",5,48,1
"1131130",162,522,26
"1131131",180,491,29
"1131132",6,14,0
"1131133",105,124,8
"1131134",13,168,6
"1131135",63,550,12
"1131136",0,1,1
"1131137",8,11,0
"1131138",0,0,0
"1131139",3,2,0
"1131140",0,0,0
"1131141A",0,0,0
"1131141B",0,0,0
"1131300",584,670,35
"1131301",565,710,33
"1131302",450,760,15
"1131303",4,36,1
"1131304",339,425,18
"1131305",285,422,25
"1131307",2,66,1
"1131308A",324,510,21
"1131308B",0,0,0
"1131309",6,112,6
"1131310",568,766,44
"1131311",644,619,40
"1131312",223,243,13
"1131313",29,141,5
"1131314",312,704,33
"1131315",5,2,1
"1131316",81,245,9
"1131317",0,0,0
"1131500",442,802,52
"1131501",601,765,54
"1131502",731,1282,68
"1131503",349,948,30
"1131504",639,669,35
"1131700",349,611,40
"1131701",416,529,28
"1131702",536,819,51
"1131703",454,832,58
"1131704",268,419,15
"1131705",397,611,28
"1131706",446,851,38
"1131707",44,151,5
"1131708",122,178,14
"1131709",368,1289,32
"1131710",75,566,13
"1131711",323,632,35
"1131712A",590,515,35
"1131712B",0,0,0
"1131713",314,238,16
"1131714",447,509,40
"1131715",187,501,17
"1131716",852,502,38
"1131717",653,1005,46
"1131718",465,380,25
"1131719",476,837,40
"1131720",652,843,45
"1131721",651,593,36
"1131722",478,905,55
"1131723",23,57,5
"1131724",11,42,0
"1131725",212,109,14
"1131726",462,505,39
"1131727",45,71,3
"1131728",307,381,26
"1131729",228,486,18
"1131730",0,0,0
"1131731",0,0,0
"1132000",1,0,0
"1132001",3,10,1
"1132002",387,428,24
"1132003",1096,827,38
"1132004",786,438,34
"1132005",332,346,24
"1132006",637,421,28
"1132007",1392,732,35
"1132008",718,377,16
"1132009",708,696,45
"1132010",563,434,23
"1132011",894,519,37
"1132012",660,518,25
"1132013",602,271,25
"1132014",270,100,5
"1132015",357,331,13
"1132016",1593,807,46
"1132017",312,543,41
"1132018",385,220,21
"1132019",772,476,21
"1132020",814,914,43
"1132021",1804,783,42
"1132022",307,204,10
"1132023",482,395,17
"1132024",541,481,27
"1132025",1261,578,32
"1132026",1514,588,27
"1132027",813,348,19
"1132028A",0,0,0
"1132028B",0,0,0
"1132029",899,307,20
"1132030",1082,271,22
"1132031",848,1242,88
"1132032",395,661,61
"1132033",602,669,51
"1132034",710,383,26
"1132035",428,535,30
"1132036",940,687,58
"1132037",333,294,25
"1132038",989,1143,71
"1132039",804,1041,59
"1132040",643,525,43
"1132041",1710,1098,76
"1132042",1040,1038,50
"1132043",756,740,35
"1132044",371,305,21
"1132045",644,662,25
"1132046",790,492,31
"1132047",897,689,59
"1132048",885,1249,76
"1132049",545,518,30
"1132050",581,491,31
"1132051",982,707,46
"1132052",704,289,26
"1132053",379,874,49
"1132054",378,937,48
"1132055",196,457,24
"1132056",592,329,15
"1132057",233,133,10
"1132058",358,367,25
"1132059",506,326,18
"1132060",1198,634,56
"1132061",1087,819,81
"1132062",829,652,63
"1132063",334,190,14
"1132064",621,672,50
"1132065",710,973,54
"1132066",697,373,30
"1132067",438,472,31
"1132068",634,918,46
"1132069",1072,954,65
"1132070",512,442,23
"1132071",823,594,45
"1132072",1010,995,70
"1132073",300,422,23
"1132074",72,177,12
"1132076",0,0,0
"1132077",478,385,16
"1132078",0,0,0
"1132079",206,671,37
"1132200",1032,307,26
"1132201",929,321,27
"1132202",1029,312,25
"1132203",796,308,23
"1132220",1054,198,15
"1132221",1973,452,37
"1132222",1638,404,48
"1132223",740,363,29
"1132224",585,540,43
"1132225",896,282,22
"1132226",1419,439,51
"1132300",260,506,22
"1132301",1002,563,39
"1132302",213,635,30
"1132303",672,773,45
"1132305",1044,1057,87
"1132306",411,420,21
"1132307",208,216,12
"1132308",60,103,9
"1132309",167,311,26
"1132310",763,570,49
"1132311",68,134,8
"1132312",5,25,0
"1132400",68,20,3
"1132401",1113,957,82
"1132402",845,957,62
"1132403",2,0,0
