CNTYVTD,BushR_18G_Land Comm,SuazoD_18G_Land Comm,PinaL_18G_Land Comm
"2510012",1321,252,63
"2510013",854,196,55
"2510014",217,37,11
"2510015",744,124,50
"2510016",269,65,12
"2510017",1074,386,47
"2510018",1482,445,60
"2510019",2658,636,135
"2510020",265,204,27
"2510021",735,135,29
"2510022",1403,525,95
"2510023",977,169,50
"2510024",571,119,36
"2510025",519,161,28
"2510026",676,98,34
"2510027",1064,169,57
"2510028",860,181,42
"2510029",464,90,26
"2510030",535,77,18
"2510031",563,108,35
"2510032",1321,301,65
"2510033",502,96,37
"2510034",824,271,59
"2510035",1874,367,67
"2510036",250,171,19
"2530101",507,101,25
"2530102",44,32,2
"2530103",164,55,6
"2530201",620,189,20
"2530202",106,28,4
"2530203",136,16,6
"2530301",128,12,5
"2530302",488,57,23
"2530303",561,71,35
"2530401",637,86,45
"2530402",519,141,21
"2550001",454,305,32
"2550002",97,11,2
"2550003",92,6,9
"2550004",349,159,29
"2550005",238,104,17
"2550006",163,6,9
"2550007",342,33,9
"2550008",88,31,6
"2550009",112,21,3
"2550010",163,11,4
"2550011",234,80,14
"2550012",264,97,15
"2550013",29,2,1
"2550014",146,215,15
"2550015",29,14,2
"2570001",875,438,28
"2570002",523,128,21
"2570003",1775,698,75
"2570004",1863,569,52
"2570005",294,674,9
"2570006",910,181,39
"2570007",1703,1115,112
"2570008",560,353,23
"2570009",725,178,30
"2570010",1121,178,34
"2570011",787,285,50
"2570012",772,128,36
"2570013",975,657,51
"2570014",1183,669,66
"2570015",1144,188,42
"2570016",1227,209,52
"2570017",938,130,18
"2570018",971,198,36
"2570019",989,329,41
"2570020",583,160,20
"2570021",945,174,33
"2570022",553,89,30
"2570023",455,119,19
"2570024",555,189,22
"2570025",289,155,12
"2570026",134,456,18
"2570027",1479,577,57
"2570028",647,133,19
"2570029",828,898,53
"2570030",731,166,20
"2591010",1161,361,86
"2591110",2210,471,104
"2592020",1307,189,62
"2592080",1930,366,65
"2592120A",2110,465,122
"2592120B",25,5,1
"2593030",1370,223,86
"2593040",1770,446,97
"2593060",342,61,23
"2594050",1201,373,77
"2594070",184,39,10
"2594100",1686,388,115
"2610001",27,12,1
"2610002",21,19,2
"2610003",6,11,0
"2610004",23,5,1
"2610005",4,3,2
"2610006",8,6,0
"2630101",89,12,5
"2630201",18,1,1
"2630202",43,3,1
"2630301",51,10,1
"2630302",21,1,0
"2630401",61,6,2
"2650101",1399,325,67
"2650107",465,99,34
"2650109",710,158,40
"2650113",804,233,54
"2650118",178,50,11
"2650119",945,346,38
"2650202",1100,210,69
"2650211",461,158,24
"2650215",1466,309,69
"2650220",1520,282,45
"2650303",541,112,13
"2650308",240,83,17
"2650312",1490,582,97
"2650314",582,394,35
"2650404",527,62,37
"2650405",883,255,40
"2650406",1500,334,76
"2650410",165,12,5
"2650416",849,183,35
"2650417",837,221,38
"2670001",339,50,24
"2670002",161,26,3
"2670003",132,14,9
"2670004",178,19,9
"2670006",166,18,9
"2670007",201,19,14
"2670009",245,42,15
"2690001",31,1,1
"2690002",20,0,0
"2690003A",9,1,1
"2690003B",23,0,0
"2690004",32,6,1
"2710001",252,57,10
"2710002",149,91,15
"2710003",99,96,10
"2710004",282,57,19
"2730011",553,330,36
"2730012",416,218,19
"2730013",304,368,17
"2730014",100,104,6
"2730021",41,87,4
"2730022",223,215,26
"2730023",213,305,16
"2730024",287,258,13
"2730031",412,250,22
"2730032",261,232,19
"2730033",262,129,14
"2730034",210,100,12
"2730035",324,196,22
"2730041",49,135,7
"2730042",93,215,5
"2730043",304,345,28
"2730044",85,133,8
"2730045",82,232,8
"2750101",254,52,11
"2750201",87,18,4
"2750202",117,28,1
"2750301",159,38,3
"2750302",33,5,4
"2750401",187,67,6
"277001B",130,11,2
"277001C",141,23,5
"277001D",270,33,6
"277001E",364,61,14
"277001F",427,53,8
"277001G",227,31,9
"277001H",293,28,1
"277001I",51,8,0
"277002D",277,61,9
"277002E",280,44,7
"277002F",101,13,3
"277002G",292,69,9
"277003D",409,33,9
"277003E",644,62,20
"277003F",269,34,5
"277003G",289,29,8
"277003I",640,83,29
"277004B",831,110,24
"277004C",144,25,8
"277004D",765,51,21
"277004E",331,47,14
"277004F",797,134,29
"277004G",990,130,29
"2771A3B",264,127,12
"2771A5A",367,251,20
"2771E7C",459,113,19
"2772A1A",140,310,9
"2772B2A",158,303,13
"2772C3A",366,245,20
"2773C7G",1065,393,48
"2773H3C",254,88,10
"2774A6E",619,184,21
"2790001",311,89,14
"2790002",103,77,4
"2790003",260,41,8
"2790004",37,0,1
"2790005",151,35,7
"2790006",121,32,3
"2790007",43,3,1
"2790008",771,159,35
"2790009",313,118,20
"2790010",159,26,10
"2790011",299,46,7
"2790012",87,11,4
"2810001",737,255,34
"2810002",1522,291,73
"2810003",626,205,29
"2810004",540,111,20
"2810005",298,36,13
"2810006",277,32,8
"2810007",338,69,18
"2810008",749,189,31
"2810009",769,176,29
"2830001",222,196,15
"2830002",66,112,2
"2830003",94,184,6
"2830004",50,5,1
"2830005",121,157,5
"2830006",81,82,5
"283003A",8,1,0
"2850001",519,59,13
"2850002",719,127,15
"2850007",145,34,1
"2850008",406,51,9
"2850009",653,89,23
"2850011",174,19,7
"2850012",190,16,4
"2850015",95,18,1
"2850016",262,22,8
"2850017",180,20,9
"2850019",226,19,3
"2850020",46,10,6
"2850023",664,76,18
"2850026",86,31,5
"2850027",111,9,4
"2850029",571,82,17
"2850030",759,113,41
"2850031",610,63,19
"2850032",150,13,4
"2870101",613,225,21
"2870102",73,58,1
"2870103",122,9,3
"2870201",347,24,4
"2870202",781,130,21
"2870203",199,27,3
"2870301",65,6,1
"2870302",624,146,37
"2870303",523,158,33
"2870304",111,25,3
"2870401",290,103,4
"2870402",47,30,1
"2870403",136,32,2
"2870404",283,122,14
"2870405",261,46,9
"2890001",685,120,34
"2890002",194,26,5
"2890003",308,43,8
"2890004",430,66,16
"2890005",294,41,12
"2890006",684,65,21
"2890007",320,26,6
"2890008",481,76,10
"2890009",169,17,2
"2890010",513,44,17
"2890011",384,71,25
"2890012",335,109,12
"2890013",401,30,19
"2890014",105,19,5
"289001A",105,11,12
"289005A",30,1,1
"289014A",101,18,3
"2910001",272,38,10
"2910002",450,54,16
"2910003",1021,102,30
"2910004",243,48,4
"2910005",878,187,37
"2910006",422,43,12
"2910007",531,241,27
"2910008",873,116,48
"2910009",1063,124,50
"2910010",1120,303,54
"2910011",214,180,8
"2910012",470,149,19
"2910013",245,18,5
"2910014",202,37,6
"2910015",173,44,9
"2910016",186,21,7
"2910017",237,27,8
"2910018",140,389,8
"2910019",595,232,33
"2910020",25,336,2
"2910021",1443,175,64
"2910022",1164,367,54
"2910023",584,219,29
"2910024",306,51,17
"2910025",405,46,23
"2910026",797,185,39
"2910027",142,19,5
"2910028",299,32,12
"2910029",513,71,21
"2910030",549,231,26
"2930101",627,217,25
"2930102",321,27,12
"2930103",336,70,13
"2930104",376,59,6
"2930201",185,96,5
"2930202",57,159,2
"2930203",34,67,2
"2930204",228,50,10
"2930205",156,79,5
"2930206",195,30,0
"2930301",532,166,24
"2930302",216,68,8
"2930303",76,13,4
"2930304",309,52,7
"2930305",145,28,4
"2930401",428,280,14
"2930402",211,25,8
"2930403",160,28,7
"2930404",227,22,4
"2930405",173,18,11
"2930406",101,18,4
"2950106",127,12,8
"2950202",81,5,1
"2950207A",184,11,1
"2950207B",1,0,0
"2950303",226,26,3
"2950308",80,9,2
"2950404",185,32,5
"2950409",51,7,3
"2970001",205,27,5
"2970002",365,82,27
"2970003",209,134,15
"2970004",365,75,23
"2970005",164,16,9
"2970006",112,16,3
"2970007",15,4,0
"2970008",70,7,2
"2970009",319,88,14
"2970010",194,27,10
"2970011",41,1,2
"2970012",78,7,6
"2970013",265,33,11
"2970014",460,84,20
"2990101",159,40,18
"2990102",318,69,9
"2990108",486,133,26
"2990109",1957,365,52
"2990203",1059,225,42
"2990204",411,120,31
"2990205",332,88,17
"2990307",1341,365,78
"2990410",1803,414,129
"3010001",14,2,0
"3010002",6,3,0
"3010003",15,4,0
"3010004",3,4,2
"3030001",517,758,44
"3030002",406,389,34
"3030003",279,744,37
"3030004",78,262,11
"3030005",108,221,12
"3030006",39,476,4
"3030007",902,289,75
"3030008",369,741,56
"3030009",968,433,51
"3030010",147,257,32
"3030012",829,289,42
"3030013",615,297,58
"3030014",304,236,35
"3030015",494,513,45
"3030016",277,278,32
"3030017",136,216,22
"3030018",239,311,33
"3030019",194,433,21
"3030020",30,422,7
"3030021",514,351,37
"3030022",621,334,44
"3030023",460,275,33
"3030024",383,380,36
"3030025",262,356,25
"3030026",315,496,24
"3030027",747,550,57
"3030028",891,455,57
"3030029",403,345,29
"3030030",868,449,68
"3030031",701,147,45
"3030033",1555,248,74
"3030034A",215,51,8
"3030034B",1,0,0
"3030035",292,68,17
"3030036",723,250,32
"3030038",289,263,17
"3030039",920,166,53
"3030040",38,273,3
"3030041",1013,217,51
"3030043",241,25,17
"3030044",531,144,27
"3030045",166,47,8
"3030046",1444,193,63
"3030047",864,414,66
"3030049",290,356,23
"3030050",302,406,26
"3030051",35,18,1
"3030052",1372,465,73
"3030053",748,455,74
"3030054",1680,359,70
"3030056",170,64,7
"3030057",837,370,48
"3030058",582,196,31
"3030059",734,460,63
"3030060",590,155,30
"3030062",971,310,63
"3030063",34,17,2
"3030064",0,0,0
"3030065",294,99,15
"3030066",1341,270,42
"3030067",684,348,48
"3030069",2,2,0
"3030072",915,464,56
"3030075",564,138,34
"3030076",639,264,49
"3030078",1440,318,43
"3030092",123,40,7
"3030096",28,24,0
"3030102",274,22,12
"3030104",501,92,27
"3030109",1634,314,81
"3030110",1739,350,55
"3030111",646,129,28
"3030112",150,12,2
"3030113",574,478,53
"3030114",129,178,14
"3030117",28,0,0
"3030118",572,277,35
"3030119",749,539,53
"3030120",1333,229,73
"3030121",1318,219,53
"3030122",466,181,33
"3030123",821,272,44
"3030124",914,240,61
"3030125",1036,270,40
"3030126",605,226,38
"3030127",1111,361,48
"3030128",966,206,53
"3030129",1359,425,71
"3030131",0,0,0
"3030132",5,1,0
"3030135",113,19,8
"3030138",113,21,1
"3030140",1738,393,62
"3030141",923,416,53
"3030142A",29,23,2
"3030142B",0,0,0
"3030148",0,0,0
"3030151",436,106,27
"3030152",410,369,23
"3030153",86,400,8
"3030154",1330,340,67
"3030155",1195,144,53
"3030159",0,0,0
"3030160",1,0,0
"3030175",50,9,1
"3030178",154,15,10
"3030181",0,0,0
"3050001A",94,29,5
"3050001B",10,1,0
"3050002",124,40,15
"3050003",186,53,5
"3050004",301,33,9
"3050005",21,3,1
"3050006",141,38,5
"3050007",28,1,0
"3050008",10,1,0
"3050009",195,17,4
"3050010",2,0,0
"3050011",48,2,0
"3050012",51,16,1
"3050013",62,14,3
"3050014",56,36,3
"3070101",644,87,23
"3070102",72,14,3
"3070201A",229,90,11
"3070201B",1,1,0
"3070202",89,14,5
"3070301",482,74,29
"3070302",132,9,9
"3070401",258,56,16
"3070402",194,16,5
"3070403",83,12,6
"3090001",62,94,7
"3090002",56,116,7
"3090003",461,728,42
"3090004",40,42,1
"3090005",66,210,3
"3090006",68,201,4
"3090007",214,391,28
"3090008",218,327,24
"3090009",104,253,16
"3090010",109,664,24
"3090011",955,391,44
"3090012",84,1210,18
"3090013",31,25,2
"3090014",61,503,10
"3090015",91,39,1
"3090016",231,80,15
"3090017",253,236,18
"3090018",96,143,14
"3090019",1256,520,49
"3090020",39,134,8
"3090021",71,156,14
"3090022",66,109,8
"3090023",1694,476,58
"3090024",320,119,9
"3090025",235,419,19
"3090026",104,186,9
"3090027",74,265,11
"3090028",362,269,20
"3090029",178,209,13
"3090030",547,461,47
"3090031",668,509,33
"3090032",434,142,13
"3090033",639,297,41
"3090034",561,284,30
"3090035",150,248,8
"3090036",467,205,25
"3090037",224,259,18
"3090038",134,159,14
"3090039",85,231,5
"3090040",684,446,47
"3090041",509,353,32
"3090042",161,313,21
"3090043",99,95,7
"3090044",1949,628,99
"3090045",102,136,7
"3090046",34,72,4
"3090047",110,126,8
"3090048",63,108,10
"3090049",108,103,8
"3090050",256,354,23
"3090051",1685,788,74
"3090052",448,171,22
"3090053",80,80,6
"3090054",237,104,4
"3090055",572,99,18
"3090056",129,226,12
"3090057",280,273,12
"3090058",751,565,43
"3090059",1667,439,55
"3090060",1818,792,96
"3090061",1347,564,58
"3090062",1913,893,123
"3090063",2086,506,68
"3090064",367,125,28
"3090065",487,99,16
"3090066",610,115,28
"3090067",1255,256,46
"3090068",511,114,23
"3090069",804,101,45
"3090070",198,21,8
"3090071",286,87,21
"3090072",423,115,20
"3090073",477,78,25
"3090074",366,62,15
"3090075",1565,304,65
"3090076",934,208,62
"3090077",694,134,45
"3090078",1522,442,58
"3090079",463,216,25
"3090080",1238,113,39
"3090081",1968,332,68
"3090082",1380,262,45
"3090083",270,55,13
"3090084",909,298,40
"3090085",172,206,16
"3090086",332,560,23
"3090087",274,344,17
"3090088",98,86,4
"3090089",7,18,1
"3090090",131,94,6
"3090091",951,274,39
"3110001",77,20,2
"3110003",101,29,4
"311002A",49,13,3
"311002B",53,12,0
"311004A",41,8,2
"311004B",55,14,4
"3130101",668,171,27
"3130202",770,210,20
"3130303",514,272,10
"3130404",976,110,38
"3150001",180,94,11
"3150002",469,98,24
"3150003",228,55,6
"3150004",174,76,4
"3150005",296,75,15
"3150006",272,142,6
"3150007",163,211,7
"3150008",386,104,14
"3150009",171,47,8
"3150010",102,71,4
"3170001",272,60,14
"3170002",207,67,9
"3170003",305,29,15
"3170004",251,48,12
"317003A",125,11,2
"317004A",103,5,1
"3190101",381,81,14
"3190210",271,75,19
"3190302",463,96,19
"3190405",405,91,19
"3210002",342,73,9
"3210004",590,108,19
"3210005",778,250,28
"3210006",621,162,26
"3210007",107,14,3
"3210008",330,78,15
"3210009",57,46,2
"3210010",186,22,5
"3210012",112,28,5
"3210013",138,99,6
"321001A",1117,260,36
"321001B",1122,381,54
"321001C",131,313,4
"321001D",258,208,19
"321001E",355,279,18
"321001F",199,114,16
"321003A",532,290,34
"321003B",316,71,15
"323001A",64,192,8
"323001B",345,629,39
"323001C",429,1028,54
"323002A",53,201,10
"323002BA",26,72,3
"323002BB",54,143,3
"323002BC",204,567,21
"323002C",145,408,29
"323002D",19,26,1
"323003A",460,793,42
"323003B",470,893,46
"323003C",117,106,8
"323004A",102,256,10
"323004B",433,709,38
"323004C",121,282,15
"323004D",141,490,19
"325001A",737,110,44
"325001B",789,133,59
"325001C",1130,400,62
"325001D",1041,281,61
"325002A",755,343,37
"325002B",1446,325,52
"325002C",1500,478,97
"325003A",427,131,18
"325003B",238,51,17
"325003C",783,339,28
"325003D",300,570,23
"325004A",654,178,28
"325004B",1205,442,61
"325004C",380,298,31
"3270001",97,45,9
"3270002",144,27,8
"3270003",167,38,2
"3270004",110,20,6
"3270005",39,3,0
"3270006",52,9,4
"3290101A",305,38,17
"3290101B",9,1,1
"3290102",1162,351,51
"3290103",961,270,65
"3290104",184,112,9
"3290105",464,206,25
"3290106",1042,380,76
"3290107",1261,247,49
"3290108",138,37,11
"3290109",172,112,9
"3290110",1646,176,61
"3290201",977,159,63
"3290202",2405,237,139
"3290203",306,58,15
"3290204",1463,189,51
"3290205",607,79,28
"3290206",985,117,47
"3290207",1342,228,60
"3290208",270,118,18
"3290210",651,144,39
"3290211",1092,242,41
"3290212",628,198,42
"3290302",905,253,49
"3290303",50,40,11
"3290304",174,210,5
"3290305",108,258,18
"3290306",228,409,20
"3290307",403,157,43
"3290308",583,902,45
"3290309",60,31,3
"3290310",119,55,11
"3290401",454,55,16
"3290402",163,20,14
"3290403",1660,240,96
"3290404",1252,233,91
"3290405",1186,222,64
"3290406",875,129,45
"3290407",1164,274,53
"3290408",1132,108,39
"3290409",818,154,50
"3290410",682,64,26
"3290411",2182,172,89
"329108A",156,31,11
"329109A",0,0,0
"329307A",76,34,11
"329309A",12,1,0
"329402A",385,62,26
"3310101",1008,244,47
"3310105",476,106,27
"3310203",188,39,6
"3310207",163,96,10
"3310210",257,61,14
"3310212",571,275,31
"3310316",313,77,9
"3310317",529,89,26
"3310318",856,337,41
"3310419",588,268,33
"3310420",836,248,45
"3330001",455,62,23
"3330002",234,26,10
"3330003",175,21,1
"3330006",141,16,2
"3330008",307,43,8
"3330009",298,48,10
"3330011",101,4,3
"3350001",423,74,12
"3350002",112,10,8
"3350003",377,79,14
"3350004",244,52,11
"3350025",159,54,15
"3350046",175,33,20
"3370002",1164,144,34
"3370003",656,53,26
"3370004",237,25,7
"3370005",426,47,17
"3370006",445,54,15
"3370007",541,72,18
"3370008",371,57,14
"3370009",562,77,20
"3370010",432,76,13
"3370011",417,77,20
"3370012",66,8,0
"3370013",503,63,17
"3370014",98,16,2
"3370015",232,21,11
"3370016",132,19,4
"3390001",1044,494,57
"3390002",825,273,38
"3390003",1935,964,115
"3390004",660,437,47
"3390005",174,21,2
"3390006",1520,630,55
"3390007",797,175,20
"3390008",1396,184,47
"3390009",857,168,31
"3390010",256,671,26
"3390011",743,187,41
"3390012",620,205,32
"3390013",2567,420,81
"3390014",1393,569,80
"3390015",2217,491,103
"3390016",1390,216,60
"3390017",1447,273,63
"3390018A",2056,413,110
"3390018B",1,0,0
"3390019",1611,303,63
"3390020",628,337,42
"3390021",1283,482,77
"3390022",2132,432,102
"3390023",1189,437,56
"3390024",1184,408,58
"3390025",1221,215,47
"3390026",655,195,33
"3390027",1532,576,91
"3390028",1467,239,71
"3390029A",1774,303,106
"3390029B",109,19,6
"3390029C",192,33,10
"3390030A",1944,299,78
"3390030B",47,7,1
"3390030C",99,15,4
"3390030D",77,11,3
"3390031",2024,750,99
"3390032",906,615,73
"3390033",1319,559,49
"3390034",2132,710,90
"3390035",1967,710,92
"3390036",1086,273,47
"3390037",890,305,42
"3390038A",2593,399,85
"3390038B",6,1,0
"3390038C",45,7,2
"3390038D",22,3,1
"3390038E",1,0,0
"3390038F",22,3,1
"3390039",2317,327,77
"3390040",2492,622,81
"3390041",1430,200,84
"3390042",310,39,19
"3390043",2331,476,120
"3390044",794,365,45
"3390045",1239,442,62
"3390046",2047,916,104
"3390047",1187,787,95
"3390048",1096,436,45
"3390049",960,446,66
"3390050",1991,313,77
"3390051",584,369,46
"3390052",1085,269,64
"3390053",1633,388,65
"3390054",492,150,23
"3390055",386,109,28
"3390056",1217,514,73
"3390057",1281,238,44
"3390058",1227,375,66
"3390059",814,262,37
"3390060",494,298,19
"3390061",1929,985,102
"3390062",1196,546,66
"3390063",2801,484,101
"3390064",671,192,39
"3390065",2357,382,99
"3390066",1668,291,73
"3390067",1021,542,67
"3390068",1861,658,102
"3390069",1710,860,97
"3390070",1212,531,69
"3390071",1859,772,112
"3390072",2537,336,41
"3390073",631,272,32
"3390074",947,277,48
"3390075",2365,1075,109
"3390076",2242,399,100
"3390077",2321,391,69
"3390078",2192,858,76
"3390079",784,397,51
"3390080",2104,753,110
"3390081",1723,698,91
"3390082",2252,742,88
"3390083",595,98,29
"3390084",1112,883,99
"3390085",1444,288,58
"3390086",2730,435,110
"3390087",1205,533,51
"3390088A",2114,1082,117
"3390088B",63,31,3
"3390089A",2700,529,121
"3390089B",33,6,1
"3390089C",6,0,0
"3390090",2398,400,75
"3390090B",8,0,0
"3390090C",13,1,0
"3390091A",740,101,30
"3390092",1458,872,91
"3390093",1244,420,76
"3390094",468,232,29
"3390095",1145,715,71
"3390096A",1436,743,80
"3390096B",0,0,0
"3390096C",75,39,3
"3410101",754,212,33
"3410201",711,152,26
"3410202",792,92,22
"3410203",28,6,5
"3410301",394,151,17
"3410401",426,50,19
"3410402",27,93,1
"3430101",75,208,3
"3430102",76,128,1
"3430103",240,121,10
"3430202",468,110,15
"3430203",334,132,14
"3430302",369,145,6
"3430303",526,89,9
"3430401",785,268,21
"3450001",142,2,1
"3450002",57,6,0
"3450003",14,1,0
"3450004",112,11,5
"3450005",71,6,4
"3450006",76,10,0
"3470012",895,183,39
"3470013",674,106,22
"3470014",1286,304,44
"3470015",719,137,19
"3470016",1307,311,46
"3470017",106,90,7
"3470021",801,217,32
"3470022",28,27,3
"3470023",95,83,12
"3470024",178,457,21
"3470025",32,24,1
"3470026",756,800,49
"3470027",46,542,10
"3470030",58,125,9
"3470031",186,227,21
"3470032",862,1154,96
"3470033",1920,918,110
"3470034",42,38,0
"3470041",278,247,18
"3470042",566,281,19
"3470043",615,183,24
"3470044",854,136,26
"3470045",406,63,17
"3470046",437,103,9
"3470047",489,59,21
"3490101",550,291,25
"3490103",801,203,32
"3490104",275,76,9
"3490105",137,13,8
"3490106",192,61,8
"3490107",358,162,26
"3490108",211,38,6
"3490109",173,48,8
"3490200",95,223,6
"3490201",16,266,7
"3490202",88,212,4
"3490203",764,300,31
"3490204",124,37,2
"3490205",695,106,25
"3490206",279,39,7
"3490300",605,380,29
"3490301",100,66,8
"3490303",460,120,14
"3490304",314,39,13
"3490305",211,55,11
"3490306",133,16,9
"3490307",208,40,10
"3490308",182,31,9
"3490400",765,174,31
"3490401",130,84,8
"3490402",850,164,26
"3490403",698,76,28
"3490404",464,95,24
"3490405",386,52,11
"3490406",133,14,5
"3510001",407,73,6
"3510002",132,24,7
"3510003",319,26,9
"3510004",78,21,1
"3510005",253,20,5
"3510006",210,167,7
"3510007",85,33,1
"3510008A",108,39,1
"3510008B",29,10,1
"3510009",102,40,2
"3510010",173,24,4
"3510011",286,34,11
"3510012",77,10,1
"3510013",370,48,14
"3510014",74,103,2
"3510015",187,26,4
"3510016",143,23,0
"3510017",11,33,3
"3510018",129,10,3
"3510019",111,11,7
"3510020",19,79,1
"3510021",142,18,8
"3510022",89,92,3
"3530001",317,110,24
"3530002",490,84,11
"3530003",511,171,24
"3530004",357,215,19
"3530005",81,17,1
"3530006",420,82,26
"3530007",144,14,13
"3530008",95,8,4
"3530009",636,108,24
"3550001",307,214,20
"3550002",638,537,60
"3550003",1183,796,54
"3550004",421,613,28
"3550005",527,366,59
"3550006",1067,444,69
"3550007",63,173,5
"3550008",1215,865,79
"3550009",553,290,34
"3550010",466,147,20
"3550011",153,129,4
"3550012",232,299,7
"3550013",87,307,8
"3550014",149,32,3
"3550015",185,119,13
"3550016",227,114,4
"3550017",565,716,44
"3550018",655,405,78
"3550019",1296,500,61
"3550020",457,796,43
"3550021",148,49,4
"3550022",92,89,6
"3550023",949,212,39
"3550024",57,183,4
"3550025",150,47,6
"3550026",1641,824,68
"3550027",117,122,4
"3550028",99,14,1
"3550029",1098,637,56
"3550030",7,30,1
"3550031",37,139,0
"3550032",472,389,24
"3550033",52,110,1
