CNTYVTD,HegarR_18G_Comptroller,ChevalierD_18G_Comptroller,SandersL_18G_Comptroller
"0510301",606,148,12
"0510305",286,62,7
"0510308",215,55,9
"0510309",393,72,14
"0510406",326,216,15
"0510410",839,193,30
"0530001",790,136,27
"0530002",1167,369,43
"0530003",436,155,30
"0530004",1083,353,42
"0530005",514,178,11
"0530006",290,91,8
"0530007",331,80,11
"0530008",601,121,12
"0530009",1339,284,41
"0530010",678,160,28
"0530011",215,22,7
"0530012",766,198,34
"0530013",416,108,24
"0530014",279,44,14
"0530015",344,83,12
"0530016",249,54,12
"0530017",896,177,27
"0530018",474,166,20
"0530019",1840,458,67
"0530020",1402,536,65
"0550100",121,136,8
"0550101",182,186,22
"0550102",283,106,12
"0550103",688,497,51
"0550104",199,75,14
"0550105",22,32,4
"0550107",0,0,0
"0550108",25,27,3
"0550109",12,1,0
"0550110",37,25,2
"0550111",259,213,27
"0550112",0,0,0
"0550113",0,0,0
"0550114",0,0,0
"0550115",0,0,0
"0550116",0,0,0
"0550117",0,0,0
"0550118",43,32,7
"0550201",300,145,19
"0550202",401,181,20
"0550203",420,145,26
"0550204",569,157,30
"0550205",145,26,5
"0550206",265,163,11
"0550301",263,273,21
"0550302",365,360,32
"0550303",253,172,22
"0550305",150,91,10
"0550306",79,76,7
"0550307",0,0,0
"0550400",25,18,0
"0550401",112,263,19
"0550402",287,515,36
"0550404",339,348,27
"0550405",358,221,21
"0550407",2,4,0
"0550408",2,6,1
"0550409",13,5,0
"0550410",0,0,0
"0550412",54,85,5
"0570001",38,100,9
"0570002",133,179,18
"0570003",11,17,0
"0570004",120,87,6
"0570005",114,29,5
"0570006",209,61,4
"0570007",122,124,11
"0570008",60,111,3
"0570009",9,15,0
"0570010",39,23,6
"0570011",142,51,3
"0570012",561,169,14
"0570013",8,10,0
"0570014",42,29,5
"0570015",50,44,1
"0570016",331,159,25
"0570017",221,115,13
"0570018",142,38,7
"0570019",268,43,9
"0570020",19,10,1
"0570021",55,21,2
"0570022",123,32,3
"0570023",127,43,3
"0570024",620,121,20
"0570025",505,65,10
"0590001",1034,144,33
"0590002",890,110,30
"0590003",970,106,31
"0590004",795,45,16
"0590005",74,6,1
"0590006",353,47,12
"0590007",239,30,5
"0610001",355,396,38
"0610002",162,92,6
"0610003",286,526,51
"0610004",604,702,86
"0610005",42,146,14
"0610006",49,295,33
"0610007",28,99,11
"0610008",30,125,12
"0610009",123,476,65
"0610010",95,369,34
"0610011",138,426,49
"0610012",324,567,63
"0610013",55,141,18
"0610014",197,515,62
"0610015",233,554,55
"0610016",192,213,34
"0610017",313,735,81
"0610018",246,506,54
"0610019",183,377,49
"0610020",299,228,20
"0610021",250,498,39
"0610022",229,528,40
"0610023",47,37,3
"0610024",89,275,22
"0610025",82,173,15
"0610026",558,528,59
"0610027",222,602,52
"0610028",244,289,39
"0610029",651,477,54
"0610030",284,196,18
"0610031",49,81,7
"0610032",466,506,58
"0610033",63,134,13
"0610034",46,46,5
"0610035",326,240,28
"0610036",343,424,44
"0610037",77,319,45
"0610038",155,178,24
"0610039",108,256,21
"0610040",279,520,34
"0610041",352,925,64
"0610042",87,244,34
"0610043",125,246,12
"0610044",887,640,76
"0610045",125,437,49
"0610046",354,857,101
"0610047",70,240,25
"0610048",216,345,30
"0610049",99,154,22
"0610050",776,909,88
"0610051",115,204,19
"0610052",738,389,58
"0610053",165,654,89
"0610054",483,1164,136
"0610055",404,717,75
"0610056",444,375,40
"0610057",142,130,9
"0610058",621,588,61
"0610059",46,128,12
"0610060",93,172,22
"0610061",287,565,71
"0610062",264,727,100
"0610063",173,484,58
"0610064",503,503,53
"0610065",376,568,57
"0610066",776,803,107
"0610067",883,582,79
"0610068",139,460,56
"0610069",229,825,111
"0610070",52,247,23
"0610071",194,790,83
"0610072",366,778,112
"0610073",477,1031,105
"0610074",324,862,128
"0610075",187,685,79
"0610076",169,283,40
"0610077",150,627,85
"0610078",573,601,55
"0610079",588,629,56
"0610080",1154,830,72
"0610081",243,298,35
"0610082",149,469,59
"0610083",223,243,29
"0610084",461,413,58
"0610085",252,235,18
"0610086",119,304,34
"0610087",526,350,24
"0610095",99,198,23
"0610096",99,353,35
"0610097",52,169,18
"0610098",582,1321,189
"0610099",52,73,8
"0610100",618,1251,173
"0610101",111,186,28
"0610102",309,456,38
"0610103",39,75,8
"0610104",21,43,3
"0610105",5,20,0
"0610106",366,581,75
"0610107",53,139,16
"0610108",0,0,0
"0610109",0,0,0
"0631001",661,252,23
"0632002",909,223,26
"0633003",409,363,15
"0634004",724,219,13
"0650101",267,30,3
"0650102",50,1,0
"0650103",202,34,6
"0650201",550,45,16
"0650301",347,39,9
"0650302",171,16,3
"0650401",389,52,10
"0650402",169,4,3
"0670001",1324,307,31
"0670002",174,51,4
"0670004",165,64,4
"0670005",376,85,11
"0670006",253,30,2
"0670007",782,202,15
"0670009",412,146,8
"0670011",244,96,7
"0670012",308,123,7
"0670014",939,160,18
"0670015",292,35,6
"0670016",239,28,2
"0670017",1430,233,21
"0670018",286,12,4
"0670019",228,24,2
"0670021",141,15,2
"067013T",415,303,12
"067020E",115,18,2
"0690101",112,106,4
"0690105",24,4,0
"0690201",120,111,10
"0690206",65,13,1
"0690301",362,85,14
"0690307",73,7,2
"0690401",80,45,9
"0690408",321,18,8
"0710001",281,55,7
"0710002",253,129,14
"0710003",159,95,10
"0710004",1786,212,41
"0710005",1203,158,37
"0710006",807,237,27
"0710007",940,179,20
"0710008",2166,284,65
"0710009",148,27,5
"0710010",2044,284,46
"0710011",936,257,26
"0710012",513,165,11
"0710013",0,0,0
"0710014",185,29,5
"0710015",676,413,23
"0730012",575,130,11
"0730013",556,57,13
"0730014",731,62,15
"0730015",1147,392,37
"0730022",227,73,9
"0730023",526,59,12
"0730024",648,216,15
"0730025",409,85,9
"0730026",387,157,6
"0730027",490,144,8
"0730028",299,27,6
"0730032",387,53,14
"0730033",700,183,19
"0730034",695,77,19
"0730035",453,119,15
"0730036",814,141,21
"0730037",130,75,5
"0730038",116,113,6
"0730042",104,363,8
"0730043",287,202,13
"0730044",690,76,20
"0730045",270,100,11
"0730046",362,61,5
"0730047",168,11,4
"0730048",312,35,4
"0750101",347,35,3
"0750201",413,39,7
"0750301",323,77,10
"0750401",434,55,11
"0770001",393,68,14
"0770006",190,40,6
"0770008",372,53,13
"0770009",232,33,9
"0770010",150,16,3
"0770011",442,28,7
"0770012",163,26,4
"0770013",76,13,2
"0770014",93,12,1
"0770015",163,29,8
"0770017",495,79,15
"0770020",241,14,7
"0770024",161,14,4
"0770026",101,10,1
"0770027",217,26,2
"0770032",129,9,1
"0790101",131,31,6
"0790202",192,40,8
"0790303",36,1,0
"0790306",102,32,1
"0790404",63,22,0
"0810001",304,22,9
"0810002",337,26,5
"0810003",287,36,6
"0810004",217,31,6
"0830001",711,64,7
"0830002",511,83,17
"0830003",549,72,17
"0830004",741,84,14
"083002E",207,24,4
"0850001",897,727,73
"0850002",1033,992,69
"0850003",164,656,22
"0850004",684,279,37
"0850005",492,212,30
"0850006",1667,1441,111
"0850007",437,364,31
"0850008",993,332,39
"0850009",1634,1103,100
"0850010",334,78,10
"0850011",1616,439,60
"0850012",784,382,30
"0850013",1770,440,63
"0850014",683,884,38
"0850015",421,405,36
"0850016",1096,436,64
"0850017",942,550,47
"0850018",359,87,9
"0850019",637,380,35
"0850020",425,109,18
"0850021",1377,1145,100
"0850022",1703,357,49
"0850023",301,831,41
"0850024",389,726,42
"0850025",1714,1484,76
"0850026",480,448,28
"0850027",833,609,58
"0850028",779,710,51
"0850029",661,271,26
"0850030",1966,1272,121
"0850031",869,515,62
"0850032",900,634,63
"0850033",1581,522,61
"0850034",1142,1356,57
"0850035",678,130,17
"0850036",835,420,22
"0850037",919,138,27
"0850038",1890,1838,111
"0850039",699,849,56
"0850040",1370,673,74
"0850041",1608,562,52
"0850042",648,191,31
"0850043",1490,1386,89
"0850044",319,319,30
"0850045",1036,545,33
"0850046",558,809,69
"0850047",764,719,71
"0850048",1087,950,68
"0850049",912,526,43
"0850050",441,976,45
"0850051",263,493,43
"0850052",645,1318,56
"0850053",866,552,58
"0850054",665,924,71
"0850055",828,1150,85
"0850056",1966,1125,98
"0850057",1371,985,86
"0850058",986,950,42
"0850059",1344,837,88
"0850060",1057,363,33
"0850061",665,408,35
"0850062",730,709,53
"0850063",856,479,46
"0850064",780,718,60
"0850065",384,315,25
"0850066",636,558,48
"0850067",789,682,53
"0850068",563,499,36
"0850069",1316,1045,70
"0850070",759,441,41
"0850071",624,513,25
"0850072",547,371,25
"0850073",378,556,43
"0850074",580,501,37
"0850075",815,402,28
"0850076",1200,848,74
"0850077",910,1034,81
"0850078",858,822,55
"0850079",731,632,37
"0850080",1079,896,68
"0850081",795,838,64
"0850082",750,639,53
"0850083",1827,836,108
"0850084",796,619,38
"0850085",822,900,48
"0850086",977,736,50
"0850087",1774,1878,96
"0850088",270,738,45
"0850089",1517,1458,59
"0850090",1376,630,47
"0850091",742,602,47
"0850092",831,791,64
"0850093",129,15,3
"0850094",1231,1216,56
"0850095",884,855,70
"0850096",265,294,24
"0850097",718,214,14
"0850098",435,228,21
"0850099",68,67,6
"0850100",7,3,0
"0850101",1145,854,71
"0850102",1186,456,53
"0850103",266,355,32
"0850104",343,774,36
"0850105",420,266,12
"0850106",614,467,47
"0850107",1083,954,45
"0850108",812,859,52
"0850109",1313,842,48
"0850110",919,717,58
"0850111",1730,959,63
"0850112",1020,761,40
"0850113",930,782,68
"0850114",641,177,19
"0850115",952,872,53
"0850116",1703,1172,57
"0850117",1182,1040,61
"0850118",1580,848,73
"0850119",1879,1413,75
"0850120",1339,783,53
"0850121",612,1008,39
"0850122",2089,834,76
"0850123",743,489,31
"0850124",872,804,54
"0850125",1328,1502,90
"0850126",1402,1071,97
"0850127",1070,931,66
"0850128",2368,651,75
"0850129",1253,930,51
"0850130",1089,1051,58
"0850131",2216,1119,94
"0850132",816,822,49
"0850133",661,548,52
"0850134A",1337,1377,88
"0850134B",4,4,0
"0850134C",0,0,0
"0850135",1097,1138,76
"0850136",726,508,30
"0850137",750,445,27
"0850138",589,269,25
"0850139",1068,1274,70
"0850140",1900,782,71
"0850141",1050,897,64
"0850142",946,829,43
"0850143",791,401,28
"0850144",930,657,42
"0850145",446,472,25
"0850146",1295,1175,93
"0850147",522,450,27
"0850148",0,2,0
"0850149",1376,921,79
"0850150",381,231,10
"0850151",430,484,22
"0850152",12,34,0
"0850153",1608,1191,92
"0850154",496,60,8
"0850155",888,568,37
"0850156",1125,820,68
"0850157",1174,1030,67
"0850158",680,776,38
"0850159",1304,1336,93
"0850160",192,20,6
"0850161",119,59,8
"0850162",144,19,1
"0850163",1115,930,73
"0850164",514,260,4
"0850165",389,183,24
"0850166",1216,1015,60
"0850167",1240,1457,82
"0850168",795,291,48
"0850169",856,826,54
"0850170",638,330,49
"0850171",1576,1184,75
"0850172",1101,538,71
"0850173",295,110,15
"0850174",1191,894,94
"0850175",617,337,27
"0850176",648,939,71
"0850177",1301,983,65
"0850178",955,267,30
"0850179",2476,682,60
"0850180",176,93,21
"0850181",541,276,27
"0850182",2,2,0
"0850183",47,7,3
"0850184",0,0,0
"0850185",19,12,2
"0850186",53,5,1
"0850187",239,27,6
"0850188",34,4,1
"0850189",353,50,11
"0850190",36,6,2
"0850191",161,36,2
"0850192",738,186,27
"0850193",382,81,15
"0850194",13,2,1
"0850195",421,77,22
"0850196",594,363,35
"0850197",301,388,23
"0850198",58,15,1
"0850199",659,181,18
"0850200",2,1,0
"0850201",2,1,0
"0850202",5,3,0
"0850203",1301,553,52
"0850204",154,72,5
"0850205",14,3,0
"0850206",604,293,25
"0850207",1260,794,75
"0850208",587,228,18
"0850209",252,191,16
"0850210",423,508,35
"0850211",1786,1446,98
"0850212",979,988,50
"0850213",936,827,58
"0850214",1715,388,26
"0850215",667,269,35
"0850216",1884,730,73
"0850217",667,334,48
"0850218",1087,875,48
"0850219",901,579,41
"0850220",819,895,49
"0850221",1796,800,80
"0850222",886,836,41
"0850223",702,412,29
"0850224",2530,784,70
"0850225",956,1024,49
"0850226",1209,1079,80
"0870101",252,34,11
"0870201",121,20,3
"0870202",24,2,0
"0870301",151,20,3
"0870302",28,2,1
"0870401",135,22,3
"0870402",52,9,1
"0890101",874,278,23
"0890102",135,28,5
"0890103",325,41,6
"0890201",1354,311,32
"0890202",276,39,8
"0890302",613,93,6
"0890303",348,40,4
"0890304",277,33,7
"0890305",813,169,26
"0890401",160,64,6
"0890402",641,469,30
"0910101",1676,685,98
"0910102",1970,406,62
"0910103",1891,434,70
"0910104",1063,274,47
"0910105A",2616,681,108
"0910105B",45,13,2
"0910105C",1,0,0
"0910105D",0,0,0
"0910106A",2230,448,69
"0910106B",132,26,3
"0910107",1120,283,41
"0910201",1749,791,93
"0910202A",427,167,15
"0910202B",45,17,2
"0910203A",1863,506,54
"0910203B",53,14,2
"0910203C",0,0,0
"0910204",1771,440,74
"0910205",2749,821,109
"0910206",2687,612,89
"0910207",1393,311,43
"0910208",1044,244,23
"0910301",856,863,73
"0910302",1693,914,136
"0910303",217,244,23
"0910304",1236,736,83
"0910305",845,381,47
"0910306",516,275,36
"0910401",957,341,57
"0910402",2149,678,88
"0910403",2649,654,79
"0910404",1766,431,72
"0910405",1813,450,84
"0910406",2259,794,98
"0910407",1530,370,66
"0930001",678,94,16
"0930002",649,103,19
"0930004",47,10,1
"0930005",294,42,6
"0930006",202,29,6
"0930007",139,16,6
"0930009",99,13,1
"0930010",185,35,1
"0930011",237,60,9
"0930012",808,187,21
"0930013",111,19,4
"0930014",61,12,1
"0930015",233,27,8
"0930016",59,0,1
"0950101",220,31,9
"0950102",46,9,4
"0950203",93,1,1
"0950204",50,11,1
"0950205",69,15,1
"0950306",142,47,0
"0950407",62,0,0
"0950408",120,32,6
"0970001",486,190,28
"0970002",76,24,2
"0970003",211,40,6
"0970004",214,45,8
"0970005",459,135,22
"0970006",271,25,6
"0970007",716,106,20
"0970008",420,51,11
"0970009",718,75,17
"0970010",1028,152,34
"0970011",1083,215,40
"0970012",409,56,12
"0970014",173,27,3
"0970015",130,8,4
"0970017",284,15,4
"0970018",1068,90,29
"0970019",228,32,5
"0970020",257,41,6
"0970021",767,41,7
"0970022",1178,160,21
"0970026",176,54,10
"0970027",93,34,3
"0970028",38,13,2
"0970030",70,39,3
"0970031",46,23,0
"0970033",257,32,6
"0970034",99,101,15
"0970035",222,124,16
"0970037",635,156,24
"0990101",1452,947,95
"0990102",638,80,25
"0990103",159,21,3
"0990104",1177,661,77
"0990205",1084,201,39
"0990206",339,330,31
"0990207",949,662,73
"0990308",1641,271,42
"0990309",306,38,3
"0990310",211,42,2
"0990311",25,41,4
"0990412",874,569,60
"0990413",960,196,35
"0990414",229,13,3
"0990415",121,16,2
"0990416",539,443,48
"1010101",157,20,6
"1010201",134,12,3
"1010301",63,30,0
"1010401",89,20,1
"1030001",295,35,4
"1030002",233,47,7
"1030003",145,65,5
"1030004",147,41,4
"1050001",190,91,8
"1050002",214,72,9
"1050003",244,65,14
"1050004",171,89,17
"1070011",181,81,2
"1070027",293,109,11
"1070039",214,81,13
"1070044",291,107,13
"1090001",60,110,8
"1090002",68,104,10
"1090004",52,88,7
"10903-3",15,10,1
"10903-5",64,90,11
"1110001",152,14,4
"1110002",18,0,0
"1110003",7,0,0
"1110004",16,0,0
"1110005",4,0,0
"1110006",119,14,1
"1110007",146,33,5
"1110008",289,38,12
"1110009",189,34,9
"1131000",42,239,5
"1131001",62,280,18
"1131002",83,434,20
"1131003",149,1518,59
"1131004",545,482,33
"1131005",582,948,54
"1131006",790,418,30
"1131007",218,75,13
"1131008",260,540,39
"1131009",88,349,25
"1131010",176,685,53
"1131011",49,250,13
"1131012",103,103,7
"1131013",993,1322,114
"1131014",314,829,72
"1131015",510,931,88
"1131016",52,111,6
"1131017",297,406,52
"1131018",58,95,12
"1131019",580,1147,89
"1131020",369,508,41
"1131021",420,632,39
"1131022",667,1710,92
"1131023",577,727,61
"1131026",99,246,20
"1131027",520,1236,71
"1131028",274,515,24
"1131029",147,588,17
"1131030",405,710,39
"1131032",222,232,25
"1131033",392,378,34
"1131035",34,80,5
"1131036",106,317,29
"1131037",157,419,23
"1131038",125,704,35
"1131039",12,103,3
"1131040",431,946,48
"1131041",30,264,12
"1131042",28,380,21
"1131043",807,624,49
"1131044",900,609,39
"1131045",135,608,31
"1131046",55,129,12
"1131047",231,488,36
"1131048",911,899,84
"1131049",704,723,59
"1131050",52,51,3
"1131051",61,84,9
"1131052",818,1342,105
"1131054",158,543,36
"1131055",92,257,10
"1131056",216,327,25
"1131057",261,707,57
"1131058",355,759,77
"1131059",501,560,48
"1131060",1271,1698,111
"1131061",323,586,50
"1131062",7,8,2
"1131063",216,586,37
"1131064",15,53,0
"1131065A",196,924,36
"1131065B",0,0,0
"1131065C",0,0,0
"1131067",2,3,0
"1131068",14,16,0
"1131069",6,30,0
"1131070",165,716,48
"1131071A",528,1165,74
"1131071B",0,0,0
"1131073",285,1091,77
"1131074",92,536,37
"1131075A",277,725,68
"1131075B",0,0,0
"1131076",494,866,61
"1131077",0,0,0
"1131078",63,414,13
"1131079",283,677,42
"1131080",51,242,14
"1131081",563,1160,82
"1131082",14,84,11
"1131083",144,624,42
"1131084",359,1489,71
"1131085",88,453,25
"1131086",38,142,7
"1131087A",172,1339,54
"1131087B",0,0,0
"1131087C",0,0,0
"1131087D",0,0,0
"1131088",163,620,48
"1131089",66,791,23
"1131090",133,841,42
"1131091",145,723,37
"1131092",132,1149,49
"1131093",54,608,23
"1131094",45,502,15
"1131095",87,503,20
"1131096",63,488,25
"1131097",186,836,47
"1131098",88,734,28
"1131099",2,19,0
"1131100",69,1057,42
"1131101",105,528,27
"1131102",123,591,35
"1131103",33,164,5
"1131104",110,868,41
"1131105",3,19,0
"1131106",20,84,5
"1131107",52,256,11
"1131108",139,824,43
"1131109",38,136,15
"1131110",0,11,1
"1131111",84,427,29
"1131112",25,224,14
"1131113",9,100,6
"1131114",19,229,12
"1131115",165,522,32
"1131116",196,455,37
"1131117",892,841,36
"1131118",116,558,35
"1131119",51,695,38
"1131120",317,598,45
"1131121",223,745,38
"1131122",29,151,6
"1131124",0,2,0
"1131125",309,533,38
"1131126",62,286,11
"1131127",48,209,13
"1131128",390,117,13
"1131129",4,48,2
"1131130",164,506,43
"1131131",174,495,31
"1131132",6,13,1
"1131133",102,124,9
"1131134",14,169,4
"1131135",65,538,22
"1131136",0,1,0
"1131137",7,12,0
"1131138",0,0,0
"1131139",3,2,0
"1131140",0,0,0
"1131141A",0,0,0
"1131141B",0,0,0
"1131300",570,660,57
"1131301",546,704,53
"1131302",440,743,40
"1131303",4,36,2
"1131304",338,426,19
"1131305",279,415,35
"1131307",1,68,0
"1131308A",319,504,31
"1131308B",0,0,0
"1131309",7,112,5
"1131310",563,765,48
"1131311",628,634,43
"1131312",209,242,31
"1131313",26,144,5
"1131314",315,699,39
"1131315",5,3,0
"1131316",80,246,8
"1131317",0,0,0
"1131500",432,818,44
"1131501",604,752,56
"1131502",716,1277,89
"1131503",353,934,43
"1131504",636,669,36
"1131700",340,601,59
"1131701",411,529,32
"1131702",527,815,63
"1131703",436,833,67
"1131704",260,418,23
"1131705",387,597,49
"1131706",430,837,57
"1131707",43,152,5
"1131708",119,182,12
"1131709",365,1269,50
"1131710",70,561,24
"1131711",321,617,55
"1131712A",582,513,47
"1131712B",0,0,0
"1131713",307,229,28
"1131714",445,505,47
"1131715",181,486,39
"1131716",850,501,43
"1131717",656,976,73
"1131718",456,371,37
"1131719",475,815,62
"1131720",655,826,58
"1131721",639,585,57
"1131722",467,898,70
"1131723",23,58,4
"1131724",11,42,0
"1131725",208,111,15
"1131726",455,515,42
"1131727",41,70,6
"1131728",298,375,41
"1131729",222,482,25
"1131730",0,0,0
"1131731",0,0,0
"1132000",1,0,0
"1132001",3,11,0
"1132002",373,426,34
"1132003",1069,838,49
"1132004",799,424,29
"1132005",330,350,19
"1132006",630,429,26
"1132007",1418,710,36
"1132008",710,379,19
"1132009",702,689,55
"1132010",556,433,31
"1132011",884,522,36
"1132012",669,495,34
"1132013",606,271,20
"1132014",269,100,8
"1132015",354,324,23
"1132016",1597,798,42
"1132017",302,555,41
"1132018",382,229,19
"1132019",777,475,18
"1132020",813,890,56
"1132021",1803,777,49
"1132022",317,193,11
"1132023",479,393,23
"1132024",544,473,26
"1132025",1241,584,41
"1132026",1509,587,31
"1132027",820,334,25
"1132028A",0,0,0
"1132028B",0,0,0
"1132029",911,292,24
"1132030",1087,261,20
"1132031",842,1223,115
"1132032",396,657,69
"1132033",593,677,48
"1132034",704,394,27
"1132035",422,539,35
"1132036",925,700,59
"1132037",332,296,23
"1132038",981,1150,84
"1132039",794,1038,75
"1132040",633,527,53
"1132041",1716,1083,83
"1132042",1041,1032,48
"1132043",769,718,40
"1132044",362,306,26
"1132045",647,656,37
"1132046",778,497,37
"1132047",882,689,66
"1132048",872,1255,84
"1132049",539,526,33
"1132050",558,499,42
"1132051",977,699,58
"1132052",707,285,23
"1132053",377,868,57
"1132054",363,944,56
"1132055",190,451,34
"1132056",589,334,16
"1132057",234,133,7
"1132058",357,361,34
"1132059",492,323,31
"1132060",1181,643,63
"1132061",1073,824,93
"1132062",830,646,66
"1132063",328,194,15
"1132064",621,665,58
"1132065",702,977,54
"1132066",703,365,30
"1132067",443,471,24
"1132068",626,917,62
"1132069",1055,958,71
"1132070",521,436,25
"1132071",814,604,38
"1132072",1003,986,78
"1132073",299,418,28
"1132074",67,174,18
"1132076",0,0,0
"1132077",469,386,22
"1132078",0,0,0
"1132079",199,676,45
"1132200",1040,303,22
"1132201",922,330,26
"1132202",1027,315,22
"1132203",795,300,25
"1132220",1055,199,15
"1132221",1967,451,39
"1132222",1631,408,48
"1132223",746,347,33
"1132224",593,534,44
"1132225",891,286,19
"1132226",1409,447,47
"1132300",254,503,30
"1132301",987,558,51
"1132302",207,623,49
"1132303",657,772,58
"1132305",1039,1063,90
"1132306",401,418,32
"1132307",205,220,10
"1132308",58,104,11
"1132309",167,308,30
"1132310",747,582,61
"1132311",67,131,11
