CNTYVTD,BrownR_18G_Sup Ct 6,ChengD_18G_Sup Ct 6
"2850008",410,55
"2850009",662,95
"2850011",175,21
"2850012",187,20
"2850015",92,18
"2850016",267,30
"2850017",190,16
"2850019",219,24
"2850020",52,9
"2850023",655,90
"2850026",88,32
"2850027",115,9
"2850029",571,93
"2850030",770,129
"2850031",612,72
"2850032",151,12
"2870101",596,243
"2870102",72,60
"2870103",118,14
"2870201",344,26
"2870202",770,147
"2870203",191,29
"2870301",63,8
"2870302",634,159
"2870303",540,173
"2870304",105,31
"2870401",288,103
"2870402",44,34
"2870403",137,30
"2870404",288,125
"2870405",254,58
"2890001",716,123
"2890002",201,23
"2890003",313,46
"2890004",443,71
"2890005",300,48
"2890006",700,69
"2890007",322,27
"2890008",478,84
"2890009",168,20
"2890010",527,45
"2890011",403,76
"2890012",347,111
"2890013",415,32
"2890014",108,21
"289001A",117,10
"289005A",30,2
"289014A",104,18
"2910001",278,41
"2910002",452,61
"2910003",1035,105
"2910004",241,49
"2910005",900,186
"2910006",429,45
"2910007",542,249
"2910008",924,114
"2910009",1099,137
"2910010",1134,323
"2910011",216,182
"2910012",470,160
"2910013",242,24
"2910014",208,39
"2910015",176,49
"2910016",190,21
"2910017",239,28
"2910018",134,397
"2910019",609,240
"2910020",22,340
"2910021",1490,193
"2910022",1192,376
"2910023",599,232
"2910024",320,52
"2910025",426,48
"2910026",813,200
"2910027",145,19
"2910028",313,28
"2910029",530,73
"2910030",573,231
"2930101",648,222
"2930102",331,33
"2930103",343,75
"2930104",370,65
"2930201",188,97
"2930202",59,159
"2930203",34,68
"2930204",226,58
"2930205",154,81
"2930206",192,33
"2930301",550,170
"2930302",220,72
"2930303",80,12
"2930304",310,54
"2930305",143,34
"2930401",427,292
"2930402",219,26
"2930403",165,29
"2930404",229,23
"2930405",182,19
"2930406",110,15
"2950106",134,12
"2950202",80,5
"2950207A",183,12
"2950207B",1,0
"2950303",229,24
"2950308",82,9
"2950404",182,35
"2950409",56,5
"2970001",204,28
"2970002",387,81
"2970003",212,141
"2970004",395,69
"2970005",172,17
"2970006",116,13
"2970007",17,3
"2970008",69,8
"2970009",314,103
"2970010",204,24
"2970011",43,1
"2970012",80,9
"2970013",278,30
"2970014",483,73
"2990101",169,44
"2990102",319,69
"2990108",482,153
"2990109",1944,406
"2990203",1080,236
"2990204",436,124
"2990205",331,97
"2990307",1374,403
"2990410",1874,411
"3010001",15,2
"3010002",7,2
"3010003",17,1
"3010004",5,2
"3030001",518,796
"3030002",420,417
"3030003",272,779
"3030004",76,266
"3030005",108,227
"3030006",30,485
"3030007",956,317
"3030008",353,802
"3030009",976,478
"3030010",143,292
"3030012",852,311
"3030013",630,341
"3030014",310,269
"3030015",492,557
"3030016",276,309
"3030017",130,244
"3030018",242,338
"3030019",209,441
"3030020",23,437
"3030021",501,403
"3030022",653,343
"3030023",460,311
"3030024",397,404
"3030025",258,380
"3030026",315,514
"3030027",761,600
"3030028",915,496
"3030029",413,364
"3030030",911,479
"3030031",731,170
"3030033",1617,272
"3030034A",220,52
"3030034B",1,0
"3030035",307,72
"3030036",748,255
"3030038",301,266
"3030039",976,173
"3030040",35,278
"3030041",1051,230
"3030043",256,29
"3030044",554,150
"3030045",172,49
"3030046",1496,215
"3030047",897,449
"3030049",278,385
"3030050",294,438
"3030051",37,19
"3030052",1398,511
"3030053",769,503
"3030054",1712,395
"3030056",178,65
"3030057",848,404
"3030058",583,222
"3030059",750,497
"3030060",601,175
"3030062",992,351
"3030063",36,17
"3030064",0,0
"3030065",302,110
"3030066",1347,312
"3030067",699,388
"3030069",4,2
"3030072",937,500
"3030075",590,145
"3030076",663,294
"3030078",1447,352
"3030092",127,44
"3030096",28,23
"3030102",286,25
"3030104",512,115
"3030109",1655,367
"3030110",1738,406
"3030111",665,139
"3030112",152,13
"3030113",580,529
"3030114",123,197
"3030117",28,0
"3030118",599,292
"3030119",751,587
"3030120",1389,261
"3030121",1358,233
"3030122",479,202
"3030123",839,289
"3030124",950,264
"3030125",1055,295
"3030126",622,252
"3030127",1134,395
"3030128",1009,228
"3030129",1386,472
"3030131",0,0
"3030132",5,1
"3030135",116,25
"3030138",114,21
"3030140",1763,437
"3030141",940,452
"3030142A",34,24
"3030142B",0,0
"3030148",0,0
"3030151",469,109
"3030152",415,385
"3030153",77,411
"3030154",1352,394
"3030155",1246,150
"3030159",0,0
"3030160",1,0
"3030175",50,10
"3030178",165,15
"3030181",0,0
"3050001A",98,30
"3050001B",10,1
"3050002",132,41
"3050003",184,58
"3050004",310,34
"3050005",22,3
"3050006",138,43
"3050007",28,1
"3050008",13,2
"3050009",188,25
"3050010",2,0
"3050011",48,3
"3050012",49,19
"3050013",70,12
"3050014",50,44
"3070101",653,92
"3070102",76,13
"3070201A",228,99
"3070201B",1,1
"3070202",88,17
"3070301",495,82
"3070302",142,8
"3070401",273,52
"3070402",189,23
"3070403",91,11
"3090001",61,102
"3090002",52,126
"3090003",436,792
"3090004",33,49
"3090005",65,214
"3090006",64,206
"3090007",216,411
"3090008",210,357
"3090009",102,273
"3090010",102,692
"3090011",953,423
"3090012",71,1240
"3090013",31,27
"3090014",52,521
"3090015",91,39
"3090016",230,92
"3090017",255,246
"3090018",96,156
"3090019",1269,549
"3090020",35,144
"3090021",67,172
"3090022",69,113
"3090023",1674,544
"3090024",309,127
"3090025",228,442
"3090026",106,192
"3090027",73,277
"3090028",349,290
"3090029",174,224
"3090030",544,497
"3090031",655,543
"3090032",414,165
"3090033",631,344
"3090034",557,308
"3090035",135,273
"3090036",465,225
"3090037",224,274
"3090038",127,179
"3090039",83,237
"3090040",683,487
"3090041",513,365
"3090042",161,331
"3090043",97,103
"3090044",1954,709
"3090045",102,142
"3090046",34,77
"3090047",109,136
"3090048",66,113
"3090049",103,112
"3090050",247,380
"3090051",1653,878
"3090052",431,208
"3090053",80,84
"3090054",235,108
"3090055",578,111
"3090056",127,237
"3090057",289,278
"3090058",770,585
"3090059",1656,484
"3090060",1807,874
"3090061",1362,602
"3090062",1893,1019
"3090063",2054,588
"3090064",375,138
"3090065",488,110
"3090066",627,123
"3090067",1241,297
"3090068",521,123
"3090069",813,125
"3090070",203,20
"3090071",289,98
"3090072",421,131
"3090073",487,87
"3090074",373,67
"3090075",1576,355
"3090076",967,230
"3090077",721,143
"3090078",1515,486
"3090079",465,228
"3090080",1245,136
"3090081",1995,358
"3090082",1371,301
"3090083",274,61
"3090084",937,307
"3090085",177,214
"3090086",328,584
"3090087",273,360
"3090088",100,90
"3090089",7,18
"3090090",130,100
"3090091",941,308
"3110001",75,7
"3110003",102,11
"311002A",50,4
"311002B",55,1
"311004A",41,1
"311004B",54,7
"3130101",686,178
"3130202",789,205
"3130303",525,269
"3130404",1010,108
"3150001",188,93
"3150002",480,109
"3150003",228,59
"3150004",178,75
"3150005",304,76
"3150006",276,143
"3150007",162,217
"3150008",386,114
"3150009",173,52
"3150010",102,74
"3170001",276,63
"3170002",209,73
"3170003",301,38
"3170004",259,55
"317003A",125,11
"317004A",104,4
"3190101",376,91
"3190210",284,82
"3190302",470,101
"3190405",417,90
"3210002",342,75
"3210004",607,105
"3210005",777,268
"3210006",627,168
"3210007",105,16
"3210008",339,84
"3210009",58,46
"3210010",179,31
"3210012",109,32
"3210013",145,98
"321001A",1103,280
"321001B",1111,418
"321001C",129,320
"321001D",261,219
"321001E",346,303
"321001F",199,124
"321003A",525,322
"321003B",321,76
"323001A",57,203
"323001B",317,673
"323001C",370,1111
"323002A",40,218
"323002BA",25,75
"323002BB",48,148
"323002BC",186,591
"323002C",127,440
"323002D",21,26
"323003A",398,865
"323003B",414,965
"323003C",112,116
"323004A",87,274
"323004B",396,771
"323004C",112,296
"323004D",131,509
"325001A",760,129
"325001B",824,148
"325001C",1136,446
"325001D",1074,302
"325002A",742,383
"325002B",1444,365
"325002C",1554,516
"325003A",440,142
"325003B",250,55
"325003C",794,356
"325003D",303,589
"325004A",682,178
"325004B",1216,480
"325004C",384,318
"3270001",108,44
"3270002",143,30
"3270003",167,36
"3270004",111,23
"3270005",39,3
"3270006",58,7
"3290101A",317,44
"3290101B",10,1
"3290102",1148,402
"3290103",991,303
"3290104",181,122
"3290105",479,219
"3290106",1068,430
"3290107",1261,288
"3290108",145,41
"3290109",164,122
"3290110",1659,212
"3290201",1025,172
"3290202",2501,271
"3290203",309,65
"3290204",1477,226
"3290205",601,98
"3290206",987,155
"3290207",1342,275
"3290208",274,129
"3290210",657,173
"3290211",1094,277
"3290212",649,223
"3290302",939,267
"3290303",51,46
"3290304",164,223
"3290305",110,273
"3290306",213,441
"3290307",417,185
"3290308",564,957
"3290309",60,31
"3290310",116,68
"3290401",460,65
"3290402",163,31
"3290403",1687,293
"3290404",1285,274
"3290405",1197,259
"3290406",881,163
"3290407",1187,305
"3290408",1137,133
"3290409",842,171
"3290410",690,80
"3290411",2218,215
"329108A",160,38
"329109A",0,0
"329307A",76,45
"329309A",12,1
"329402A",396,76
"3310101",1015,265
"3310105",489,115
"3310203",196,38
"3310207",170,97
"3310210",263,65
"3310212",577,292
"3310316",318,80
"3310317",538,101
"3310318",878,347
"3310419",610,277
"3310420",850,263
"3330001",477,59
"3330002",242,27
"3330003",173,21
"3330006",143,17
"3330008",307,43
"3330009",301,48
"3330011",101,7
"3350001",422,79
"3350002",123,6
"3350003",375,95
"3350004",252,53
"3350025",169,54
"3350046",191,34
"3370002",1178,164
"3370003",666,69
"3370004",242,26
"3370005",427,54
"3370006",451,60
"3370007",551,71
"3370008",380,59
"3370009",570,90
"3370010",444,76
"3370011",432,77
"3370012",62,8
"3370013",518,64
"3370014",102,16
"3370015",239,23
"3370016",134,21
"3390001",1059,522
"3390002",835,298
"3390003",1953,1038
"3390004",669,457
"3390005",174,21
"3390006",1489,699
"3390007",813,175
"3390008",1417,202
"3390009",885,170
"3390010",252,694
"3390011",775,199
"3390012",641,210
"3390013",2613,440
"3390014",1428,611
"3390015",2259,536
"3390016",1420,240
"3390017",1484,293
"3390018A",2092,465
"3390018B",1,0
"3390019",1638,329
"3390020",646,355
"3390021",1315,526
"3390022",2173,472
"3390023",1214,463
"3390024",1208,436
"3390025",1239,234
"3390026",662,213
"3390027",1591,600
"3390028",1523,255
"3390029A",1830,336
"3390029B",111,20
"3390029C",198,36
"3390030A",1987,320
"3390030B",50,7
"3390030C",101,16
"3390030D",78,12
"3390031",2032,819
"3390032",929,650
"3390033",1318,594
"3390034",2153,767
"3390035",1996,762
"3390036",1102,299
"3390037",917,323
"3390038A",2632,432
"3390038B",6,1
"3390038C",46,8
"3390038D",22,4
"3390038E",1,0
"3390038F",22,4
"3390039",2363,354
"3390040",2494,673
"3390041",1487,218
"3390042",319,44
"3390043",2379,520
"3390044",813,391
"3390045",1267,466
"3390046",2048,999
"3390047",1215,854
"3390048",1091,476
"3390049",955,508
"3390050",2020,349
"3390051",604,389
"3390052",1115,302
"3390053",1664,403
"3390054",503,158
"3390055",416,115
"3390056",1235,559
"3390057",1287,270
"3390058",1257,400
"3390059",831,272
"3390060",502,306
"3390061",1929,1063
"3390062",1197,586
"3390063",2824,539
"3390064",689,204
"3390065",2402,413
"3390066",1728,303
"3390067",1018,597
"3390068",1890,720
"3390069",1746,911
"3390070",1225,576
"3390071",1886,844
"3390072",2523,362
"3390073",635,294
"3390074",972,297
"3390075",2378,1140
"3390076",2301,438
"3390077",2341,426
"3390078",2155,944
"3390079",798,422
"3390080",2134,820
"3390081",1740,750
"3390082",2272,786
"3390083",610,113
"3390084",1119,954
"3390085",1463,313
"3390086",2772,487
"3390087",1212,570
"3390088A",2122,1174
"3390088B",63,35
"3390089A",2726,605
"3390089B",33,7
"3390089C",6,0
"3390090",2434,436
"3390090B",8,0
"3390090C",13,2
"3390091A",756,107
"3390092",1497,920
"3390093",1288,445
"3390094",474,248
"3390095",1169,741
"3390096A",1480,781
"3390096B",0,0
"3390096C",76,41
"3410101",778,221
"3410201",747,136
"3410202",799,105
"3410203",33,7
"3410301",398,157
"3410401",438,61
"3410402",28,90
"3430101",74,211
"3430102",77,128
"3430103",239,128
"3430202",475,116
"3430203",353,132
"3430302",355,156
"3430303",522,94
"3430401",788,270
"3450001",139,3
"3450002",57,8
"3450003",14,1
"3450004",117,12
"3450005",75,8
"3450006",71,12
"3470012",925,189
"3470013",688,114
"3470014",1292,327
"3470015",732,134
"3470016",1326,336
"3470017",111,93
"3470021",820,230
"3470022",26,32
"3470023",97,93
"3470024",176,479
"3470025",30,28
"3470026",761,839
"3470027",40,554
"3470030",58,134
"3470031",188,246
"3470032",816,1289
"3470033",1923,1000
"3470034",41,39
"3470041",280,261
"3470042",568,286
"3470043",620,193
"3470044",838,161
"3470045",416,67
"3470046",432,110
"3470047",502,57
"3490101",535,323
"3490103",805,230
"3490104",281,76
"3490105",144,14
"3490106",199,61
"3490107",361,180
"3490108",213,41
"3490109",180,45
"3490200",91,232
"3490201",18,271
"3490202",79,224
"3490203",786,307
"3490204",122,41
"3490205",699,125
"3490206",281,42
"3490300",618,394
"3490301",105,69
"3490303",462,128
"3490304",317,45
"3490305",218,56
"3490306",135,20
"3490307",219,37
"3490308",186,32
"3490400",764,199
"3490401",126,91
"3490402",852,183
"3490403",717,84
"3490404",478,101
"3490405",399,50
"3490406",133,15
"3510001",397,78
"3510002",140,23
"3510003",324,27
"3510004",75,23
"3510005",250,26
"3510006",212,166
"3510007",82,36
"3510008A",108,41
"3510008B",29,10
"3510009",105,40
"3510010",177,24
"3510011",291,34
"3510012",73,13
"3510013",376,50
"3510014",72,103
"3510015",179,30
"3510016",137,23
"3510017",12,33
"3510018",122,12
"3510019",118,13
"3510020",17,82
"3510021",142,19
"3510022",86,103
"3530001",332,117
"3530002",480,93
"3530003",510,188
"3530004",351,234
"3530005",74,20
"3530006",433,93
"3530007",161,9
"3530008",96,11
"3530009",635,126
"3550001",264,265
"3550002",637,590
"3550003",1079,933
"3550004",369,685
"3550005",526,416
"3550006",1049,522
"3550007",54,190
"3550008",1137,1001
"3550009",552,315
"3550010",468,158
"3550011",146,141
"3550012",194,321
"3550013",67,327
"3550014",144,36
"3550015",177,137
"3550016",223,121
"3550017",512,794
"3550018",661,457
"3550019",1286,555
"3550020",407,880
"3550021",139,62
"3550022",90,99
"3550023",959,244
"3550024",46,200
"3550025",157,49
"3550026",1530,966
"3550027",110,130
"3550028",96,16
"3550029",994,784
"3550030",6,32
"3550031",29,144
"3550032",446,431
"3550033",46,117
"3550034",50,93
"3550035",51,242
"3550036",138,209
"3550037",144,396
"3550038",16,112
"3550039",108,136
"3550040",1730,609
"3550041",27,72
"3550042",156,100
"3550043",39,136
"3550044",38,198
"3550045",19,114
"3550046",16,60
"3550047",17,68
"3550048",266,397
"3550049",329,146
"3550050",104,144
"3550051",273,408
"3550052",62,232
"3550053",85,195
"3550054",134,453
"3550055",105,330
"3550056",87,223
"3550057",106,201
"3550058",315,347
"3550059",338,438
"3550060",43,265
"3550061",23,213
"3550062",53,208
"3550063",786,630
"3550064",377,201
"3550065",1059,872
"3550066",288,359
"3550067",993,864
"3550068",115,283
"3550069",263,468
"3550070",308,650
"3550071",122,390
"3550072",204,372
"3550073",97,409
"3550074",89,430
"3550075",104,506
"3550076",39,160
"3550077",11,77
"3550078",90,455
"3550079",80,282
"3550080",78,423
"3550081",1663,566
"3550082",58,110
"3550083",76,263
"3550084",117,177
"3550085",16,143
"3550086",184,185
"3550087",245,361
"3550088",559,585
"3550089",106,133
"3550090",148,178
"3550091",700,869
"3550092A",501,493
"3550092B",23,23
"3550093",252,707
"3550094",384,489
"3550095",85,214
"3550096",98,216
"3550097",92,273
"3550098",107,508
"3550099",34,128
"3550100",210,232
"3550101",767,603
"3550102",410,301
"3550103",654,408
"3550104",41,225
"3550105",52,308
"3550106",504,602
"3550107",1774,639
"3550108",72,162
"3550109",124,126
"3550110",357,233
"3550111",269,169
"3550112",583,591
"3550113",30,123
"3550114",58,99
"3550115",480,455
"3550116",931,1036
"3550117",1021,417
"3550118",427,715
"3550119",938,681
"3550120",519,486
"3550121",308,405
"3550122",1103,497
"3550123",596,360
"3550124",782,745
"3550125",1359,1203
"3550126",948,565
"3550127",659,265
"3570001",285,41
"3570002",440,45
"3570003",852,57
"3570004",569,60
"3590101",107,16
"3590103",93,6
"3590202",87,9
"3590203",105,11
"3590303",147,18
"3590403",85,7
"3590404",97,6
"3610001",104,30
"3610002",185,302
"3610003",84,405
"3610004",4,156
"3610005",380,357
"3610006",762,149
"3610007",596,229
"3610008",994,198
"3610009",837,151
"3610010",288,73
"3610011",172,73
"3610012",407,138
"3610013",365,220
"3610014",550,257
"3610015",729,170
"3610016",1142,127
"3610017",774,95
"3610018",832,125
"3610019",651,113
"3610020",550,86
"3610021",106,23
"3610022",552,63
"3610023",1191,152
"3610024",654,90
"3610025",688,123
"3610026",899,165
"3610027",904,123
"3610028",1446,191
"3610029",453,70
"3610030",435,65
"3610031",1074,146
"3610032",907,91
"3610033",609,95
"3610034",638,88
"3630001",300,66
"3630002",10,1
"3630003",471,72
"3630004",208,22
"3630005",193,52
"3630006",451,115
"3630007",257,37
"3630008",847,99
"3630009",220,33
"3630011",143,23
"3630012",199,38
"3630013",311,80
"3630014",81,17
"3630015",393,56
"3630016",218,24
"3630017",183,76
"3630018",82,12
"3630020",108,7
"3630021",347,101
"3630022",491,76
"3630023",504,159
"3630024",66,11
"3630025",55,12
"3630026",33,12
"3630027",688,188
"3630028",264,97
"3630029",290,135
"3630030",171,79
"3650001",833,185
"3650002",954,206
"3650003",572,156
"3650005",253,26
"3650007",297,79
"3650008",102,19
"3650009",330,48
"3650010",145,51
"3650012",250,8
"3650013",135,47
"3650014",235,21
"3650018",1007,174
"3650019",177,12
"3650020",177,2
"3650022",100,82
"3650026",75,29
"3650027",307,233
"3650028",935,172
"3650029",188,9
"3670100",1992,453
"3670105",998,175
"3670110",648,177
"3670111",538,137
"3670115",961,217
"3670120",900,172
"3670125",1233,165
"3670130",1402,244
"3670135",721,132
"3670140",537,94
"3670200",592,188
"3670205",662,256
"3670210",923,119
"3670215",1714,257
"3670220",367,51
"3670225",623,101
"3670230",692,140
"3670235",552,76
"3670240",669,111
"3670245",720,115
"3670250",736,143
"3670255",823,198
"3670300",728,270
"3670305",1064,269
"3670310",586,225
"3670315",1797,432
"3670320",920,152
"3670325",931,142
"3670330",620,133
"3670335",1929,215
"3670340",512,58
"3670345",985,165
"3670350",1370,192
"3670400",1663,370
"3670405A",1603,297
"3670405B",138,25
"3670410",1004,241
"3670415",1218,332
"3670420",1133,180
"3670425",719,127
"3670430",1279,333
"3670435",1362,329
"3670440",2108,386
"3670445",1044,170
"3670450",1305,314
"3690101",510,105
"3690201",155,109
"3690202",121,7
"3690203",43,0
"3690301",426,61
"3690302",125,7
"3690303",30,4
"3690401",153,11
"3690402",83,52
"3710001",567,328
"3710002",429,347
"3710003",128,16
"3710004",308,55
"3710005",43,4
"3710006",28,18
"3710007",330,312
"3710009",101,25
"3710010",156,159
"3730001",167,19
"3730002",223,26
"3730003",594,184
"3730004",593,138
"3730005",1023,280
"3730006",1936,343
"3730007",250,88
"3730008",311,133
"3730009",287,67
"3730010",667,292
"3730011",139,43
"3730012",55,69
"3730013",198,16
"3730014",331,45
"3730015",440,56
"3730016",1707,291
"3730017",518,81
"3730018",92,174
"3730019",1373,606
"3730020",1403,598
"3730021",475,130
"3750121",972,242
"3750122",824,279
"3750123",1248,590
"3750124",1015,286
"3750125",1231,589
"3750126",723,374
"3750221",254,237
"3750222",264,183
"3750223",268,332
"3750224",582,412
"3750225",263,269
"3750321",1352,134
"3750322",102,14
"3750323",1876,321
"3750324",2114,518
"3750325",1002,323
"3750326",1078,207
"3750327",468,90
"3750421",160,266
"3750422",451,711
"3750424",196,316
"3750425",246,310
"3750426",116,92
"3750427",91,97
"3770001",78,108
"3770002",44,125
"3770003",3,15
"3770004",43,211
"3770005",27,130
"3770006",11,6
"3770007",216,552
"3790101",622,59
"3790102",318,74
"3790203",744,94
"3790204",302,46
"3790305",445,77
"3790306",415,136
"3790407",471,78
"3790408",393,79
"3810110",2445,342
"3810111",1396,614
"3810112",1025,430
"3810114",1073,386
"3810123",637,231
"3810208",2800,599
"3810220",889,219
"3810222",2182,433
"3810227",2604,498
"3810228",2507,545
"3810230",1601,306
"3810305",1268,256
"3810306",1822,425
"3810307",1830,349
"3810309",1666,212
"3810324",2621,537
"3810325",2034,265
"3810415",1836,480
"3810418",2235,575
"3810421",1305,384
"3810426",1473,221
"3810429",1718,584
"3830001",69,34
"3830002",249,30
"3830003A",176,32
"3830003B",20,0
"3830004",158,30
"3850001",364,65
"3850002",404,54
"3850003",186,54
"3850004",137,20
"3850006",164,24
"3850007",44,3
"3870001",43,5
"3870002",251,114
"3870003",303,257
"3870004",296,177
"3870005",484,62
"3870007",124,25
"3870009",163,11
"3870010",115,6
"3870011",68,10
"3870013",283,49
"3870014",100,17
"3870017",125,19
"3870018",78,11
"3870019",202,30
"3870020",41,39
"3870021",65,24
"3870024",86,27
"3870027",210,16
"3870028",100,39
"3870029",74,28
"3870030",66,5
"3870031",83,7
"3890001",31,68
"3890002",111,154
"3890003",150,162
"3890004",24,4
"3890005",79,101
"3890006",23,23
"3890007",168,139
"3890008",52,59
"3890010",121,161
"3890011",75,163
"3890012",197,146
"3910001",91,93
"3910002",389,100
"3910003",281,96
"3910004",42,131
"391001A",98,142
"391002A",113,13
"391002B",103,48
"391003A",262,78
"391004A",126,95
"391004B",72,41
"3930001",114,3
"3930002",115,5
"3930003",80,7
"39304-1",64,2
"39304-2",65,3
"3950001",363,333
"3950002",447,279
"3950003",307,45
"3950004",269,33
"3950005",601,216
"3950006",690,158
"3950007",21,24
"3950008",164,17
"3950011",469,145
"3950013",114,13
"3950016",77,14
"3950018",46,6
"3950019",305,39
"3950022",92,447
"3950023",143,163
"3970001",2354,928
"3970002",1912,701
"3970003",133,138
"3970004",1208,304
"397001A",1386,729
"397001B",2770,847
"397001C",1620,477
"397002A",1839,868
"397002B",771,397
"397002C",2721,683
"397003A",339,401
"397003B",985,708
"397003C",1518,300
"397003D",3166,864
"397004A",3016,1476
"397004B",548,257
"397004C",1306,470
"3990001",569,97
"3990002",47,13
"3990003",564,73
"3990004A",133,23
"3990004B",7,0
"3990005",94,6
"3990006",78,4
"3990007",376,56
"3990008",361,33
"3990009",374,46
"3990010",221,16
"4010111",427,78
"4010112",784,162
"4010113",1190,300
"4010114",653,144
"4010201",371,87
"4010212",421,78
"4010213",831,179
"4010214",1148,346
"4010215",823,289
"4010302",288,257
"4010303",380,318
"4010314A",468,55
"4010314B",43,5
"4010315",407,39
"4010316",242,18
"4010317",173,122
"4010318",469,125
"4010319",113,89
"4010404",803,153
"4010405",576,136
"4010416",404,83
"4010417",587,156
"4010418",954,226
"4030001",934,98
"4030002",745,89
"4030003",152,74
"4030004",136,9
"4030005",482,43
"4030006",773,120
"4030007",44,48
"4030008",142,20
"4050001",415,217
"4050002",106,87
"4050003",93,36
"4050004",152,61
"4050005",165,22
"4050006",144,24
"4050007",160,33
"4050008",337,26
"4050009",443,54
"4050010",189,20
"4050011",7,151
"4070001",1163,312
"4070002",1299,324
"4070003",541,126
"4070004",386,27
"4070005",873,126
"4070006",969,213
"4070007",904,304
"4070008",447,135
"4070010",280,52
"4070013",301,60
"4070014",257,91
"4090101",113,106
"4090102",561,544
"4090103",166,29
"4090104",405,230
"4090105",172,459
"4090106",412,227
"4090107",86,47
"4090108",1446,523
"4090109",945,361
"4090110",435,330
"4090111",22,3
"4090112",66,335
"4090113",125,284
"4090114",640,213
"4090115",1298,419
"4090116",1693,490
"4090117",163,59
"4090118",328,530
"4090119",449,196
"4090120",285,94
"4090121",610,299
"4090122",267,116
"4090123",29,22
"4090124",583,753
"4090125",19,7
"4110001",457,64
"411002A",319,34
"411002B",152,15
"411003A",232,43
"411003B",163,29
"411004A",408,35
"411004B",62,4
"4130001",200,70
"4130002",186,50
"4130003",49,37
"4130004",275,41
"4150005",56,6
"4150006",137,16
"4150007",964,138
"4150008",362,50
"4150009",253,18
"4150010",639,71
"4150011",69,5
"4150012",504,115
"4150013",226,38
"4150014",67,13
"4150015",405,140
"4170101",274,33
"4170202",333,18
"4170303",133,8
"4170307",156,12
"4170404",23,0
"4170405",108,10
"4170406A",135,17
"4170406B",2,0
"4190002",387,38
"4190003",163,11
"4190004",336,54
"4190005",916,89
"4190006",261,54
"4190007",298,115
"4190008",368,178
"419001N",580,110
"419001S",696,171
"419001W",202,37
"419009N",468,112
"419009S",408,75
"41901SE",265,350
"41901SW",570,92
"4210101",37,4
"4210102",100,17
"4210201",69,16
"4210202",60,0
"4210301",67,7
"4210302",108,8
"4210401",262,19
"4230001",57,96
"4230002",62,228
"4230003",1053,370
"4230004",377,335
"4230005",2080,317
"4230006",375,91
"4230007",803,245
"4230008",593,178
"4230009",43,96
"4230010",697,787
"4230011",114,632
"4230012",261,760
"4230013",21,674
"4230014",558,327
"4230015",2603,352
"4230016",68,503
"4230017",473,52
"4230018",44,568
"4230019",2300,399
"4230020",116,155
"4230021",717,214
"4230022",136,110
"4230023",902,383
"4230025",984,281
"4230026",1222,241
"4230027",607,333
"4230028",1768,345
"4230029",815,217
"4230030",2166,380
"4230031",1865,342
"4230032",1176,332
"4230034",167,495
"4230035",517,770
"4230036",263,972
"4230037",946,202
"4230038",837,400
"4230039",121,136
"4230040",2576,445
"4230041",1798,323
"4230042",1959,418
"4230043",384,191
"4230044",1180,754
"4230045",709,77
"4230046",401,170
"4230047",138,65
"4230048",118,86
"4230049",41,73
"4230050",1134,343
"4230052",1022,188
"4230054",1330,523
"4230055",1680,849
"4230056",1508,502
"4230058",1494,423
"4230059",1608,465
"4230060",87,151
"4230061",618,471
"4230063",6,30
"4230064",48,37
"4230065",37,36
"4230066",174,150
"4230070",184,104
"4230071",1997,462
"4230072",71,42
"4230073",162,144
"4230074",164,31
"4230075",1669,245
"4230076",68,174
"4230077",119,95
"4230078",77,18
"4230079",1612,416
"4230080",10,2
"4230081",43,82
"4230082",8,12
"4250001",610,101
"4250002",876,163
"4250003",749,161
"4250004",765,115
"4270001",255,626
"4270002",307,869
"4270003",127,422
"4270004",116,135
"4270005",16,30
"4270006",509,2129
"4270007",63,272
"4270008",158,700
"4270009",225,759
"4270010",460,1326
"4291-11",491,68
"4292-11",613,78
"4292-19A",41,1
"4292-19B",97,6
"4292-19C",0,0
"4293-11",216,48
"4293-19",236,19
"4294-11",275,44
"4294-19",448,40
"4295-11",186,11
"4310001A",95,6
"4310001B",28,4
"4310002A",63,8
"4310002B",6,0
"4310002C",10,1
"4310002D",3,0
"4310003",136,7
"4310004",101,9
"4330001",129,17
"4330002",119,33
"4330003",118,21
"4330004",102,34
"4350101",147,79
"4350201",267,38
"4350301",359,73
"4350401",148,70
"4370001",201,61
"4370002",357,119
"4370003",330,69
"4370004",88,51
"4370006",118,44
"4370007",203,32
"4370009",16,7
"4370011",112,39
"4391001",494,561
"4391004",653,633
"4391005",20,334
"4391008",4,108
"4391009",476,322
"4391010",27,118
"4391011",33,321
"4391012",466,775
"4391013",147,990
"4391014",108,169
"4391015",219,402
"4391019",61,231
"4391021",1178,580
"4391022",410,332
"4391023",1328,1228
"4391024",1050,641
"4391025",272,642
"4391034",1421,410
"4391056",25,110
"4391059",19,191
"4391061",6,49
"4391062",8,12
"4391064",0,0
"4391066",118,258
"4391071",370,768
"4391074",22,261
"4391075",55,291
"4391076",319,420
"4391078",12,346
"4391079",19,434
"4391080",23,470
"4391081",262,164
"4391082",105,179
"4391083",55,323
"4391084",0,0
"4391085",122,215
"4391088",84,431
"4391089",21,555
"4391090",25,514
"4391094",283,589
"4391095",367,214
"4391098",49,602
"4391099",93,242
"4391103",607,294
"4391104",103,1167
