CNTYVTD,DevineR_18G_Sup Ct 4,SandillD_18G_Sup Ct 4
"2850026",90,30
"2850027",113,11
"2850029",567,94
"2850030",769,127
"2850031",609,76
"2850032",148,16
"2870101",602,239
"2870102",69,60
"2870103",118,12
"2870201",347,24
"2870202",777,145
"2870203",192,29
"2870301",62,9
"2870302",629,160
"2870303",530,179
"2870304",102,33
"2870401",286,103
"2870402",45,33
"2870403",134,35
"2870404",292,122
"2870405",256,55
"2890001",717,120
"2890002",199,24
"2890003",315,44
"2890004",444,69
"2890005",301,46
"2890006",703,66
"2890007",323,28
"2890008",480,83
"2890009",169,20
"2890010",529,43
"2890011",404,75
"2890012",346,112
"2890013",416,30
"2890014",110,19
"289001A",116,11
"289005A",30,2
"289014A",104,18
"2910001",277,42
"2910002",455,61
"2910003",1030,104
"2910004",240,49
"2910005",894,193
"2910006",428,46
"2910007",543,250
"2910008",919,115
"2910009",1103,126
"2910010",1134,321
"2910011",212,183
"2910012",471,158
"2910013",240,23
"2910014",207,41
"2910015",173,52
"2910016",189,22
"2910017",240,27
"2910018",141,392
"2910019",605,241
"2910020",23,343
"2910021",1486,195
"2910022",1187,381
"2910023",602,228
"2910024",315,52
"2910025",427,47
"2910026",817,194
"2910027",144,19
"2910028",315,26
"2910029",527,75
"2910030",570,237
"2930101",644,225
"2930102",336,28
"2930103",344,73
"2930104",370,64
"2930201",187,97
"2930202",58,159
"2930203",35,67
"2930204",227,56
"2930205",154,82
"2930206",195,30
"2930301",549,173
"2930302",222,70
"2930303",79,13
"2930304",310,55
"2930305",145,31
"2930401",420,299
"2930402",220,25
"2930403",164,29
"2930404",229,23
"2930405",183,19
"2930406",109,16
"2950106",130,15
"2950202",79,7
"2950207A",178,16
"2950207B",1,0
"2950303",228,25
"2950308",79,12
"2950404",183,35
"2950409",51,10
"2970001",207,29
"2970002",386,81
"2970003",216,139
"2970004",397,69
"2970005",172,17
"2970006",118,11
"2970007",16,4
"2970008",71,6
"2970009",318,98
"2970010",207,23
"2970011",43,0
"2970012",83,8
"2970013",276,31
"2970014",486,74
"2990101",168,44
"2990102",317,72
"2990108",481,155
"2990109",1949,403
"2990203",1087,230
"2990204",436,124
"2990205",332,95
"2990307",1379,399
"2990410",1878,407
"3010001",13,3
"3010002",7,2
"3010003",18,1
"3010004",5,3
"3030001",526,787
"3030002",426,408
"3030003",274,778
"3030004",79,263
"3030005",105,230
"3030006",38,476
"3030007",961,319
"3030008",346,809
"3030009",978,479
"3030010",150,286
"3030012",848,312
"3030013",630,345
"3030014",313,265
"3030015",498,548
"3030016",274,311
"3030017",137,236
"3030018",239,341
"3030019",206,445
"3030020",27,432
"3030021",516,385
"3030022",650,344
"3030023",464,309
"3030024",395,410
"3030025",270,368
"3030026",338,493
"3030027",776,583
"3030028",922,490
"3030029",417,356
"3030030",912,478
"3030031",737,163
"3030033",1615,275
"3030034A",220,56
"3030034B",1,0
"3030035",310,67
"3030036",745,253
"3030038",300,268
"3030039",974,179
"3030040",37,278
"3030041",1050,237
"3030043",255,31
"3030044",550,152
"3030045",170,52
"3030046",1499,208
"3030047",904,442
"3030049",282,380
"3030050",295,433
"3030051",37,18
"3030052",1398,510
"3030053",775,500
"3030054",1706,390
"3030056",176,67
"3030057",848,400
"3030058",592,213
"3030059",756,488
"3030060",603,174
"3030062",992,352
"3030063",36,17
"3030064",0,0
"3030065",303,107
"3030066",1353,306
"3030067",700,385
"3030069",4,2
"3030072",936,503
"3030075",591,144
"3030076",662,291
"3030078",1442,356
"3030092",129,42
"3030096",28,24
"3030102",287,26
"3030104",519,109
"3030109",1654,361
"3030110",1729,409
"3030111",661,143
"3030112",150,13
"3030113",591,518
"3030114",126,194
"3030117",28,0
"3030118",595,292
"3030119",761,579
"3030120",1398,251
"3030121",1353,234
"3030122",490,192
"3030123",843,288
"3030124",961,258
"3030125",1054,297
"3030126",624,249
"3030127",1132,393
"3030128",1006,224
"3030129",1389,469
"3030131",0,0
"3030132",5,1
"3030135",119,22
"3030138",115,20
"3030140",1770,433
"3030141",945,444
"3030142A",34,24
"3030142B",0,0
"3030148",0,0
"3030151",471,108
"3030152",419,381
"3030153",78,408
"3030154",1360,392
"3030155",1240,148
"3030159",0,0
"3030160",1,0
"3030175",50,9
"3030178",166,15
"3030181",0,0
"3050001A",96,31
"3050001B",10,1
"3050002",131,41
"3050003",187,57
"3050004",310,34
"3050005",22,2
"3050006",139,43
"3050007",28,1
"3050008",13,2
"3050009",190,24
"3050010",2,0
"3050011",48,2
"3050012",48,20
"3050013",69,13
"3050014",50,44
"3070101",651,94
"3070102",76,13
"3070201A",230,94
"3070201B",1,1
"3070202",89,15
"3070301",499,78
"3070302",141,8
"3070401",276,51
"3070402",191,20
"3070403",90,11
"3090001",61,100
"3090002",55,123
"3090003",442,779
"3090004",33,49
"3090005",64,213
"3090006",66,203
"3090007",220,410
"3090008",210,356
"3090009",104,268
"3090010",104,690
"3090011",948,423
"3090012",71,1238
"3090013",30,28
"3090014",47,521
"3090015",92,38
"3090016",232,90
"3090017",256,246
"3090018",105,149
"3090019",1268,546
"3090020",39,140
"3090021",63,177
"3090022",66,116
"3090023",1677,538
"3090024",308,131
"3090025",227,442
"3090026",105,194
"3090027",75,275
"3090028",356,283
"3090029",177,223
"3090030",542,497
"3090031",659,536
"3090032",414,162
"3090033",640,334
"3090034",557,307
"3090035",139,267
"3090036",454,234
"3090037",218,280
"3090038",126,175
"3090039",83,237
"3090040",679,492
"3090041",520,361
"3090042",164,324
"3090043",100,99
"3090044",1945,713
"3090045",101,143
"3090046",36,74
"3090047",105,139
"3090048",63,116
"3090049",105,110
"3090050",251,376
"3090051",1667,860
"3090052",429,210
"3090053",80,84
"3090054",238,105
"3090055",580,110
"3090056",125,236
"3090057",289,281
"3090058",772,582
"3090059",1647,493
"3090060",1809,869
"3090061",1375,589
"3090062",1890,1009
"3090063",2055,585
"3090064",374,139
"3090065",488,110
"3090066",627,118
"3090067",1250,290
"3090068",528,116
"3090069",815,123
"3090070",196,24
"3090071",287,99
"3090072",420,129
"3090073",490,83
"3090074",371,67
"3090075",1573,355
"3090076",967,230
"3090077",725,137
"3090078",1527,471
"3090079",468,226
"3090080",1245,136
"3090081",2001,347
"3090082",1372,295
"3090083",271,64
"3090084",932,312
"3090085",173,218
"3090086",331,580
"3090087",270,362
"3090088",101,88
"3090089",7,18
"3090090",131,98
"3090091",937,306
"3110001",75,7
"3110003",101,12
"311002A",49,4
"311002B",54,2
"311004A",41,2
"311004B",54,7
"3130101",684,178
"3130202",788,206
"3130303",528,269
"3130404",1003,114
"3150001",188,94
"3150002",482,104
"3150003",227,61
"3150004",177,76
"3150005",303,76
"3150006",275,143
"3150007",165,213
"3150008",389,112
"3150009",174,50
"3150010",102,73
"3170001",277,62
"3170002",214,69
"3170003",305,33
"3170004",265,49
"317003A",124,11
"317004A",104,4
"3190101",373,93
"3190210",286,79
"3190302",468,99
"3190405",422,86
"3210002",340,76
"3210004",603,107
"3210005",779,269
"3210006",629,170
"3210007",105,15
"3210008",332,91
"3210009",57,46
"3210010",178,32
"3210012",109,32
"3210013",143,99
"321001A",1103,280
"321001B",1123,406
"321001C",128,322
"321001D",266,212
"321001E",347,299
"321001F",199,123
"321003A",532,312
"321003B",319,77
"323001A",55,205
"323001B",316,678
"323001C",396,1086
"323002A",39,220
"323002BA",25,75
"323002BB",48,146
"323002BC",192,588
"323002C",130,440
"323002D",21,25
"323003A",409,859
"323003B",431,948
"323003C",120,108
"323004A",99,262
"323004B",405,763
"323004C",115,296
"323004D",144,498
"325001A",762,128
"325001B",830,142
"325001C",1149,430
"325001D",1075,302
"325002A",747,380
"325002B",1445,361
"325002C",1555,513
"325003A",443,140
"325003B",252,52
"325003C",800,353
"325003D",300,591
"325004A",683,176
"325004B",1240,456
"325004C",386,318
"3270001",109,43
"3270002",143,32
"3270003",170,34
"3270004",112,21
"3270005",39,3
"3270006",56,9
"3290101A",320,40
"3290101B",10,1
"3290102",1153,393
"3290103",1010,280
"3290104",186,118
"3290105",476,220
"3290106",1066,430
"3290107",1265,280
"3290108",146,39
"3290109",164,121
"3290110",1652,216
"3290201",1016,182
"3290202",2511,259
"3290203",312,63
"3290204",1480,219
"3290205",597,100
"3290206",990,153
"3290207",1352,257
"3290208",275,126
"3290210",656,170
"3290211",1091,277
"3290212",648,216
"3290302",944,260
"3290303",53,44
"3290304",163,222
"3290305",111,270
"3290306",215,435
"3290307",426,173
"3290308",562,953
"3290309",58,32
"3290310",117,67
"3290401",462,63
"3290402",164,31
"3290403",1698,281
"3290404",1288,266
"3290405",1189,263
"3290406",876,167
"3290407",1190,302
"3290408",1135,137
"3290409",832,178
"3290410",697,74
"3290411",2219,208
"329108A",165,33
"329109A",0,0
"329307A",77,44
"329309A",12,1
"329402A",397,73
"3310101",1017,263
"3310105",488,116
"3310203",194,39
"3310207",169,97
"3310210",263,65
"3310212",581,285
"3310316",314,84
"3310317",543,97
"3310318",872,351
"3310419",604,281
"3310420",839,273
"3330001",470,64
"3330002",240,27
"3330003",177,17
"3330006",142,18
"3330008",308,44
"3330009",302,46
"3330011",102,7
"3350001",426,76
"3350002",123,5
"3350003",378,89
"3350004",254,52
"3350025",168,53
"3350046",194,30
"3370002",1177,162
"3370003",665,67
"3370004",241,24
"3370005",425,55
"3370006",451,58
"3370007",547,73
"3370008",380,57
"3370009",567,91
"3370010",441,80
"3370011",432,77
"3370012",62,8
"3370013",515,66
"3370014",102,16
"3370015",236,24
"3370016",136,19
"3390001",1056,523
"3390002",843,288
"3390003",1952,1034
"3390004",656,463
"3390005",174,21
"3390006",1475,701
"3390007",812,175
"3390008",1428,193
"3390009",887,166
"3390010",254,689
"3390011",773,200
"3390012",641,210
"3390013",2606,447
"3390014",1431,604
"3390015",2257,537
"3390016",1414,245
"3390017",1485,290
"3390018A",2101,456
"3390018B",1,0
"3390019",1643,325
"3390020",641,357
"3390021",1312,526
"3390022",2174,473
"3390023",1212,465
"3390024",1201,441
"3390025",1246,227
"3390026",672,204
"3390027",1585,607
"3390028",1525,251
"3390029A",1838,329
"3390029B",112,20
"3390029C",199,35
"3390030A",1978,323
"3390030B",49,7
"3390030C",101,17
"3390030D",78,13
"3390031",2024,826
"3390032",909,672
"3390033",1301,601
"3390034",2142,777
"3390035",1996,758
"3390036",1109,293
"3390037",917,319
"3390038A",2637,429
"3390038B",6,1
"3390038C",46,8
"3390038D",22,4
"3390038E",1,0
"3390038F",22,4
"3390039",2362,352
"3390040",2497,668
"3390041",1492,212
"3390042",322,42
"3390043",2384,516
"3390044",810,392
"3390045",1258,470
"3390046",2045,1005
"3390047",1220,843
"3390048",1089,475
"3390049",958,501
"3390050",2018,346
"3390051",589,399
"3390052",1111,303
"3390053",1664,401
"3390054",500,161
"3390055",417,114
"3390056",1234,558
"3390057",1296,260
"3390058",1234,419
"3390059",819,285
"3390060",498,307
"3390061",1893,1096
"3390062",1175,603
"3390063",2820,538
"3390064",691,200
"3390065",2393,419
"3390066",1737,294
"3390067",1022,593
"3390068",1899,712
"3390069",1741,910
"3390070",1217,574
"3390071",1877,844
"3390072",2525,358
"3390073",638,292
"3390074",973,294
"3390075",2352,1159
"3390076",2292,446
"3390077",2342,422
"3390078",2151,942
"3390079",791,430
"3390080",2120,828
"3390081",1722,767
"3390082",2266,790
"3390083",612,110
"3390084",1116,958
"3390085",1458,315
"3390086",2763,497
"3390087",1209,573
"3390088A",2118,1175
"3390088B",63,35
"3390089A",2734,593
"3390089B",33,7
"3390089C",6,0
"3390090",2421,442
"3390090B",8,0
"3390090C",13,2
"3390091A",753,107
"3390092",1502,915
"3390093",1287,446
"3390094",475,248
"3390095",1176,738
"3390096A",1486,777
"3390096B",0,0
"3390096C",77,41
"3410101",781,218
"3410201",752,132
"3410202",803,101
"3410203",33,7
"3410301",397,157
"3410401",442,55
"3410402",27,92
"3430101",73,213
"3430102",76,128
"3430103",243,126
"3430202",472,119
"3430203",352,131
"3430302",357,155
"3430303",520,94
"3430401",790,268
"3450001",136,5
"3450002",56,8
"3450003",14,1
"3450004",118,10
"3450005",76,7
"3450006",74,11
"3470012",932,186
"3470013",690,114
"3470014",1301,316
"3470015",744,128
"3470016",1333,328
"3470017",111,92
"3470021",819,227
"3470022",26,31
"3470023",91,96
"3470024",174,474
"3470025",30,28
"3470026",756,832
"3470027",41,553
"3470030",57,134
"3470031",190,240
"3470032",834,1249
"3470033",1922,984
"3470034",42,38
"3470041",281,261
"3470042",568,285
"3470043",624,186
"3470044",850,158
"3470045",420,65
"3470046",435,108
"3470047",503,59
"3490101",541,318
"3490103",807,227
"3490104",282,76
"3490105",144,14
"3490106",200,60
"3490107",361,180
"3490108",211,43
"3490109",182,44
"3490200",92,232
"3490201",15,274
"3490202",77,228
"3490203",777,312
"3490204",119,43
"3490205",701,123
"3490206",285,38
"3490300",609,404
"3490301",105,70
"3490303",466,123
"3490304",317,42
"3490305",217,56
"3490306",137,17
"3490307",217,38
"3490308",186,33
"3490400",761,204
"3490401",129,90
"3490402",849,185
"3490403",713,87
"3490404",479,104
"3490405",399,49
"3490406",132,14
"3510001",400,74
"3510002",138,24
"3510003",325,25
"3510004",76,22
"3510005",252,26
"3510006",212,168
"3510007",82,37
"3510008A",108,41
"3510008B",29,10
"3510009",103,42
"3510010",174,26
"3510011",288,35
"3510012",73,13
"3510013",374,50
"3510014",69,107
"3510015",177,33
"3510016",136,26
"3510017",12,33
"3510018",124,11
"3510019",116,15
"3510020",19,80
"3510021",142,22
"3510022",86,103
"3530001",340,109
"3530002",481,93
"3530003",515,184
"3530004",358,229
"3530005",75,20
"3530006",432,94
"3530007",162,9
"3530008",98,11
"3530009",635,126
"3550001",259,264
"3550002",634,587
"3550003",1087,918
"3550004",384,669
"3550005",524,413
"3550006",1059,503
"3550007",52,189
"3550008",1151,979
"3550009",563,304
"3550010",473,153
"3550011",149,137
"3550012",198,316
"3550013",69,323
"3550014",145,36
"3550015",177,137
"3550016",223,120
"3550017",520,780
"3550018",673,444
"3550019",1289,549
"3550020",412,870
"3550021",140,62
"3550022",90,97
"3550023",960,242
"3550024",53,194
"3550025",157,50
"3550026",1548,941
"3550027",109,134
"3550028",96,18
"3550029",1005,772
"3550030",6,32
"3550031",30,142
"3550032",446,425
"3550033",43,120
"3550034",50,94
"3550035",49,240
"3550036",138,207
"3550037",147,391
"3550038",17,111
"3550039",114,127
"3550040",1749,593
"3550041",27,73
"3550042",151,105
"3550043",38,135
"3550044",38,198
"3550045",24,109
"3550046",16,59
"3550047",22,63
"3550048",271,392
"3550049",332,141
"3550050",98,147
"3550051",270,407
"3550052",57,239
"3550053",87,190
"3550054",136,447
"3550055",105,324
"3550056",88,219
"3550057",107,200
"3550058",315,348
"3550059",357,418
"3550060",48,259
"3550061",24,214
"3550062",56,204
"3550063",793,616
"3550064",378,198
"3550065",1080,849
"3550066",292,356
"3550067",985,859
"3550068",121,277
"3550069",271,460
"3550070",328,630
"3550071",120,388
"3550072",211,365
"3550073",102,406
"3550074",92,425
"3550075",104,508
"3550076",42,158
"3550077",14,75
"3550078",103,445
"3550079",75,284
"3550080",73,428
"3550081",1664,557
"3550082",54,114
"3550083",77,254
"3550084",120,175
"3550085",19,140
"3550086",187,183
"3550087",240,363
"3550088",570,569
"3550089",104,136
"3550090",145,176
"3550091",703,857
"3550092A",501,493
"3550092B",23,23
"3550093",259,697
"3550094",394,480
"3550095",84,217
"3550096",95,220
"3550097",94,271
"3550098",112,506
"3550099",34,127
"3550100",216,220
"3550101",774,590
"3550102",408,299
"3550103",654,408
"3550104",39,227
"3550105",54,304
"3550106",511,586
"3550107",1780,623
"3550108",72,161
"3550109",118,131
"3550110",362,224
"3550111",287,154
"3550112",593,584
"3550113",29,123
"3550114",59,100
"3550115",486,446
"3550116",945,1017
"3550117",1021,410
"3550118",429,708
"3550119",947,667
"3550120",512,488
"3550121",314,395
"3550122",1110,488
"3550123",597,354
"3550124",791,731
"3550125",1379,1181
"3550126",954,553
"3550127",664,253
"3570001",286,44
"3570002",434,50
"3570003",843,64
"3570004",560,69
"3590101",106,16
"3590103",95,6
"3590202",86,9
"3590203",106,10
"3590303",145,19
"3590403",83,9
"3590404",99,5
"3610001",108,26
"3610002",184,302
"3610003",82,409
"3610004",5,153
"3610005",381,351
"3610006",762,151
"3610007",605,224
"3610008",991,200
"3610009",827,163
"3610010",289,71
"3610011",169,77
"3610012",404,140
"3610013",364,222
"3610014",551,256
"3610015",737,162
"3610016",1147,127
"3610017",781,93
"3610018",833,124
"3610019",654,110
"3610020",551,84
"3610021",106,24
"3610022",555,61
"3610023",1195,146
"3610024",652,92
"3610025",689,124
"3610026",898,162
"3610027",906,122
"3610028",1451,187
"3610029",461,63
"3610030",441,59
"3610031",1069,154
"3610032",899,99
"3610033",612,90
"3610034",639,87
"3630001",302,64
"3630002",10,1
"3630003",470,71
"3630004",207,23
"3630005",189,55
"3630006",448,118
"3630007",258,35
"3630008",848,101
"3630009",222,30
"3630011",142,23
"3630012",197,38
"3630013",314,77
"3630014",80,18
"3630015",391,57
"3630016",220,22
"3630017",184,75
"3630018",79,13
"3630020",108,7
"3630021",347,99
"3630022",497,73
"3630023",503,159
"3630024",66,12
"3630025",54,13
"3630026",32,13
"3630027",692,182
"3630028",263,98
"3630029",294,133
"3630030",171,79
"3650001",841,178
"3650002",950,206
"3650003",574,157
"3650005",258,24
"3650007",296,79
"3650008",104,17
"3650009",330,48
"3650010",145,50
"3650012",250,10
"3650013",136,47
"3650014",234,20
"3650018",1013,170
"3650019",178,12
"3650020",172,5
"3650022",99,83
"3650026",75,29
"3650027",302,238
"3650028",936,172
"3650029",187,10
"3670100",2004,441
"3670105",1006,168
"3670110",647,178
"3670111",543,131
"3670115",959,220
"3670120",908,163
"3670125",1237,162
"3670130",1392,254
"3670135",723,130
"3670140",537,94
"3670200",589,189
"3670205",668,252
"3670210",926,117
"3670215",1704,271
"3670220",365,54
"3670225",621,102
"3670230",694,141
"3670235",550,78
"3670240",667,114
"3670245",717,117
"3670250",732,147
"3670255",818,200
"3670300",739,262
"3670305",1060,271
"3670310",584,226
"3670315",1802,432
"3670320",925,148
"3670325",925,147
"3670330",624,129
"3670335",1933,213
"3670340",511,59
"3670345",987,162
"3670350",1373,190
"3670400",1671,360
"3670405A",1603,296
"3670405B",138,25
"3670410",1008,239
"3670415",1222,328
"3670420",1125,186
"3670425",714,132
"3670430",1282,330
"3670435",1358,332
"3670440",2115,380
"3670445",1044,170
"3670450",1307,310
"3690101",506,107
"3690201",158,107
"3690202",122,6
"3690203",43,1
"3690301",426,62
"3690302",124,5
"3690303",31,4
"3690401",155,12
"3690402",82,53
"3710001",562,328
"3710002",431,344
"3710003",131,13
"3710004",308,56
"3710005",43,4
"3710006",26,20
"3710007",335,303
"3710009",98,28
"3710010",164,148
"3730001",165,21
"3730002",219,29
"3730003",602,174
"3730004",594,138
"3730005",1034,272
"3730006",1918,364
"3730007",250,87
"3730008",311,133
"3730009",286,68
"3730010",670,288
"3730011",138,43
"3730012",55,69
"3730013",197,15
"3730014",331,45
"3730015",440,54
"3730016",1701,291
"3730017",511,88
"3730018",90,175
"3730019",1367,608
"3730020",1386,617
"3730021",480,128
"3750121",970,243
"3750122",822,279
"3750123",1257,587
"3750124",1022,278
"3750125",1222,594
"3750126",731,366
"3750221",260,232
"3750222",264,183
"3750223",275,325
"3750224",580,412
"3750225",265,266
"3750321",1359,130
"3750322",101,16
"3750323",1877,318
"3750324",2127,500
"3750325",993,332
"3750326",1085,197
"3750327",463,94
"3750421",163,262
"3750422",451,708
"3750424",195,318
"3750425",244,312
"3750426",117,93
"3750427",90,99
"3770001",82,103
"3770002",46,124
"3770003",3,15
"3770004",42,211
"3770005",25,133
"3770006",11,6
"3770007",213,555
"3790101",622,62
"3790102",317,75
"3790203",740,98
"3790204",306,44
"3790305",448,74
"3790306",418,135
"3790407",471,77
"3790408",398,74
"3810110",2435,352
"3810111",1397,614
"3810112",1027,430
"3810114",1074,380
"3810123",633,237
"3810208",2802,592
"3810220",892,217
"3810222",2184,426
"3810227",2610,493
"3810228",2519,530
"3810230",1601,314
"3810305",1271,253
"3810306",1824,417
"3810307",1826,351
"3810309",1676,197
"3810324",2625,525
"3810325",2033,263
"3810415",1838,480
"3810418",2244,561
"3810421",1320,367
"3810426",1486,206
"3810429",1732,566
"3830001",68,35
"3830002",246,36
"3830003A",178,29
"3830003B",22,0
"3830004",160,28
"3850001",364,66
"3850002",408,52
"3850003",188,51
"3850004",138,20
"3850006",162,24
"3850007",44,3
"3870001",43,4
"3870002",252,112
"3870003",305,255
"3870004",301,170
"3870005",482,65
"3870007",123,25
"3870009",164,11
"3870010",113,7
"3870011",68,9
"3870013",282,50
"3870014",101,16
"3870017",125,19
"3870018",78,11
"3870019",201,31
"3870020",44,37
"3870021",65,23
"3870024",86,25
"3870027",213,15
"3870028",100,38
"3870029",74,26
"3870030",67,3
"3870031",83,6
"3890001",33,65
"3890002",110,152
"3890003",150,162
"3890004",24,5
"3890005",76,104
"3890006",24,22
"3890007",168,138
"3890008",52,58
"3890010",121,158
"3890011",71,166
"3890012",196,150
"3910001",89,94
"3910002",386,104
"3910003",276,99
"3910004",43,129
"391001A",102,138
"391002A",110,17
"391002B",103,47
"391003A",259,81
"391004A",119,99
"391004B",68,43
"3930001",113,2
"3930002",117,3
"3930003",81,7
"39304-1",63,2
"39304-2",65,3
"3950001",364,336
"3950002",453,278
"3950003",311,42
"3950004",270,33
"3950005",616,201
"3950006",686,162
"3950007",21,23
"3950008",165,15
"3950011",476,139
"3950013",113,13
"3950016",78,14
"3950018",46,6
"3950019",309,35
"3950022",93,443
"3950023",147,158
"3970001",2363,921
"3970002",1924,687
"3970003",133,137
"3970004",1208,303
"397001A",1390,725
"397001B",2781,842
"397001C",1630,466
"397002A",1854,850
"397002B",766,402
"397002C",2729,680
"397003A",345,395
"397003B",991,704
"397003C",1518,300
"397003D",3172,857
"397004A",3017,1478
"397004B",544,262
"397004C",1310,468
"3990001",570,94
"3990002",48,12
"3990003",563,76
"3990004A",132,23
"3990004B",7,0
"3990005",95,5
"3990006",77,5
"3990007",376,54
"3990008",360,35
"3990009",374,45
"3990010",225,13
"4010111",423,80
"4010112",792,154
"4010113",1193,300
"4010114",655,141
"4010201",371,84
"4010212",419,78
"4010213",837,171
"4010214",1147,342
"4010215",825,286
"4010302",287,254
"4010303",373,323
"4010314A",467,57
"4010314B",43,5
"4010315",409,37
"4010316",243,17
"4010317",174,119
"4010318",465,129
"4010319",115,86
"4010404",804,146
"4010405",577,132
"4010416",410,78
"4010417",582,162
"4010418",956,224
"4030001",933,96
"4030002",750,88
"4030003",152,75
"4030004",137,8
"4030005",482,46
"4030006",780,118
"4030007",42,51
"4030008",142,19
"4050001",420,217
"4050002",106,83
"4050003",91,36
"4050004",152,61
"4050005",162,25
"4050006",147,22
"4050007",157,33
"4050008",333,30
"4050009",444,53
"4050010",189,22
"4050011",5,149
"4070001",1164,309
"4070002",1307,312
"4070003",542,126
"4070004",387,27
"4070005",872,128
"4070006",971,207
"4070007",911,295
"4070008",453,128
"4070010",275,52
"4070013",300,61
"4070014",255,97
"4090101",113,106
"4090102",562,546
"4090103",166,28
"4090104",408,230
"4090105",181,451
"4090106",412,221
"4090107",86,46
"4090108",1452,515
"4090109",952,354
"4090110",441,323
"4090111",22,3
"4090112",70,333
"4090113",128,282
"4090114",647,207
"4090115",1306,413
"4090116",1711,465
"4090117",158,64
"4090118",325,535
"4090119",457,185
"4090120",287,93
"4090121",616,291
"4090122",270,114
"4090123",29,22
"4090124",582,748
"4090125",19,7
"4110001",459,64
"411002A",320,32
"411002B",152,14
"411003A",232,42
"411003B",164,29
"411004A",406,36
"411004B",62,5
"4130001",202,70
"4130002",181,51
"4130003",48,38
"4130004",270,46
"4150005",55,7
"4150006",138,15
"4150007",961,141
"4150008",363,51
"4150009",252,18
"4150010",634,73
"4150011",69,5
"4150012",501,116
"4150013",223,41
"4150014",67,13
"4150015",410,136
"4170101",276,31
"4170202",333,18
"4170303",133,8
"4170307",159,10
"4170404",22,0
"4170405",106,12
"4170406A",136,17
"4170406B",2,0
"4190002",377,43
"4190003",164,11
"4190004",335,53
"4190005",903,92
"4190006",260,51
"4190007",297,114
"4190008",366,177
"419001N",584,107
"419001S",688,172
"419001W",204,34
"419009N",466,109
"419009S",411,74
"41901SE",262,346
"41901SW",574,85
"4210101",38,3
"4210102",101,17
"4210201",67,17
"4210202",61,0
"4210301",65,10
"4210302",105,10
"4210401",261,21
"4230001",58,95
"4230002",57,233
"4230003",1055,369
"4230004",375,336
"4230005",2079,314
"4230006",375,91
"4230007",807,242
"4230008",591,180
"4230009",43,96
"4230010",698,783
"4230011",117,631
"4230012",260,763
"4230013",24,671
"4230014",563,323
"4230015",2610,349
"4230016",71,498
"4230017",472,50
"4230018",42,569
"4230019",2307,394
"4230020",115,157
"4230021",716,213
"4230022",136,110
"4230023",913,378
"4230025",989,279
"4230026",1224,241
"4230027",604,334
"4230028",1767,347
"4230029",817,215
"4230030",2162,380
"4230031",1871,336
"4230032",1175,332
"4230034",170,489
"4230035",527,760
"4230036",262,972
"4230037",949,202
"4230038",836,402
"4230039",120,138
"4230040",2582,440
"4230041",1812,309
"4230042",1968,414
"4230043",388,188
"4230044",1191,746
"4230045",709,75
"4230046",404,169
"4230047",139,64
"4230048",116,88
"4230049",43,70
"4230050",1141,338
"4230052",1034,178
"4230054",1333,524
"4230055",1683,847
"4230056",1506,506
"4230058",1499,422
"4230059",1631,440
"4230060",92,145
"4230061",616,474
"4230063",7,29
"4230064",48,37
"4230065",35,37
"4230066",173,150
"4230070",188,100
"4230071",1994,461
"4230072",70,43
"4230073",163,141
"4230074",165,32
"4230075",1678,239
"4230076",69,174
"4230077",117,97
"4230078",77,18
"4230079",1623,408
"4230080",10,2
"4230081",42,83
"4230082",8,12
"4250001",616,103
"4250002",873,171
"4250003",750,161
"4250004",762,122
"4270001",255,621
"4270002",295,878
"4270003",135,418
"4270004",123,131
"4270005",16,30
"4270006",541,2096
"4270007",63,269
"4270008",161,692
"4270009",222,763
"4270010",470,1315
"4291-11",490,70
"4292-11",620,73
"4292-19A",41,1
"4292-19B",97,6
"4292-19C",0,0
"4293-11",214,48
"4293-19",234,17
"4294-11",273,45
"4294-19",448,37
"4295-11",186,11
"4310001A",95,6
"4310001B",28,4
"4310002A",63,8
"4310002B",6,0
"4310002C",10,1
"4310002D",3,0
"4310003",138,5
"4310004",101,9
"4330001",129,19
"4330002",115,37
"4330003",119,21
"4330004",102,34
"4350101",152,75
"4350201",270,35
"4350301",354,79
"4350401",149,69
"4370001",205,57
"4370002",351,124
"4370003",324,75
"4370004",81,54
"4370006",119,42
"4370007",200,36
"4370009",14,8
"4370011",112,39
"4391001",490,562
"4391004",668,622
"4391005",21,332
"4391008",3,110
"4391009",474,325
"4391010",26,119
"4391011",29,322
"4391012",461,778
"4391013",144,988
"4391014",110,166
"4391015",223,399
"4391019",62,231
"4391021",1187,571
"4391022",421,322
"4391023",1321,1241
"4391024",1060,630
"4391025",279,636
"4391034",1434,398
"4391056",24,111
"4391059",19,191
"4391061",6,50
"4391062",8,12
"4391064",0,0
"4391066",123,253
"4391071",368,771
"4391074",20,261
"4391075",53,294
"4391076",312,423
"4391078",12,345
"4391079",24,428
"4391080",25,469
"4391081",266,159
"4391082",108,175
"4391083",55,324
"4391084",0,0
"4391085",118,218
"4391088",90,423
"4391089",22,554
"4391090",26,513
"4391094",285,587
"4391095",367,219
"4391098",48,605
"4391099",90,243
"4391103",611,290
"4391104",102,1165
"4391105",578,503
"4391106",15,898
"4391108",565,533
"4391109",115,353
"4391111",1300,353
"4391117",640,552
"4391119",915,1663
"4391120",59,1187
"4391126",302,701
