CNTYVTD,AbbottR_18G_Governor,ValdezD_18G_Governor,TippettsL_18G_Governor
"1573143C",66,43,1
"1573143D",81,52,1
"1573143E",227,148,4
"1573143F",284,186,5
"1573143G",332,217,6
"1573143H",333,218,6
"1573143I",132,86,2
"1573144",1790,870,37
"1573145",861,583,20
"1573146",1995,1450,48
"1573148",3115,1406,65
"1573149",2641,539,27
"1573150",1122,2254,48
"1573156",1228,357,20
"1573159",870,676,20
"1573160",450,397,13
"1574011",641,382,10
"1574020",1364,577,26
"1574026",1053,868,22
"1574027",0,0,0
"1574028",795,706,28
"1574029",917,340,22
"1574030",1082,732,33
"1574035",519,507,22
"1574039",209,340,6
"1574042",503,172,12
"1574044",1085,1217,30
"1574045",511,561,14
"1574046",1011,919,30
"1574047",270,253,6
"1574049",785,1269,27
"1574062",1107,1185,34
"1574064",383,267,7
"1574065",1463,1537,41
"1574071",111,150,5
"1574079",151,110,4
"1574080",409,379,11
"1574082",2225,1350,45
"1574084",557,427,19
"1574086",439,808,19
"1574102",624,822,25
"1574105",571,531,7
"1574107",907,468,14
"1574110",821,703,21
"1574111",463,348,16
"1574117",1148,1600,43
"1574119",1421,686,38
"1574121",179,229,13
"1574124",910,1346,28
"1574125",848,1374,32
"1574126",818,1151,39
"1574127",855,915,29
"1574129",1934,1824,42
"1574131",723,459,23
"1574135",1827,2176,55
"1574140",1190,792,35
"1574147",774,1562,25
"1574155",392,937,10
"1574158",443,867,9
"1590101",546,86,13
"1590102",270,26,5
"1590201",325,37,3
"1590202",402,107,10
"1590301",419,55,10
"1590302",342,70,5
"1590401",648,88,8
"1590402",407,68,5
"1610001",1403,201,10
"1610002",584,194,9
"1610003",83,5,0
"1610004",226,28,2
"1610005",894,250,12
"1610006",290,31,1
"1610007",306,74,3
"1610008",289,49,3
"1610009",250,51,1
"1610010",202,12,5
"1610011",216,144,7
"1610012",62,22,1
"1610013",172,22,4
"1610014",215,44,2
"1610015",144,16,0
"1630001",239,284,10
"1630002",116,210,2
"1630003",71,222,5
"1630004A",347,234,13
"1630004B",2,0,0
"1630005",225,59,2
"1630006",189,71,5
"1630008",153,231,2
"1630009",214,266,5
"1630010",288,162,7
"1650002",767,96,9
"1650003",1129,95,28
"1650004",449,88,7
"1650005",125,11,1
"1650006",81,21,2
"1650007",101,69,1
"1650008",378,67,3
"1650009",275,28,2
"1670103",574,143,10
"1670104",445,86,7
"1670105",98,74,11
"1670142",706,536,16
"1670144",885,367,23
"1670146",955,585,22
"1670148",1154,667,32
"1670150",826,434,18
"1670151",1261,349,27
"1670152",2136,766,53
"1670159",1283,687,35
"1670165",1926,745,46
"1670166",1165,508,27
"1670167",2332,846,53
"1670168",0,0,0
"1670169",1,0,0
"1670170",1255,465,35
"1670172",234,55,2
"1670192",213,103,4
"1670193",1037,420,37
"1670197",283,121,5
"1670218",933,945,44
"1670219",676,559,16
"1670220",1913,1048,48
"1670221",1019,330,17
"1670223",850,804,35
"1670224",982,829,46
"1670225",1493,347,20
"1670226",927,368,16
"1670227",1413,271,25
"1670228",1630,259,30
"1670232",558,490,14
"1670258",1068,171,14
"1670263",2890,1130,78
"1670274",434,120,10
"1670275",202,66,5
"1670276",760,521,35
"1670277",1169,191,13
"1670278",1298,219,17
"1670279",581,96,9
"1670280",156,101,5
"1670281",92,22,1
"1670283",1197,628,38
"1670301",278,385,8
"1670306",1086,1528,77
"1670309",39,23,3
"1670311",93,381,9
"1670312",8,31,0
"1670314",523,1401,55
"1670315",708,1220,40
"1670316A",357,718,22
"1670316B",0,0,0
"1670330",456,763,24
"1670331",281,910,17
"1670334",116,486,2
"1670336",280,1807,23
"1670338",692,1065,29
"1670340",34,253,4
"1670341",280,268,9
"1670343",336,473,11
"1670345",45,291,4
"1670347",160,385,9
"1670389",110,190,3
"1670391",31,22,0
"1670394",8,14,0
"1670398",109,134,1
"1670399",59,70,1
"1670401",0,0,0
"1670439",1335,553,32
"1670453",1944,824,52
"1670454",1591,824,55
"1670455",711,344,16
"1670456",1796,445,37
"1670457",2129,585,52
"1670460",2642,625,58
"1670461",1841,467,39
"1670462",2374,621,51
"1670464",1278,457,40
"1670471",851,489,37
"1670482",98,8,2
"1670487",2407,1001,67
"1670488",1569,673,56
"1670490",1938,799,60
"1671051",163,175,11
"1671651",0,0,0
"1672321",0,0,0
"1672322",0,0,0
"1672323",240,32,2
"1672801",0,0,0
"1673061",0,1,0
"1673301",0,0,0
"1673311",86,99,0
"1674391",12,2,0
"1690001",263,37,3
"1690002",358,38,4
"1690003",204,36,2
"1690004",125,47,2
"1690005",61,12,1
"1690006",67,16,1
"1710001",1150,243,11
"1710002",641,140,12
"1710003",615,136,12
"1710004",1405,300,22
"1710005",1148,170,17
"1710006",433,76,5
"1710007",1443,272,22
"1710008",214,37,4
"1710009",129,20,0
"1710010",486,109,8
"1710012",1184,232,25
"1710013",986,188,17
"1710015",517,107,9
"1730001",162,6,0
"1730002",105,14,0
"1730003",112,4,1
"1730004",136,12,1
"1750011",295,179,5
"1750012",225,26,3
"1750021",317,170,9
"1750022",88,44,2
"1750031",360,87,14
"1750032",370,31,6
"1750041",190,29,4
"1750042",347,31,3
"1750043",205,20,2
"1770001",1067,247,12
"1770002",546,209,8
"1770003",537,156,5
"1770005",295,58,6
"1770007",224,30,4
"1770008",170,26,1
"1770009",317,206,6
"1770010",229,42,2
"1770011",134,14,1
"1770012",79,18,2
"1770013",165,28,1
"1770014",55,7,2
"1770015",189,16,0
"17704/6",387,113,2
"1790001",193,10,0
"1790002",1082,103,15
"1790003",83,2,0
"1790004",378,36,1
"1790005",1414,150,20
"1790006",1447,135,11
"1790007",733,115,20
"1810101",932,764,22
"1810102",372,726,26
"1810103",265,43,5
"1810104",489,93,5
"1810105",2550,538,57
"1810106",1177,242,28
"1810107",954,132,19
"1810108A",724,118,6
"1810108B",81,14,1
"1810201",1134,487,28
"1810202",1158,436,19
"1810203",235,203,5
"1810204",472,123,8
"1810205A",1787,370,24
"1810205B",0,0,0
"1810206",620,178,8
"1810207",491,86,8
"1810208",612,182,13
"1810209",568,98,17
"1810210",976,143,9
"1810301",572,286,11
"1810302",1926,871,43
"1810303",466,76,5
"1810304",1103,503,22
"1810305",689,130,8
"1810306",1874,268,25
"1810307",962,135,19
"1810308",570,62,9
"1810309",350,67,7
"1810401",356,357,8
"1810402",926,363,13
"1810403",1391,300,20
"1810404",1671,350,31
"1810405",163,83,4
"1810406",1363,191,21
"1810407",38,36,0
"1810408A",601,174,12
"1810408B",44,12,0
"1810409",1900,617,42
"1830001",726,230,15
"1830002",1626,493,28
"1830003",1447,465,21
"1830004",1668,390,18
"1830005",1634,391,26
"1830006",1183,180,22
"1830007",1368,291,20
"1830008",1792,538,32
"1830009",1844,554,33
"1830010",1249,600,28
"1830011",1780,499,23
"1830012",2150,261,28
"1830013",1057,308,15
"1830014",1956,331,18
"1830015",380,208,9
"1830016",1761,310,17
"1830017",173,180,2
"1830018",873,946,9
"1830019",263,1247,14
"1830020",279,866,6
"1830021",349,727,24
"1850001",994,160,8
"1850002",422,43,4
"1850003",169,417,5
"1850004",636,117,6
"1850005",621,181,10
"1850006",648,311,19
"1850007",484,95,7
"1850008",237,50,3
"1850009",190,35,4
"1850010",777,94,14
"1850011",138,18,2
"1850012",394,114,8
"1850014",720,175,7
"1850015",244,45,5
"1870101",276,80,10
"1870102A",430,147,9
"1870102B",7,2,0
"1870103",349,98,7
"1870104",308,197,10
"1870105",1195,291,21
"1870106",1392,477,26
"1870107",587,110,9
"1870108",282,143,4
"1870109",260,47,5
"1870110",90,58,2
"1870111",35,26,2
"1870112",80,131,4
"1870113",410,158,10
"1870114",308,135,5
"1870115",151,21,3
"1870116",1028,288,16
"1870117",1836,649,43
"1870118",24,18,1
"1870119",867,214,13
"1870120",574,133,9
"1870121",65,23,3
"1870122",20,7,0
"1870123",0,1,0
"1870124",2,0,0
"1870125",94,15,0
"1870126",12,2,0
"1870127",11,4,0
"1870201",125,83,2
"1870202",144,297,10
"1870203",56,118,0
"1870204",284,328,7
"1870205",497,158,6
"1870206",391,553,16
"1870207",161,232,6
"1870208",1477,365,36
"1870209",101,213,1
"1870210",280,189,10
"1870211",42,36,2
"1870212",43,39,2
"1870213",863,334,29
"1870214",285,84,2
"1870215",407,127,5
"1870216",29,7,1
"1870217",32,33,0
"1870218",16,21,0
"1870219",28,22,1
"1870220",25,17,1
"1870221",12,4,0
"1870222",0,0,0
"1870223",79,77,3
"1870224",13,47,0
"1870225",1,10,0
"1870226",104,52,2
"1870301",1069,636,30
"1870302",1343,913,51
"1870303",555,239,11
"1870304",1491,798,32
"1870305",1424,924,40
"1870306",1545,827,31
"1870307",1533,955,43
"1870308",873,378,25
"1870401",686,166,18
"1870402",565,322,18
"1870403",829,455,23
"1870404",1015,615,27
"1870405",918,177,12
"1870406",1043,156,18
"1870407",885,176,13
"1870408",1648,658,32
"1870409",1343,1250,36
"1870410",58,20,4
"1870411",1273,679,36
"1890101",131,35,7
"1890102",35,13,2
"1890103",73,82,1
"1890104",128,86,3
"1890105",53,27,3
"1890110",194,19,3
"1890111",226,72,4
"1890112",313,35,3
"1890202",38,51,0
"1890203",68,71,1
"1890204",140,115,4
"1890205",17,29,0
"1890206",12,10,0
"1890213",91,25,1
"1890214",313,131,16
"1890215",125,38,1
"1890304",349,102,5
"1890305",542,83,2
"1890306",13,18,0
"1890307",110,49,3
"1890308",21,8,0
"1890316",378,138,11
"1890317",69,13,1
"1890318",468,75,16
"1890406",157,99,3
"1890407",592,118,9
"1890408",312,64,7
"1890409",256,87,6
"1890419",104,10,0
"1890420",204,24,2
"1910101",140,42,0
"1910201",40,6,0
"1910202",190,30,2
"1910301",56,12,0
"1910302",140,21,1
"1910401",160,13,2
"1910402",89,18,2
"1930001",464,70,4
"1930004",56,11,0
"1930005",85,12,0
"1930007",700,114,10
"1930009",117,16,2
"1930012",126,7,1
"1930014",109,13,1
"1930015",102,3,1
"1930017",87,10,0
"1930022",585,90,5
"1930023",472,59,6
"1950001",342,33,7
"1950002",25,4,2
"1950003",151,6,5
"1950004",315,20,1
"1950005",273,20,1
"1950006",352,30,6
"1950007",30,0,0
"1950009",60,5,3
"1970001",272,41,1
"1970002",222,36,2
"1970003",224,36,2
"1970004",279,41,1
"1990001",589,213,5
"1990002",2115,261,24
"1990003",295,12,1
"1990004",400,29,1
"1990005",317,11,2
"1990006",2154,221,22
"1990007",406,22,2
"1990008",395,38,1
"1990009",1052,231,12
"1990010",958,420,7
"1990011",436,44,3
"1990012",464,61,2
"1990013",1176,91,11
"1990014",710,57,5
"1990015",905,104,13
"1990016",1063,103,9
"1990017",600,38,5
"1990018",2966,319,26
"1990019",527,52,4
"2010001A",614,1292,65
"2010001B",0,0,0
"2010002",415,734,30
"2010003",438,695,39
"2010004",446,845,43
"2010005",387,695,33
"2010006",1001,1085,27
"2010007",34,371,3
"2010008",479,591,17
"2010009",233,784,16
"2010010",192,638,7
"2010011",170,626,9
"2010012",123,130,2
"2010013",900,429,21
"2010014",603,682,34
"2010015",1173,1011,52
"2010016",444,722,28
"2010017",277,408,9
"2010018",473,543,27
"2010019",276,659,28
"2010020",352,931,35
"2010021",152,527,21
"2010022",216,919,22
"2010023",31,158,3
"2010024",69,349,10
"2010025",26,298,4
"2010026",233,881,17
"2010027",395,1408,36
"2010028",972,735,41
"2010029",326,627,6
"2010030",557,1339,46
"2010031",70,905,11
"2010032",623,1241,61
"2010033",800,1758,85
"2010034",415,1664,48
"2010035",1,2,0
"2010036",350,916,13
"2010037",581,1297,52
"2010038",694,1504,55
"2010039",567,1681,50
"2010040",178,207,9
"2010041",352,468,11
"2010042",27,370,6
"2010043",438,601,16
"2010044",213,718,17
"2010045",602,2292,40
"2010046",238,845,15
"2010047",59,514,4
"2010048",61,333,7
"2010049",1414,789,36
"2010050",1098,1228,28
"2010051",700,239,16
"2010052",699,1028,54
"2010053",868,1298,79
"2010054",544,652,42
"2010055",698,1123,56
"2010056",545,386,25
"2010057",949,1475,69
"2010058",960,1290,70
"2010059",822,1159,42
"2010060",473,1558,54
"2010061",226,559,6
"2010062",241,708,5
"2010063",770,198,12
"2010064",193,724,5
"2010065",177,701,9
"2010066",101,350,3
"2010067",257,979,13
"2010068",106,1270,19
"2010069",101,428,3
"2010070",1534,1202,63
"2010071",1714,2009,109
"2010072",312,721,13
"2010073",552,556,24
"2010074",1899,594,41
"2010075",533,774,43
"2010076",624,614,10
"2010077",1,5,0
"2010078",234,533,5
"2010079",278,891,8
"2010080",362,948,9
"2010081",286,616,7
"2010082",1378,611,45
"2010083A",757,1251,21
"2010083B",14,23,1
"2010084",492,195,9
"2010085",67,840,9
"2010086",1072,1456,77
"2010087",1196,861,45
"2010088",312,124,5
"2010089",436,381,20
"2010090",1793,690,47
"2010091",514,402,23
"2010092",1033,563,36
"2010093",448,894,14
"2010094",46,180,3
"2010095",1185,655,43
"2010096",183,809,11
"2010097",1965,642,37
"2010098",1438,292,25
"2010099",332,447,16
"2010100",286,307,9
"2010101",69,194,3
"2010102",177,457,2
"2010103",1294,1501,27
"2010104",61,868,12
"2010105",252,697,15
"2010106",40,43,1
"2010107",135,661,6
"2010108",765,747,17
"2010109",70,1069,14
"2010110",1056,850,27
"2010111",2239,1097,50
"2010112",1141,635,40
"2010113",770,740,19
"2010114",1831,716,34
"2010115",72,358,4
"2010116",1709,588,34
"2010117",282,544,10
"2010118",1079,1101,43
"2010119",2243,691,44
"2010120",1300,968,54
"2010121",314,179,7
"2010122",67,763,9
"2010123",209,748,32
"2010124",3411,1032,65
"2010125",684,637,23
"2010126",1929,338,24
"2010127",689,244,11
"2010128",931,707,32
"2010129",1839,1434,60
"2010130",1098,472,27
"2010131",242,825,7
"2010132",85,1006,11
"2010133",1044,946,49
"2010134",331,512,8
"2010135",1352,826,45
"2010136",123,1048,21
"2010137",798,446,18
"2010138",53,622,2
"2010139",1066,1452,56
"2010140",332,1609,39
"2010141",145,144,3
"2010142",105,288,2
"2010143A",0,0,0
"2010143B",308,202,4
"2010143C",1180,776,17
"2010144",36,411,5
"2010145",41,602,3
"2010146",546,843,24
"2010147",239,1233,14
"2010148",677,1184,37
"2010149",2124,1803,54
"2010150",36,559,12
"2010151",24,259,2
"2010152",270,821,15
"2010153",193,545,8
"2010154",242,815,11
"2010155",1657,984,31
"2010156",155,1456,24
"2010157",89,860,6
"2010158",81,1092,11
"2010159",86,427,10
"2010160",15,250,4
"2010161",39,429,9
"2010162",146,363,5
"2010163",446,822,11
"2010164",36,489,8
"2010165",854,606,38
"2010166",276,533,23
"2010167",1,3,0
"2010168",18,178,3
"2010169",73,918,8
"2010170",368,407,8
"2010171",60,568,11
"2010172",99,234,1
"2010173",2044,720,34
"2010174",1472,788,35
"2010175",897,910,35
"2010176",444,439,21
"2010177",576,634,27
"2010178",854,510,41
"2010179",481,559,21
"2010180",101,1031,17
"2010181",255,748,6
"2010182",1401,1344,52
"2010183",1113,724,36
"2010184",116,318,5
"2010185",293,686,9
"2010186",50,295,2
"2010187",30,77,1
"2010188",208,432,5
"2010189",573,501,37
"2010190",239,501,9
"2010191",150,281,4
"2010192",91,733,19
"2010193",40,460,6
"2010194",415,1138,40
"2010195",95,724,8
"2010196",25,128,1
"2010197",88,1025,7
"2010198",17,172,1
"2010199",1758,577,36
"2010200",1162,1498,67
"2010201",16,246,2
"2010202",41,495,7
"2010203",76,283,8
"2010204",1229,1185,62
"2010205",55,757,8
"2010206",536,1257,44
"2010207",238,542,17
"2010208",302,717,8
"2010209",0,0,0
"2010210",282,1403,39
"2010211",455,874,19
"2010212",124,364,5
"2010213",1908,550,40
"2010214",727,583,24
"2010215",879,791,39
"2010216",99,754,9
"2010217",1242,803,47
"2010218",380,1095,21
"2010219",158,1243,19
"2010220",554,289,13
"2010221",489,888,23
"2010222",891,1163,47
"2010223",443,1576,39
"2010224",673,971,34
"2010225",669,1058,36
"2010226",261,882,10
"2010227",931,376,22
"2010228",73,678,10
"2010229",100,234,4
"2010230",45,363,5
"2010231",243,802,7
"2010232",686,618,29
"2010233",1393,1997,83
"2010234",2145,845,37
"2010235",44,520,10
"2010236",62,701,11
"2010237",57,742,8
"2010238",40,700,6
"2010239",58,729,7
"2010240",94,968,4
"2010241",296,619,6
"2010242",317,361,5
"2010243",15,239,1
"2010244",806,906,27
"2010245",1477,975,40
"2010246",1466,981,39
"2010247",51,590,6
"2010248",160,482,8
"2010249",808,419,16
"2010250",28,333,1
"2010251",130,852,13
"2010252",62,911,11
"2010253",54,740,15
"2010254",132,470,4
"2010255",697,910,40
"2010256",592,1176,26
"2010257",332,984,14
"2010258",1653,636,45
"2010259",85,1104,12
"2010260",369,401,9
"2010261",182,403,7
"2010262",1204,1032,49
"2010263",1809,783,31
"2010264",782,797,27
"2010265",1681,683,43
"2010266",351,578,18
"2010267",217,374,4
"2010268",925,767,34
"2010269",1163,420,15
"2010270",1166,1132,25
"2010271",105,1232,5
"2010272",342,743,27
"2010273",1331,413,25
"2010274",905,554,33
"2010275",152,565,9
"2010276",71,978,14
"2010277",277,487,7
"2010278",584,747,12
"2010279",529,392,9
"2010280",201,482,5
"2010281",732,826,21
"2010282",696,590,26
"2010283A",472,2310,29
"2010283B",3,24,0
"2010284",634,1113,24
"2010285",157,1150,12
"2010286",249,1696,22
"2010287",567,643,35
"2010288",65,936,10
"2010289",283,464,9
"2010290",648,227,14
"2010291",317,395,13
"2010292",97,543,9
"2010293",455,704,21
"2010294",48,789,10
"2010295",24,284,3
"2010296",499,460,14
"2010297",326,538,15
"2010298",643,642,25
"2010299",201,432,10
"2010300",2797,944,50
"2010301",369,591,5
"2010302",742,691,7
"2010303",1833,588,25
"2010304",819,691,31
"2010305",753,1774,31
"2010306",911,414,17
"2010307",1328,657,56
"2010308",174,486,10
"2010309",1958,631,52
"2010310",589,317,18
"2010311",645,659,26
"2010312",1040,974,33
"2010313",16,11,0
"2010314",1859,1526,48
"2010315",600,463,20
"2010316",535,472,22
"2010317",175,424,12
"2010318",192,1733,30
"2010319",108,950,6
"2010320",265,422,7
"2010321",284,751,5
"2010322",157,302,6
"2010323",356,547,23
"2010324",1105,733,47
"2010325",217,668,13
"2010326",133,215,0
"2010327",59,660,10
"2010328",188,386,5
"2010329",270,505,6
"2010330",543,656,22
"2010331",899,652,21
"2010332",230,1542,17
"2010333",1412,623,48
"2010334",64,243,2
"2010335",164,503,12
"2010336",415,2602,34
"2010337",72,373,4
"2010338",643,1253,21
"2010339",226,691,9
"2010340",1722,696,36
"2010341",152,405,2
"2010342",97,331,1
"2010343",240,824,6
"2010344",58,407,6
"2010345",166,612,15
"2010346",0,0,0
"2010347",1058,774,21
"2010348",656,334,9
"2010349",403,284,14
"2010350",643,1227,44
"2010351",2375,743,45
"2010352",1540,648,28
"2010353",423,1593,23
"2010354",491,1232,12
"2010355",108,818,9
"2010356",998,876,34
"2010357",1620,618,32
"2010358",154,747,7
"2010359",151,832,8
"2010360",1007,1380,53
"2010361",174,1132,16
"2010362",2088,988,45
"2010363",827,1347,16
"2010364",675,821,19
"2010365",135,736,11
"2010366",306,995,12
"2010367",152,426,10
"2010368",144,319,5
"2010369",51,95,8
"2010370",2002,896,45
"2010371",15,203,1
"2010372",78,533,2
"2010373",7,51,2
"2010374",91,200,5
"2010375",372,623,5
"2010376",393,557,6
"2010377",1292,435,34
"2010378",580,337,15
"2010379",157,867,12
"2010380",1596,1557,44
"2010381",586,912,20
"2010382",328,203,9
"2010383",317,699,14
"2010384",370,981,16
"2010385",1152,379,18
"2010386",1283,516,22
"2010387",1407,645,17
"2010388",1552,1730,43
"2010389",106,659,20
"2010390",147,770,13
"2010391",683,519,16
"2010392",42,608,6
"2010393",259,311,19
"2010394",110,192,5
"2010395",822,433,33
"2010396",69,948,13
"2010397",118,200,4
"2010398",940,1153,33
"2010399",518,919,11
"2010400",1036,580,37
"2010401",91,910,6
"2010402",112,896,7
"2010403",637,572,29
"2010404",574,619,11
"2010405",1113,377,19
"2010406",16,224,3
"2010407",1340,977,36
"2010408",226,445,2
"2010409",190,457,8
"2010410",85,314,2
"2010411",257,639,5
"2010412",19,153,2
"2010413",697,1089,19
"2010414",1250,454,23
"2010415",1006,518,30
"2010416",973,1080,52
"2010417",551,655,25
"2010418",560,1013,17
"2010419",810,614,13
"2010420",2431,510,42
"2010421",616,723,19
"2010422",126,1359,21
"2010423",122,377,1
"2010424",376,360,10
"2010425",80,216,5
"2010426",359,302,12
"2010427",196,313,4
"2010428",689,1469,19
"2010429",332,808,19
"2010430",131,568,8
"2010431",361,1216,21
"2010432",154,392,11
"2010433",41,158,3
"2010434",565,494,27
"2010435",1375,904,46
"2010436",1362,1164,64
"2010437",920,510,21
"2010438",1658,768,53
"2010439",1575,819,45
"2010440",1567,522,34
"2010441",792,329,13
"2010442",2229,565,34
"2010443",343,127,10
"2010444",1183,975,33
"2010445",733,528,26
"2010446",40,75,0
"2010447",1769,1160,53
"2010448",1167,954,62
"2010449",7,63,0
"2010450",372,906,22
"2010451",1453,409,16
"2010452",1538,861,42
"2010453",295,704,11
"2010454",48,967,12
"2010455",53,564,6
"2010456",850,707,16
"2010457",0,0,0
"2010458",98,925,12
"2010459",1909,623,24
"2010460",463,1374,20
"2010461",1725,1032,48
"2010462",713,1294,37
"2010463",683,1220,34
"2010464",789,565,19
"2010465",812,1124,17
"2010466",1198,1187,23
"2010467",161,457,8
"2010468",481,1345,20
"2010469",1351,395,22
"2010470",472,184,10
"2010471",1009,270,21
"2010472",298,466,16
"2010473",789,397,17
"2010474",1085,582,29
"2010475",385,527,9
"2010476",653,676,20
"2010477",1639,828,44
"2010478",1483,985,47
"2010479",1690,600,32
"2010480",1174,586,21
"2010481",1454,565,31
"2010482",1608,900,38
"2010483",1280,1326,56
"2010484",1392,853,35
"2010485",1462,645,36
"2010486",2023,666,24
"2010487",505,1070,12
"2010488",371,804,15
"2010489",296,800,16
"2010490",433,792,22
"2010491",667,647,30
"2010492",663,603,23
"2010493A",652,1031,28
"2010493B",0,0,0
"2010494",193,1101,17
"2010495",1065,576,29
"2010496",367,778,4
"2010497",68,899,17
"2010498",454,796,19
"2010499",1170,515,26
"2010500",1339,864,34
"2010501",576,983,43
"2010502",1139,263,10
"2010503",1189,419,24
"2010504",1005,571,40
"2010505",955,1281,52
"2010506",379,1606,25
"2010507",194,495,5
